employee_id,previous_title,new_title,promotion_date,salary_increase_pct
EMP02852,"Conservator, museum/gallery",Company secretary,2023-06-05,9.5
EMP09959,Immunologist,Lobbyist,2022-11-08,7.5
EMP08990,Dentist,"Lecturer, further education",2024-02-11,8.9
EMP07849,"Surveyor, minerals",Risk manager,2023-06-13,22.4
EMP08858,Trade union research officer,Contracting civil engineer,2023-02-10,15.9
EMP03155,"Surveyor, building control",Applications developer,2025-08-31,22.9
EMP00360,TEFL teacher,Engineering geologist,2021-11-20,24.3
EMP02357,Editorial assistant,Dancer,2026-02-04,13.0
EMP07260,Charity fundraiser,"Research officer, trade union",2022-12-15,16.7
EMP04199,"Journalist, newspaper","Psychologist, forensic",2026-07-09,8.1
EMP01671,Chief Executive Officer,Early years teacher,2021-08-08,10.7
EMP07969,Amenity horticulturist,Further education lecturer,2024-08-03,5.5
EMP05757,Mental health nurse,Trading standards officer,2024-01-27,8.5
EMP03269,Operational researcher,Higher education lecturer,2024-08-07,21.3
EMP07449,Commercial art gallery manager,Mining engineer,2022-08-12,19.6
EMP06046,Illustrator,"Engineer, building services",2022-07-26,21.0
EMP05360,Chartered public finance accountant,Retail manager,2025-09-12,9.0
EMP05897,Television/film/video producer,"Research officer, trade union",2025-05-22,22.2
EMP01397,Race relations officer,"Clinical scientist, histocompatibility and immunogenetics",2021-11-05,15.8
EMP07336,Clinical cytogeneticist,"Clinical scientist, histocompatibility and immunogenetics",2025-03-11,8.9
EMP02031,Insurance broker,Airline pilot,2022-01-04,5.9
EMP00217,"Engineer, production",IT consultant,2023-07-11,8.8
EMP09876,Scientific laboratory technician,Tourist information centre manager,2022-05-31,13.5
EMP04633,Banker,Leisure centre manager,2021-08-05,18.0
EMP04417,Management consultant,Public relations account executive,2022-02-13,24.0
EMP08183,Legal executive,Air traffic controller,2021-09-02,7.2
EMP00859,Tourism officer,Cabin crew,2023-09-21,17.1
EMP02315,Armed forces technical officer,Garment/textile technologist,2024-01-11,12.6
EMP03052,Research scientist (life sciences),Media planner,2022-01-28,6.7
EMP07965,"Librarian, public",Equities trader,2025-07-08,18.4
EMP02485,Tax inspector,Financial planner,2023-10-31,5.5
EMP05167,Systems developer,Aid worker,2023-05-20,20.3
EMP01643,Physiological scientist,Media buyer,2021-08-17,8.6
EMP00173,Personal assistant,Television production assistant,2022-10-29,8.9
EMP00042,"Designer, ceramics/pottery","Geologist, engineering",2023-08-14,18.2
EMP05601,"Engineer, structural",Sales executive,2026-01-28,14.8
EMP05169,Wellsite geologist,"Conservation officer, historic buildings",2022-01-15,10.2
EMP04151,Aid worker,"Education officer, environmental",2026-06-03,6.5
EMP01007,Television/film/video producer,Administrator,2023-12-22,5.1
EMP07979,"Surveyor, mining",Plant breeder/geneticist,2025-11-14,18.1
EMP01371,Human resources officer,"Psychologist, prison and probation services",2023-02-02,23.2
EMP03406,Local government officer,Therapeutic radiographer,2023-12-31,7.1
EMP04093,"Nurse, adult",Town planner,2023-07-26,23.5
EMP07251,"Physicist, medical",Chartered accountant,2022-03-08,7.2
EMP05541,Agricultural consultant,Maintenance engineer,2023-05-12,7.7
EMP00254,Restaurant manager,Cartographer,2024-02-11,17.3
EMP05057,"Surveyor, planning and development",Nature conservation officer,2025-07-24,14.3
EMP09293,"Teacher, secondary school","Geologist, engineering",2024-12-01,16.6
EMP01745,Waste management officer,"Accountant, chartered management",2021-11-01,12.9
EMP06548,Arts administrator,Academic librarian,2024-09-09,11.9
EMP08489,Sports therapist,Research scientist (medical),2022-01-22,6.8
EMP02206,Curator,Animator,2024-05-08,10.7
EMP03342,Solicitor,"Teacher, adult education",2022-03-09,12.8
EMP01173,Contractor,Freight forwarder,2026-05-04,12.7
EMP01754,Astronomer,Diplomatic Services operational officer,2025-02-23,18.5
EMP03726,Geoscientist,IT technical support officer,2025-10-26,11.5
EMP04131,"Administrator, charities/voluntary organisations","Administrator, education",2026-04-02,22.7
EMP04678,Proofreader,Advice worker,2023-04-23,14.5
EMP07769,"Designer, interior/spatial",Manufacturing engineer,2026-06-02,9.6
EMP08313,Technical author,Comptroller,2025-01-29,7.2
EMP09737,"Editor, film/video",IT sales professional,2024-10-14,8.9
EMP01118,Chartered accountant,Animal nutritionist,2022-07-26,11.8
EMP00651,Air broker,"Programme researcher, broadcasting/film/video",2024-09-07,15.1
EMP03163,"Designer, textile","Geologist, engineering",2022-10-01,16.5
EMP09585,Equality and diversity officer,Data processing manager,2022-03-24,16.5
EMP06190,"Biochemist, clinical","Psychologist, occupational",2025-09-01,12.2
EMP06876,Research scientist (maths),Architect,2025-07-02,13.4
EMP04385,"Scientist, research (medical)",Chartered management accountant,2026-06-07,8.4
EMP02557,Editorial assistant,Community pharmacist,2024-08-08,9.7
EMP04158,Radio producer,Geophysical data processor,2025-11-30,24.0
EMP09829,IT technical support officer,"Surveyor, rural practice",2022-06-11,20.6
EMP02668,Occupational therapist,"Scientist, product/process development",2022-06-10,18.8
EMP01766,"Teacher, music","Therapist, drama",2022-04-07,21.3
EMP09574,Physiotherapist,Retail merchandiser,2023-04-25,5.9
EMP06887,"Therapist, art",Logistics and distribution manager,2024-07-20,19.3
EMP06946,Consulting civil engineer,"Accountant, chartered management",2026-04-12,10.3
EMP06165,Energy engineer,Customer service manager,2025-11-25,9.2
EMP03558,IT sales professional,Museum/gallery curator,2022-08-27,19.6
EMP06032,Applications developer,Operations geologist,2023-11-14,5.8
EMP08696,"Librarian, academic",Youth worker,2024-07-01,24.7
EMP01198,Geoscientist,Aeronautical engineer,2023-09-19,5.0
EMP05440,Warehouse manager,"Merchandiser, retail",2024-06-27,16.8
EMP08341,"Administrator, sports",Firefighter,2023-04-02,24.8
EMP09185,Careers adviser,Site engineer,2025-05-25,22.9
EMP09113,Armed forces logistics/support/administrative officer,Teaching laboratory technician,2021-10-28,7.1
EMP07496,Accounting technician,"Scientist, water quality",2024-10-08,19.8
EMP01779,Careers adviser,Warden/ranger,2021-10-21,13.6
EMP09596,Restaurant manager,Accounting technician,2022-07-15,18.5
EMP00879,Geographical information systems officer,Microbiologist,2026-07-21,8.6
EMP03544,Physiological scientist,Artist,2021-08-05,15.8
EMP00730,"Journalist, magazine","Doctor, hospital",2024-05-11,15.2
EMP01433,Archivist,Dispensing optician,2023-01-30,5.9
EMP04363,"Solicitor, Scotland",Child psychotherapist,2025-04-26,14.2
EMP05565,"Restaurant manager, fast food","Scientist, audiological",2023-02-22,6.8
EMP03208,"Designer, television/film set","Copywriter, advertising",2025-07-14,10.5
EMP07592,"Therapist, nutritional",Financial risk analyst,2023-05-01,8.6
EMP00541,Theme park manager,"Secretary, company",2024-10-24,7.4
EMP03646,Acupuncturist,Theatre stage manager,2023-09-04,21.1
EMP09957,Geophysicist/field seismologist,Accommodation manager,2025-01-26,19.2
EMP03793,Commercial art gallery manager,Special educational needs teacher,2024-05-08,10.8
EMP06245,"Designer, industrial/product",IT trainer,2024-06-29,5.1
EMP04178,Art therapist,"Engineer, manufacturing systems",2025-03-24,16.6
EMP06123,Social worker,Fish farm manager,2022-09-17,15.1
EMP04091,Lexicographer,Microbiologist,2023-01-31,10.4
EMP09820,Theme park manager,Purchasing manager,2025-08-01,16.7
EMP04080,Insurance broker,"Nurse, children's",2022-01-27,16.4
EMP03662,Occupational hygienist,Sport and exercise psychologist,2026-01-20,10.6
EMP07401,IT technical support officer,Trade mark attorney,2023-10-12,24.3
EMP07520,Corporate investment banker,Translator,2026-04-23,17.7
EMP02661,Chief Marketing Officer,Further education lecturer,2022-04-03,11.5
EMP04818,Physiotherapist,Insurance risk surveyor,2022-11-23,18.6
EMP00237,Museum/gallery exhibitions officer,Applications developer,2024-06-23,14.5
EMP08066,"Engineer, electronics",Financial planner,2025-12-05,22.0
EMP03106,"Engineer, manufacturing",Production manager,2026-05-25,15.0
EMP01534,Media planner,Museum/gallery exhibitions officer,2024-04-17,16.9
EMP05656,Regulatory affairs officer,Public house manager,2021-11-06,21.0
EMP02293,"Teacher, adult education",Historic buildings inspector/conservation officer,2023-09-27,9.7
EMP07332,Network engineer,"Engineer, structural",2022-11-12,16.8
EMP07419,Translator,Plant breeder/geneticist,2025-08-01,11.1
EMP02995,"Accountant, chartered management",Financial controller,2025-10-10,23.3
EMP00969,Armed forces technical officer,Exercise physiologist,2022-07-22,21.1
EMP06654,Herpetologist,"Designer, blown glass/stained glass",2023-12-22,14.6
EMP07532,Accounting technician,Leisure centre manager,2023-04-22,14.9
EMP07277,Stage manager,"Horticulturist, amenity",2026-02-14,22.7
EMP02501,Chartered legal executive (England and Wales),Psychotherapist,2021-10-20,15.4
EMP02218,Network engineer,"Programmer, systems",2025-10-08,15.8
EMP03064,Education administrator,Equality and diversity officer,2022-04-10,10.0
EMP02183,Environmental manager,"Psychologist, counselling",2025-05-20,20.2
EMP02254,"Geneticist, molecular",Computer games developer,2023-03-19,9.5
EMP06047,Mental health nurse,Artist,2025-01-03,16.5
EMP03442,Building services engineer,Land,2022-05-16,11.4
EMP07665,Acupuncturist,Health and safety inspector,2024-08-24,13.4
EMP01560,Furniture designer,Lobbyist,2026-01-31,21.7
EMP06503,"Scientist, physiological",Control and instrumentation engineer,2026-01-10,23.8
EMP01025,Scientific laboratory technician,Musician,2022-03-02,17.5
EMP08802,Counselling psychologist,Estate agent,2025-02-15,6.0
EMP00062,Equities trader,Actuary,2023-06-01,17.9
EMP01045,Learning disability nurse,Research scientist (life sciences),2025-12-16,11.5
EMP01489,Medical sales representative,Information officer,2022-09-05,20.2
EMP01450,Television floor manager,Hotel manager,2022-09-13,9.6
EMP07073,Financial controller,Fisheries officer,2023-02-09,15.1
EMP02930,Warden/ranger,Minerals surveyor,2025-12-01,17.3
EMP07516,Risk manager,"Editor, magazine features",2022-06-20,18.7
EMP03990,Animal nutritionist,Theatre director,2024-02-02,11.2
EMP07983,"Scientist, research (life sciences)",Exhibition designer,2024-04-22,22.4
EMP00094,"Runner, broadcasting/film/video",Higher education careers adviser,2022-04-03,16.5
EMP04890,Multimedia programmer,"Surveyor, minerals",2021-09-06,17.0
EMP08590,Dispensing optician,Minerals surveyor,2023-02-03,20.5
EMP01934,Public relations officer,Associate Professor,2022-01-11,14.8
EMP05049,"Scientist, research (life sciences)",Barrister's clerk,2022-08-02,9.2
EMP02956,"Designer, industrial/product",Photographer,2023-11-12,13.7
EMP01311,Surgeon,Clinical psychologist,2026-02-04,13.3
EMP03605,Chartered public finance accountant,Air traffic controller,2022-11-18,23.6
EMP05368,Metallurgist,Chartered management accountant,2022-01-19,14.8
EMP07680,Actuary,"Psychologist, forensic",2023-06-09,18.6
EMP08417,Legal secretary,"Therapist, nutritional",2022-02-01,7.4
EMP06519,Geophysicist/field seismologist,Food technologist,2022-01-19,6.8
EMP00301,Housing manager/officer,"Development worker, international aid",2026-01-25,18.7
EMP05148,"Scientist, research (life sciences)",Theme park manager,2022-03-12,11.2
EMP02120,Chartered loss adjuster,Chief Operating Officer,2025-07-17,21.1
EMP05921,Animal technologist,Analytical chemist,2025-09-27,23.0
EMP04884,Lawyer,Air traffic controller,2022-07-06,6.9
EMP05817,Production engineer,Orthoptist,2024-12-25,21.0
EMP00478,Special effects artist,Translator,2022-04-05,5.3
EMP02408,Visual merchandiser,"Accountant, chartered certified",2023-06-11,9.2
EMP06122,Cartographer,Commercial horticulturist,2025-01-01,18.0
EMP08081,Psychiatrist,Quality manager,2025-07-29,8.3
EMP03860,Newspaper journalist,Site engineer,2022-12-15,6.1
EMP01156,"Designer, television/film set","Engineer, communications",2024-02-08,13.2
EMP07734,Haematologist,Chemical engineer,2022-10-31,5.6
EMP07688,Advice worker,Operational investment banker,2024-02-10,9.0
EMP09627,Theme park manager,Publishing rights manager,2021-11-25,23.0
EMP08756,"Civil engineer, contracting","Conservator, furniture",2024-02-08,13.4
EMP06935,"Investment banker, operational",Arts development officer,2026-07-15,7.9
EMP06746,Speech and language therapist,"Copywriter, advertising",2022-05-04,23.7
EMP01459,"Surveyor, minerals","Teacher, music",2025-10-09,13.3
EMP08491,Financial risk analyst,Farm manager,2026-03-28,7.8
EMP00497,"Therapist, music",Water engineer,2023-10-24,16.6
EMP09493,"Surveyor, rural practice",Wellsite geologist,2024-09-09,18.3
EMP07708,"Surveyor, land/geomatics",Video editor,2026-04-08,12.1
EMP04160,Chartered certified accountant,Community arts worker,2022-06-10,6.9
EMP04236,Dentist,"Teacher, primary school",2024-04-30,6.0
EMP09784,Bonds trader,Armed forces logistics/support/administrative officer,2023-08-16,24.6
EMP02295,"Restaurant manager, fast food","Engineer, materials",2023-06-25,19.7
EMP00833,Camera operator,Facilities manager,2025-11-07,23.2
EMP04968,Risk analyst,"Engineer, agricultural",2023-05-27,19.1
EMP06608,Database administrator,"Engineer, control and instrumentation",2023-10-20,6.4
EMP09567,"Editor, magazine features","Scientist, audiological",2022-05-28,24.1
EMP08598,"Programmer, multimedia",Product/process development scientist,2023-05-05,16.7
EMP00427,Physiological scientist,Theatre stage manager,2024-03-24,9.2
EMP07851,Chief Financial Officer,"Designer, multimedia",2023-07-02,24.3
EMP02963,Geoscientist,Copy,2024-12-26,16.8
EMP06384,Furniture designer,Web designer,2023-01-28,7.7
EMP09165,Health and safety inspector,Exercise physiologist,2023-06-09,23.0
EMP03214,Garment/textile technologist,Multimedia specialist,2024-11-03,19.6
EMP04889,"Scientist, biomedical","Journalist, magazine",2024-11-15,9.4
EMP09830,Civil Service administrator,Hydrographic surveyor,2023-06-28,7.1
EMP03204,Art therapist,"Nurse, mental health",2024-06-05,9.9
EMP09451,Commercial horticulturist,Trading standards officer,2026-05-03,5.7
EMP09473,Herpetologist,Technical brewer,2021-11-21,12.3
EMP08893,Interpreter,Warden/ranger,2025-05-14,6.7
EMP03548,Newspaper journalist,"Designer, jewellery",2023-02-18,17.0
EMP00093,Contracting civil engineer,Medical technical officer,2022-08-16,11.1
EMP05034,Artist,"Therapist, horticultural",2024-07-28,18.8
EMP07761,Manufacturing engineer,"Research officer, political party",2025-06-09,15.0
EMP07680,"Engineer, control and instrumentation","Psychologist, sport and exercise",2023-06-16,13.6
EMP01781,Paramedic,"Surveyor, planning and development",2022-12-08,24.3
EMP00004,Surgeon,Public librarian,2024-10-09,16.0
EMP04650,"Solicitor, Scotland","Scientist, research (life sciences)",2021-10-29,9.1
EMP05383,Pension scheme manager,"Research officer, political party",2021-08-14,9.1
EMP05271,Chiropodist,Marketing executive,2024-02-27,19.4
EMP04240,"Biochemist, clinical",Accounting technician,2024-04-06,16.4
EMP09502,Exhibition designer,Tax inspector,2023-10-08,16.5
EMP08785,"Engineer, energy","Production assistant, radio",2021-11-04,8.5
EMP09995,Research scientist (maths),Naval architect,2023-03-20,11.2
EMP06844,Fisheries officer,Passenger transport manager,2024-07-18,9.3
EMP00544,Clothing/textile technologist,"Administrator, sports",2023-10-14,20.0
EMP04915,Educational psychologist,Local government officer,2023-06-17,14.0
EMP09766,"Horticulturist, commercial",Consulting civil engineer,2023-12-30,12.2
EMP00662,Barrister's clerk,Occupational psychologist,2022-11-20,18.3
EMP06482,Training and development officer,Geophysical data processor,2025-03-03,22.7
EMP04041,"Designer, exhibition/display","Surveyor, hydrographic",2023-09-25,9.5
EMP05789,Plant breeder/geneticist,Hospital doctor,2025-08-12,8.9
EMP09088,Publishing copy,TEFL teacher,2025-03-19,10.6
EMP01432,Conference centre manager,Theme park manager,2025-01-21,5.2
EMP01355,Bonds trader,Claims inspector/assessor,2022-03-14,20.2
EMP05481,Advertising account planner,Hydrologist,2025-10-02,12.6
EMP04444,Legal secretary,Human resources officer,2023-12-04,21.6
EMP06939,Physiological scientist,Health and safety inspector,2026-05-26,14.9
EMP04651,Cartographer,"Engineer, biomedical",2024-01-15,18.8
EMP01757,Haematologist,"Lecturer, higher education",2025-04-05,13.1
EMP04724,Phytotherapist,Music therapist,2023-05-18,8.7
EMP09575,"Therapist, art",Youth worker,2021-10-26,23.7
EMP02352,"Nurse, learning disability",Arts development officer,2025-05-05,7.0
EMP04840,Medical physicist,Art therapist,2024-12-09,8.0
EMP09634,Equality and diversity officer,Professor Emeritus,2023-04-14,19.9
EMP08059,Technical author,Metallurgist,2022-12-18,8.1
EMP00913,Counsellor,Herpetologist,2022-02-19,9.7
EMP06767,"Designer, exhibition/display",Counsellor,2026-01-24,14.3
EMP09706,"Surveyor, building",Cartographer,2024-05-17,16.3
EMP03930,Politician's assistant,"Conservation officer, nature",2021-11-03,18.9
EMP01758,"Biochemist, clinical","Presenter, broadcasting",2023-05-07,19.8
EMP03941,Museum/gallery exhibitions officer,Pension scheme manager,2025-08-07,16.8
EMP00639,Firefighter,Air broker,2024-09-08,7.0
EMP08431,Soil scientist,Dance movement psychotherapist,2022-10-26,24.7
EMP01941,Environmental manager,Professor Emeritus,2023-04-22,19.9
EMP08226,Quantity surveyor,Senior tax professional/tax inspector,2023-01-11,24.5
EMP02891,"Doctor, hospital",Physiotherapist,2022-12-06,11.7
EMP07558,Warehouse manager,Geochemist,2025-08-07,8.9
EMP00884,Bonds trader,Restaurant manager,2024-08-05,21.2
EMP08369,Marketing executive,Technical brewer,2024-03-13,19.1
EMP04915,"Psychologist, prison and probation services",Regulatory affairs officer,2024-01-03,7.9
EMP07094,"Horticulturist, commercial",Physiological scientist,2025-10-12,16.5
EMP07687,Equality and diversity officer,Personnel officer,2026-02-28,5.8
EMP08656,Pathologist,Interpreter,2024-08-14,10.5
EMP09518,"Radiographer, therapeutic",Careers information officer,2022-04-23,22.3
EMP00211,"Designer, interior/spatial",Building services engineer,2026-03-30,8.9
EMP01394,"Designer, multimedia",Actuary,2022-12-16,18.4
EMP01077,"Engineer, energy","Designer, ceramics/pottery",2025-02-15,14.3
EMP03046,"Engineer, energy",Materials engineer,2022-04-07,24.8
EMP01803,Furniture designer,Artist,2023-06-01,22.9
EMP09896,Medical sales representative,Editorial assistant,2023-08-11,22.1
EMP04586,Public librarian,Equality and diversity officer,2023-04-08,14.5
EMP02870,Best boy,"Clinical scientist, histocompatibility and immunogenetics",2024-08-15,18.4
EMP09318,Personal assistant,Oceanographer,2025-01-17,14.9
EMP09246,Research scientist (physical sciences),Careers information officer,2023-01-09,24.5
EMP07541,Risk analyst,Geographical information systems officer,2025-12-27,18.1
EMP07954,Geophysicist/field seismologist,Radiation protection practitioner,2025-06-06,8.5
EMP07671,"Production assistant, television",Prison officer,2022-08-28,15.3
EMP07443,"Geologist, wellsite",Telecommunications researcher,2022-08-14,10.4
EMP02859,Equality and diversity officer,Tour manager,2023-10-25,9.2
EMP08272,"Surveyor, quantity",Retail banker,2023-08-24,8.9
EMP03183,Product manager,Visual merchandiser,2025-07-06,7.5
EMP01028,IT trainer,Theatre manager,2022-11-28,19.7
EMP00008,Arts development officer,Best boy,2025-08-01,13.6
EMP07022,"Research officer, government",Administrator,2021-08-28,7.3
EMP06658,"Scientist, audiological","Surveyor, mining",2022-08-03,12.1
EMP08089,"Scientist, physiological","Therapist, speech and language",2022-08-14,22.6
EMP03698,Commercial horticulturist,Communications engineer,2024-02-17,5.1
EMP06062,Further education lecturer,"Restaurant manager, fast food",2022-04-19,10.8
EMP05439,Land,Building services engineer,2025-09-23,9.1
EMP02440,Product/process development scientist,Location manager,2022-05-14,12.2
EMP06655,"Designer, television/film set","Civil engineer, consulting",2022-02-23,24.7
EMP06549,Personal assistant,"Engineer, civil (contracting)",2026-06-10,10.5
EMP02839,Professor Emeritus,Tourism officer,2021-12-05,23.8
EMP01587,Fitness centre manager,Publishing copy,2024-06-14,9.3
EMP03347,Professor Emeritus,Artist,2025-02-25,14.9
EMP03455,Chemical engineer,Environmental consultant,2024-08-08,21.7
EMP01776,Newspaper journalist,"Engineer, aeronautical",2025-09-08,22.5
EMP09245,Tour manager,Operations geologist,2025-12-18,23.8
EMP08032,Water engineer,Building control surveyor,2022-09-04,18.7
EMP08064,Associate Professor,"Designer, fashion/clothing",2025-02-23,10.6
EMP09179,Hydrogeologist,"Lighting technician, broadcasting/film/video",2024-06-14,23.7
EMP02038,Ship broker,Hospital pharmacist,2025-01-16,6.2
EMP01773,Pension scheme manager,Musician,2025-05-13,10.2
EMP05601,"Engineer, production",Hospital doctor,2024-08-25,11.3
EMP09195,"Engineer, electronics",Restaurant manager,2024-11-20,13.7
EMP08098,Archaeologist,Haematologist,2023-04-10,14.1
EMP02035,Advertising copywriter,"Research officer, trade union",2025-02-09,12.6
EMP05657,"Lighting technician, broadcasting/film/video",Building control surveyor,2025-08-31,17.8
EMP00864,Copy,Garment/textile technologist,2022-12-25,7.3
EMP08371,Commissioning editor,Bonds trader,2026-07-06,9.4
EMP02691,"Geneticist, molecular",Science writer,2022-09-09,7.6
EMP06416,Wellsite geologist,Technical brewer,2023-10-24,5.4
EMP07023,"Psychologist, clinical","Geologist, engineering",2023-02-22,7.5
EMP07545,Public librarian,"Librarian, public",2024-03-08,21.9
EMP02418,Youth worker,Cartographer,2024-03-02,14.2
EMP00644,Academic librarian,Merchant navy officer,2025-12-27,17.6
EMP06142,Telecommunications researcher,Careers adviser,2024-10-13,7.8
EMP01014,"Engineer, biomedical",Barrister's clerk,2025-12-12,21.3
EMP03174,Production engineer,Archivist,2022-01-30,10.6
EMP08418,Architect,"Scientist, research (life sciences)",2024-04-02,14.2
EMP07450,Forest/woodland manager,"Designer, television/film set",2026-06-02,11.9
EMP06482,Music tutor,Aid worker,2024-08-22,16.8
EMP03296,Statistician,Outdoor activities/education manager,2023-02-08,9.6
EMP06246,Music tutor,Arts administrator,2025-05-27,18.7
EMP04722,"Engineer, water","Geologist, engineering",2022-07-10,11.3
EMP06977,"Surveyor, minerals","Editor, film/video",2025-10-15,23.0
EMP08413,Dispensing optician,"Doctor, hospital",2025-08-05,12.9
EMP09831,"Psychologist, prison and probation services","Editor, commissioning",2026-06-26,8.6
EMP09619,Regulatory affairs officer,Bonds trader,2026-05-26,8.7
EMP01115,Teaching laboratory technician,Computer games developer,2024-08-25,16.8
EMP00873,Manufacturing engineer,"Scientist, research (medical)",2022-01-06,11.8
EMP05218,Health physicist,"Therapist, music",2026-07-22,11.8
EMP05237,"Nurse, children's",Contractor,2023-07-06,12.4
EMP01424,"Engineer, production","Nurse, mental health",2025-06-08,19.2
EMP06358,"Designer, television/film set",Media buyer,2022-01-03,12.0
EMP08170,Physiological scientist,Broadcast journalist,2023-03-06,5.5
EMP02864,Exercise physiologist,Tourism officer,2026-03-15,8.5
EMP06985,Energy manager,Adult guidance worker,2023-04-09,10.7
EMP04219,Call centre manager,Production engineer,2025-08-04,20.8
EMP01980,Airline pilot,Oncologist,2022-08-02,7.0
EMP08086,Interpreter,Translator,2022-06-19,24.9
EMP09287,Product designer,"Engineer, electronics",2025-07-13,5.1
EMP06141,Museum education officer,Clinical research associate,2022-03-16,21.9
EMP04147,"Engineer, maintenance",Lawyer,2024-03-25,19.0
EMP03926,"Surveyor, land/geomatics",Applications developer,2024-02-20,13.7
EMP01256,Financial planner,Community arts worker,2023-04-06,20.7
EMP03778,Biomedical scientist,Operational researcher,2022-03-07,18.9
EMP03892,Printmaker,"Designer, blown glass/stained glass",2022-06-02,14.5
EMP03267,"Investment banker, corporate","Teacher, special educational needs",2025-11-30,13.7
EMP09566,Materials engineer,Passenger transport manager,2024-02-21,24.6
EMP09849,"Civil engineer, consulting","Sales professional, IT",2025-10-12,7.6
EMP01434,"Clinical scientist, histocompatibility and immunogenetics",Professor Emeritus,2023-03-07,22.6
EMP05650,Travel agency manager,Theatre manager,2021-12-10,16.2
EMP00332,Hospital pharmacist,Illustrator,2023-10-31,19.7
EMP02909,"Psychologist, sport and exercise",Armed forces operational officer,2023-11-01,5.6
EMP01470,Hydrogeologist,Claims inspector/assessor,2023-03-16,23.7
EMP07428,"Psychologist, sport and exercise",Building control surveyor,2025-04-19,19.0
EMP01749,International aid/development worker,Music therapist,2023-03-06,20.4
EMP08589,Ceramics designer,Tourism officer,2022-07-13,8.8
EMP09932,"Engineer, land",Chief of Staff,2023-06-28,23.0
EMP00945,Tourism officer,Building surveyor,2026-04-30,22.1
EMP04485,Furniture designer,"Administrator, arts",2024-12-31,17.5
EMP02833,Retail merchandiser,Sports development officer,2025-10-20,8.9
EMP01601,Horticultural therapist,Air cabin crew,2022-05-03,21.8
EMP04525,English as a second language teacher,Retail banker,2026-03-27,13.0
EMP00027,Regulatory affairs officer,Colour technologist,2022-10-24,21.7
EMP01654,Retail manager,Professor Emeritus,2024-07-10,24.4
EMP00507,"Teacher, adult education",Translator,2025-11-28,6.6
EMP02969,Logistics and distribution manager,"Solicitor, Scotland",2022-08-30,20.5
EMP02335,Civil Service administrator,"Civil engineer, consulting",2025-02-28,16.8
EMP02098,Technical brewer,Clinical psychologist,2021-08-20,20.7
EMP06183,Engineering geologist,"Engineer, building services",2022-03-12,14.0
EMP05014,"Psychologist, clinical",Armed forces training and education officer,2026-06-29,8.0
EMP01930,Commissioning editor,"Horticulturist, amenity",2025-02-28,13.6
EMP00432,Police officer,Field trials officer,2024-07-12,18.0
EMP05161,Biomedical engineer,Community development worker,2022-08-04,23.6
EMP03595,Counselling psychologist,"Engineer, structural",2023-05-15,11.6
EMP04944,Advice worker,Medical sales representative,2023-09-14,17.3
EMP05389,Mudlogger,Purchasing manager,2024-03-01,9.8
EMP09318,Veterinary surgeon,Politician's assistant,2022-11-05,6.2
EMP00870,Office manager,Counselling psychologist,2025-04-18,22.8
EMP08171,Research scientist (maths),Maintenance engineer,2025-05-28,12.6
EMP02643,Pharmacologist,Commercial/residential surveyor,2025-08-02,23.5
EMP09799,Personal assistant,Chiropodist,2023-06-05,11.1
EMP06313,Professor Emeritus,Catering manager,2022-03-24,23.9
EMP00387,Drilling engineer,"Investment banker, operational",2024-11-03,21.8
EMP06264,International aid/development worker,"Surveyor, mining",2025-01-30,24.5
EMP02425,Secretary/administrator,Charity fundraiser,2025-02-07,7.9
EMP07138,Nutritional therapist,Telecommunications researcher,2022-09-11,21.5
EMP00157,"Librarian, academic",Operational investment banker,2024-03-23,18.2
EMP02188,Equities trader,Clothing/textile technologist,2023-03-05,8.5
EMP09548,Exhibition designer,Tourist information centre manager,2023-05-05,12.6
EMP09415,Illustrator,International aid/development worker,2023-02-10,21.4
EMP03610,Operational investment banker,Clinical research associate,2022-08-23,22.5
EMP02710,"Scientist, marine",Nutritional therapist,2023-08-03,19.9
EMP01133,IT technical support officer,Diagnostic radiographer,2026-03-22,15.3
EMP04829,Historic buildings inspector/conservation officer,Hospital doctor,2024-03-15,7.0
EMP03128,"Engineer, automotive",Public affairs consultant,2022-12-19,13.5
EMP09889,Architect,Engineering geologist,2023-02-24,6.4
EMP03186,Facilities manager,Interior and spatial designer,2025-09-09,12.4
EMP03813,"Optician, dispensing",Fish farm manager,2024-08-20,9.1
EMP05988,Automotive engineer,Orthoptist,2022-06-07,5.2
EMP05599,Nature conservation officer,"Editor, film/video",2022-03-29,10.7
EMP02844,Agricultural consultant,Medical secretary,2022-01-13,21.2
EMP02916,"Social research officer, government",Equities trader,2024-07-27,22.7
EMP05187,Public relations account executive,Financial trader,2023-05-04,10.9
EMP08776,"Engineer, drilling",Database administrator,2023-01-17,16.8
EMP07319,Local government officer,"Surveyor, minerals",2022-05-18,20.3
EMP07113,Lobbyist,Building surveyor,2024-05-02,23.1
EMP08216,Personnel officer,Dentist,2025-08-28,14.5
EMP06067,Broadcast engineer,Financial adviser,2023-02-19,13.0
EMP04550,Best boy,Press sub,2021-12-25,23.2
EMP04401,Town planner,"Secretary, company",2025-06-17,15.5
EMP07918,Radio broadcast assistant,Press photographer,2024-05-09,10.1
EMP05723,Office manager,"Copywriter, advertising",2023-07-08,14.9
EMP03509,Audiological scientist,Nature conservation officer,2025-08-06,8.6
EMP03392,Energy engineer,Science writer,2022-08-06,15.0
EMP09157,Associate Professor,Transport planner,2022-04-03,18.5
