review_id,employee_id,review_date,score,reviewer_id
PR22260,EMP09182,2026-08-03,1.4,EMP02598
PR22261,EMP02814,2026-05-19,1.1,EMP07072
PR22262,EMP06823,2024-02-17,1.6,EMP04251
PR22263,EMP01209,2025-12-08,4.8,EMP04545
PR22264,EMP02056,2024-04-30,1.7,EMP09198
PR22265,EMP07522,2025-09-24,1.5,EMP07317
PR22266,EMP06945,2025-03-03,2.8,EMP06689
PR22267,EMP09429,2026-04-04,1.9,EMP07347
PR22268,EMP05489,2024-09-02,1.6,EMP07210
PR22269,EMP04743,2024-04-08,3.0,EMP06930
PR22270,EMP02208,2024-12-21,1.6,EMP09668
PR22271,EMP01108,2024-07-01,4.2,EMP04444
PR22272,EMP06037,2026-04-18,3.4,EMP07682
PR22273,EMP06397,2024-03-20,1.8,EMP00445
PR22274,EMP06784,2025-09-24,2.8,EMP04488
PR22275,EMP02227,2024-08-12,4.9,EMP06803
PR22276,EMP09958,2024-12-29,1.5,EMP01364
PR22277,EMP01568,2025-05-04,5.0,EMP00022
PR22278,EMP00372,2026-05-26,4.7,EMP06587
PR22279,EMP09127,2025-07-21,2.8,EMP07447
PR22280,EMP02371,2025-01-01,4.5,EMP05389
PR22281,EMP07139,2025-03-12,2.3,EMP09632
PR22282,EMP01426,2026-02-19,1.8,EMP09159
PR22283,EMP00721,2024-10-07,1.7,EMP05591
PR22284,EMP09948,2025-02-13,3.5,EMP07080
PR22285,EMP07462,2024-03-31,4.2,EMP09230
PR22286,EMP01750,2024-01-10,1.6,EMP06800
PR22287,EMP08819,2023-08-30,3.8,EMP07684
PR22288,EMP08878,2026-08-03,3.6,EMP02760
PR22289,EMP05855,2025-09-26,2.1,EMP08513
PR22290,EMP05509,2023-10-16,3.9,EMP03378
PR22291,EMP04068,2025-02-04,4.7,EMP00650
PR22292,EMP04251,2026-05-22,4.6,EMP05651
PR22293,EMP05064,2024-09-28,4.0,EMP02441
PR22294,EMP03263,2024-02-18,3.8,EMP04311
PR22295,EMP01363,2026-07-30,3.0,EMP00350
PR22296,EMP02869,2025-09-08,3.9,EMP01054
PR22297,EMP06575,2025-07-28,2.9,EMP01729
PR22298,EMP01434,2023-08-31,3.6,EMP07903
PR22299,EMP06469,2024-08-28,4.4,EMP09022
PR22300,EMP00436,2025-02-21,3.1,EMP05909
PR22301,EMP02734,2026-03-18,1.9,EMP08688
PR22302,EMP08933,2025-06-08,4.8,EMP08340
PR22303,EMP05768,2025-08-19,2.3,EMP00074
PR22304,EMP01663,2025-02-22,3.3,EMP04468
PR22305,EMP01124,2024-02-06,3.7,EMP07693
PR22306,EMP02922,2025-03-24,1.5,EMP06054
PR22307,EMP08277,2023-10-01,1.1,EMP05247
PR22308,EMP02825,2023-10-23,1.8,EMP07090
PR22309,EMP07136,2024-09-05,2.1,EMP06014
PR22310,EMP06949,2026-06-12,1.5,EMP00109
PR22311,EMP01372,2025-01-08,3.6,EMP00003
PR22312,EMP02426,2026-01-29,3.1,EMP04700
PR22313,EMP07441,2024-12-24,4.6,EMP04719
PR22314,EMP02096,2024-04-29,3.1,EMP04166
PR22315,EMP02909,2025-07-30,2.1,EMP08496
PR22316,EMP09790,2024-02-07,2.9,EMP09520
PR22317,EMP07211,2023-10-13,4.3,EMP04917
PR22318,EMP08874,2025-01-24,3.5,EMP04213
PR22319,EMP05352,2023-08-06,3.1,EMP07884
PR22320,EMP01416,2026-05-09,3.6,EMP07261
PR22321,EMP03393,2023-10-23,3.7,EMP09353
PR22322,EMP03129,2024-03-15,2.4,EMP01711
PR22323,EMP06961,2025-06-06,3.2,EMP09211
PR22324,EMP02816,2026-06-16,3.4,EMP04294
PR22325,EMP07521,2025-01-03,4.3,EMP04932
PR22326,EMP07672,2026-01-07,1.2,EMP05735
PR22327,EMP05719,2024-09-21,2.0,EMP00613
PR22328,EMP08370,2026-01-23,2.7,EMP02908
PR22329,EMP03442,2024-05-19,2.1,EMP00598
PR22330,EMP07539,2025-03-27,2.3,EMP07160
PR22331,EMP06921,2025-08-15,3.4,EMP01384
PR22332,EMP04562,2025-09-11,4.7,EMP06375
PR22333,EMP00284,2026-05-04,2.0,EMP09830
PR22334,EMP07682,2025-06-09,1.1,EMP01390
PR22335,EMP05557,2024-04-15,3.7,EMP09870
PR22336,EMP01812,2026-04-13,3.8,EMP07784
PR22337,EMP07114,2025-03-24,4.9,EMP06794
PR22338,EMP02221,2026-01-26,2.4,EMP03879
PR22339,EMP09131,2025-05-07,1.6,EMP06003
PR22340,EMP04401,2025-10-28,4.8,EMP00373
PR22341,EMP03749,2024-04-24,1.4,EMP09168
PR22342,EMP07592,2025-05-22,2.9,EMP00743
PR22343,EMP08800,2026-01-24,3.5,EMP01266
PR22344,EMP07825,2026-02-15,2.8,EMP04085
PR22345,EMP02173,2025-08-14,1.5,EMP05521
PR22346,EMP06344,2025-04-22,1.5,EMP08311
PR22347,EMP08586,2025-04-06,2.5,EMP02254
PR22348,EMP09790,2025-10-25,4.2,EMP03052
PR22349,EMP09590,2024-08-26,1.7,EMP07054
PR22350,EMP07515,2024-11-10,4.5,EMP05820
PR22351,EMP02674,2026-07-30,3.6,EMP00577
PR22352,EMP05585,2025-01-31,4.0,EMP00577
PR22353,EMP09960,2025-01-03,2.6,EMP02620
PR22354,EMP06901,2026-04-16,3.0,EMP07789
PR22355,EMP03398,2025-01-29,4.1,EMP03830
PR22356,EMP03388,2026-05-25,3.3,EMP08982
PR22357,EMP03996,2025-06-22,2.3,EMP04381
PR22358,EMP07996,2026-01-10,4.1,EMP00658
PR22359,EMP07142,2024-07-25,1.8,EMP01949
PR22360,EMP04724,2025-01-12,2.4,EMP02281
PR22361,EMP07471,2025-09-25,3.6,EMP06729
PR22362,EMP03229,2026-05-01,3.4,EMP05693
PR22363,EMP08187,2025-02-12,3.4,EMP06680
PR22364,EMP06390,2024-03-13,2.1,EMP04088
PR22365,EMP01724,2023-11-04,4.2,EMP07434
PR22366,EMP09949,2024-07-25,2.0,EMP00384
PR22367,EMP03760,2025-02-05,5.0,EMP00022
PR22368,EMP04756,2025-01-28,2.3,EMP02277
PR22369,EMP01190,2026-01-23,2.8,EMP04505
PR22370,EMP08486,2024-05-03,4.3,EMP08912
PR22371,EMP02371,2024-11-30,1.7,EMP08321
PR22372,EMP06433,2025-12-22,3.2,EMP08845
PR22373,EMP02095,2026-04-01,1.4,EMP01174
PR22374,EMP08800,2023-09-02,2.6,EMP00154
PR22375,EMP08698,2024-05-27,4.3,EMP01006
PR22376,EMP09253,2024-10-17,4.8,EMP03269
PR22377,EMP05695,2023-09-19,1.0,EMP06446
PR22378,EMP06131,2023-10-17,2.0,EMP01478
PR22379,EMP07557,2025-08-26,3.2,EMP07437
PR22380,EMP04323,2024-09-26,3.3,EMP03511
PR22381,EMP01465,2024-10-15,2.3,EMP08342
PR22382,EMP03666,2023-10-07,3.4,EMP01484
PR22383,EMP01931,2023-09-04,2.4,EMP07367
PR22384,EMP03644,2026-05-29,5.0,EMP01665
PR22385,EMP04645,2023-10-07,4.3,EMP04376
PR22386,EMP04278,2025-05-15,1.0,EMP00056
PR22387,EMP07862,2025-09-18,2.5,EMP02864
PR22388,EMP00741,2024-05-11,2.3,EMP04315
PR22389,EMP02351,2025-12-14,1.2,EMP03937
PR22390,EMP06337,2025-03-15,4.2,EMP09161
PR22391,EMP05426,2024-12-11,2.3,EMP05708
PR22392,EMP02861,2024-10-14,3.4,EMP04676
PR22393,EMP01044,2025-09-05,3.6,EMP02039
PR22394,EMP03774,2026-03-15,3.7,EMP07321
PR22395,EMP01105,2023-08-23,1.3,EMP03842
PR22396,EMP04353,2026-01-07,1.2,EMP08997
PR22397,EMP01625,2025-02-09,1.3,EMP08852
PR22398,EMP09275,2025-04-13,1.9,EMP06665
PR22399,EMP01964,2024-11-12,3.5,EMP08643
PR22400,EMP06273,2026-01-01,2.8,EMP05099
PR22401,EMP09141,2024-08-13,4.4,EMP03321
PR22402,EMP04315,2026-07-21,4.9,EMP09006
PR22403,EMP04640,2024-02-02,4.5,EMP09227
PR22404,EMP04439,2026-02-04,5.0,EMP05187
PR22405,EMP04296,2023-08-31,4.8,EMP01905
PR22406,EMP07909,2024-11-27,1.9,EMP05195
PR22407,EMP08242,2024-11-21,1.0,EMP04237
PR22408,EMP01439,2026-01-15,3.3,EMP07330
PR22409,EMP01278,2024-11-11,4.9,EMP01656
PR22410,EMP09517,2026-04-02,1.1,EMP02366
PR22411,EMP09283,2023-10-01,4.7,EMP06328
PR22412,EMP00854,2025-01-19,2.1,EMP03554
PR22413,EMP09035,2025-03-01,1.7,EMP03546
PR22414,EMP00166,2023-10-14,2.9,EMP09394
PR22415,EMP04865,2023-09-28,2.7,EMP07682
PR22416,EMP05749,2023-11-10,1.9,EMP04361
PR22417,EMP03817,2023-10-03,1.2,EMP00802
PR22418,EMP09616,2024-05-24,4.3,EMP01412
PR22419,EMP00102,2026-04-07,4.8,EMP08506
PR22420,EMP02317,2026-04-15,1.8,EMP01492
PR22421,EMP06154,2024-10-16,3.6,EMP00525
PR22422,EMP03386,2026-07-16,2.2,EMP04239
PR22423,EMP06901,2024-07-15,4.6,EMP08783
PR22424,EMP07405,2026-02-17,1.3,EMP04954
PR22425,EMP08799,2026-05-17,4.8,EMP06827
PR22426,EMP09484,2024-07-24,1.7,EMP02885
PR22427,EMP05922,2023-11-21,4.0,EMP05670
PR22428,EMP00189,2024-11-22,5.0,EMP02751
PR22429,EMP04479,2024-01-28,1.9,EMP09213
PR22430,EMP01042,2024-12-06,1.1,EMP08424
PR22431,EMP09542,2026-01-25,2.8,EMP09653
PR22432,EMP08571,2025-10-09,2.1,EMP03613
PR22433,EMP06355,2024-01-12,3.9,EMP00585
PR22434,EMP02465,2023-09-26,4.0,EMP06979
PR22435,EMP06988,2026-07-15,2.0,EMP02571
PR22436,EMP01073,2026-06-13,4.5,EMP00878
PR22437,EMP00050,2024-11-05,4.6,EMP04499
PR22438,EMP09663,2024-02-13,4.2,EMP09350
PR22439,EMP04558,2024-06-08,1.3,EMP00260
PR22440,EMP08906,2024-11-09,3.0,EMP05628
PR22441,EMP09520,2024-09-06,4.2,EMP04092
PR22442,EMP09662,2025-07-17,4.6,EMP00870
PR22443,EMP09415,2024-09-09,4.7,EMP07211
PR22444,EMP07654,2025-03-29,2.2,EMP00373
PR22445,EMP07896,2026-04-22,4.6,EMP01731
PR22446,EMP01806,2025-10-31,1.2,EMP08307
PR22447,EMP02808,2024-06-08,3.0,EMP05731
PR22448,EMP04099,2024-05-26,3.7,EMP05574
PR22449,EMP05943,2024-04-13,2.3,EMP02808
PR22450,EMP00037,2026-03-24,1.5,EMP09109
PR22451,EMP06575,2025-10-31,1.7,EMP02535
PR22452,EMP02277,2025-12-13,1.2,EMP02534
PR22453,EMP07817,2025-06-18,1.7,EMP02336
PR22454,EMP08127,2025-08-26,2.9,EMP06301
PR22455,EMP09649,2025-05-26,2.5,EMP06310
PR22456,EMP01667,2024-12-27,4.6,EMP02688
PR22457,EMP01722,2024-09-24,4.3,EMP03207
PR22458,EMP03198,2024-02-19,1.3,EMP07210
PR22459,EMP07611,2025-09-04,2.3,EMP03058
PR22460,EMP09381,2025-11-17,1.9,EMP00534
PR22461,EMP04160,2025-03-05,2.9,EMP01560
PR22462,EMP08107,2025-03-04,4.8,EMP02014
PR22463,EMP05318,2026-07-24,4.3,EMP06436
PR22464,EMP04938,2024-02-15,1.1,EMP00618
PR22465,EMP09759,2026-05-11,4.7,EMP07188
PR22466,EMP03411,2024-08-02,1.2,EMP05217
PR22467,EMP02395,2026-05-21,3.8,EMP07892
PR22468,EMP02164,2024-07-29,1.7,EMP07474
PR22469,EMP09667,2024-11-23,2.6,EMP00532
PR22470,EMP07252,2024-05-05,1.2,EMP01849
PR22471,EMP01300,2024-05-28,3.3,EMP08743
PR22472,EMP07764,2025-11-16,1.7,EMP01618
PR22473,EMP07820,2026-05-20,1.2,EMP01428
PR22474,EMP02335,2024-12-28,2.2,EMP02536
PR22475,EMP03466,2026-04-04,4.7,EMP08678
PR22476,EMP03683,2024-06-22,1.7,EMP02062
PR22477,EMP02407,2026-08-03,2.7,EMP01652
PR22478,EMP06030,2023-12-23,4.1,EMP08725
PR22479,EMP00273,2023-12-12,2.8,EMP09591
PR22480,EMP05205,2024-10-13,4.9,EMP01984
PR22481,EMP09664,2026-04-23,1.7,EMP00071
PR22482,EMP03715,2023-11-11,1.5,EMP02770
PR22483,EMP00111,2023-11-08,3.3,EMP03874
PR22484,EMP00266,2023-08-22,1.5,EMP08206
PR22485,EMP07908,2025-04-09,3.7,EMP02135
PR22486,EMP03177,2024-07-01,2.8,EMP08191
PR22487,EMP03490,2025-11-22,1.7,EMP07357
PR22488,EMP01215,2024-04-06,2.5,EMP01534
PR22489,EMP06014,2025-12-24,2.8,EMP00388
PR22490,EMP05527,2023-12-12,4.9,EMP09367
PR22491,EMP05590,2025-11-15,2.4,EMP01673
PR22492,EMP02446,2023-11-10,4.0,EMP09102
PR22493,EMP06249,2026-02-21,3.3,EMP02028
PR22494,EMP08885,2024-08-12,2.0,EMP05772
PR22495,EMP05364,2025-04-13,3.9,EMP08330
PR22496,EMP05549,2024-06-10,4.4,EMP04970
PR22497,EMP01015,2026-06-22,1.6,EMP05071
PR22498,EMP06026,2025-01-24,3.5,EMP06870
PR22499,EMP06255,2025-11-23,3.5,EMP06256
PR22500,EMP03765,2025-03-29,1.1,EMP06648
PR22501,EMP03286,2024-01-16,4.6,EMP06398
PR22502,EMP05864,2024-04-24,3.0,EMP05214
PR22503,EMP04132,2026-05-05,1.9,EMP06430
PR22504,EMP05893,2026-04-22,3.3,EMP09214
PR22505,EMP08098,2025-03-28,2.7,EMP03020
PR22506,EMP02055,2025-05-19,3.6,EMP06162
PR22507,EMP01117,2025-11-23,1.4,EMP05793
PR22508,EMP07366,2023-12-09,3.1,EMP01009
PR22509,EMP05365,2025-04-09,4.5,EMP08521
PR22510,EMP01947,2025-08-02,1.3,EMP03548
PR22511,EMP03678,2025-10-08,1.4,EMP00092
PR22512,EMP04834,2023-08-24,4.8,EMP02366
PR22513,EMP09299,2024-10-06,1.2,EMP08899
PR22514,EMP01056,2024-10-29,2.8,EMP09020
PR22515,EMP08925,2025-05-13,4.0,EMP01829
PR22516,EMP09774,2024-07-05,4.7,EMP06376
PR22517,EMP07176,2024-12-01,2.9,EMP05348
PR22518,EMP06231,2023-10-05,3.0,EMP04526
PR22519,EMP00068,2025-07-11,2.3,EMP09374
PR22520,EMP01060,2023-12-15,4.4,EMP08121
PR22521,EMP06299,2024-10-09,3.2,EMP05190
PR22522,EMP08231,2023-12-14,4.7,EMP02035
PR22523,EMP02182,2023-08-18,4.7,EMP06195
PR22524,EMP08836,2023-11-18,1.7,EMP04265
PR22525,EMP05694,2024-10-15,4.1,EMP01474
PR22526,EMP02943,2026-03-06,4.4,EMP09315
PR22527,EMP08247,2025-08-24,4.2,EMP05096
PR22528,EMP06433,2024-10-22,2.7,EMP06600
PR22529,EMP05367,2025-12-06,5.0,EMP02226
PR22530,EMP06254,2026-01-12,4.9,EMP03382
PR22531,EMP08773,2023-11-10,2.7,EMP08277
PR22532,EMP00405,2025-04-21,3.4,EMP07535
PR22533,EMP02090,2026-03-20,4.5,EMP06212
PR22534,EMP03497,2025-07-18,1.4,EMP03566
PR22535,EMP04532,2025-04-13,1.7,EMP06290
PR22536,EMP01670,2023-11-06,1.7,EMP00924
PR22537,EMP07331,2026-06-11,1.9,EMP05975
PR22538,EMP08221,2025-02-06,1.6,EMP01232
PR22539,EMP02975,2024-08-20,4.3,EMP05194
PR22540,EMP09156,2026-05-30,1.3,EMP07247
PR22541,EMP00396,2025-02-01,1.0,EMP09332
PR22542,EMP09734,2024-08-01,2.2,EMP02397
PR22543,EMP07553,2026-02-15,3.5,EMP03193
PR22544,EMP03390,2026-05-21,4.2,EMP08384
PR22545,EMP02840,2023-08-10,2.1,EMP06267
PR22546,EMP03185,2026-02-14,3.9,EMP06965
PR22547,EMP05401,2023-09-05,2.9,EMP07142
PR22548,EMP07301,2026-05-15,3.0,EMP06130
PR22549,EMP07230,2025-12-12,2.5,EMP07832
PR22550,EMP02985,2025-03-29,2.8,EMP04566
PR22551,EMP06614,2026-06-20,3.2,EMP01379
PR22552,EMP03900,2023-12-15,4.1,EMP09520
PR22553,EMP04690,2025-05-28,2.0,EMP06252
PR22554,EMP05239,2025-05-30,3.9,EMP09109
PR22555,EMP09614,2025-12-29,1.9,EMP00444
PR22556,EMP03890,2024-06-28,4.4,EMP00857
PR22557,EMP00190,2024-05-23,2.8,EMP03321
PR22558,EMP04936,2024-10-27,4.3,EMP08503
PR22559,EMP00012,2026-02-04,4.6,EMP00410
PR22560,EMP08459,2025-10-27,1.0,EMP00823
PR22561,EMP07886,2025-10-04,1.9,EMP03440
PR22562,EMP00832,2024-09-16,2.5,EMP00642
PR22563,EMP05179,2024-08-15,2.3,EMP00969
PR22564,EMP04743,2025-04-16,1.9,EMP09513
PR22565,EMP01215,2025-10-31,4.6,EMP07854
PR22566,EMP00913,2025-11-12,1.3,EMP04931
PR22567,EMP04083,2025-08-25,4.4,EMP04295
PR22568,EMP01172,2025-02-04,4.6,EMP07345
PR22569,EMP00991,2025-03-26,1.2,EMP04508
PR22570,EMP00128,2026-04-27,4.5,EMP07979
PR22571,EMP02442,2024-08-17,3.2,EMP08043
PR22572,EMP04314,2025-04-02,3.1,EMP08149
PR22573,EMP09277,2026-03-23,3.4,EMP09223
PR22574,EMP01836,2025-07-15,4.6,EMP04759
PR22575,EMP05454,2026-06-30,2.0,EMP06722
PR22576,EMP08043,2025-05-10,1.4,EMP05958
PR22577,EMP04373,2024-10-01,1.4,EMP01380
PR22578,EMP09521,2026-01-05,2.1,EMP04148
PR22579,EMP03684,2024-08-11,2.0,EMP04917
PR22580,EMP04988,2026-03-07,4.6,EMP00826
PR22581,EMP04314,2026-02-24,1.6,EMP03628
PR22582,EMP09010,2026-01-15,4.8,EMP05227
PR22583,EMP07528,2025-03-14,1.6,EMP07593
PR22584,EMP09140,2026-01-15,1.6,EMP08308
PR22585,EMP04021,2025-08-03,1.3,EMP03756
PR22586,EMP09018,2025-12-13,4.3,EMP06855
PR22587,EMP02877,2025-09-20,4.5,EMP02841
PR22588,EMP02794,2024-03-29,1.9,EMP09756
PR22589,EMP03244,2023-12-16,3.0,EMP03401
PR22590,EMP08886,2026-07-15,1.4,EMP09782
PR22591,EMP07639,2024-10-10,4.4,EMP07209
PR22592,EMP05822,2024-08-16,2.0,EMP01620
PR22593,EMP08326,2026-02-16,4.9,EMP00090
PR22594,EMP03167,2024-02-07,3.8,EMP02097
PR22595,EMP01156,2023-08-29,3.6,EMP00842
PR22596,EMP07199,2024-06-21,3.4,EMP03376
PR22597,EMP02246,2025-10-05,1.0,EMP06191
PR22598,EMP05610,2026-03-15,2.5,EMP03916
PR22599,EMP09887,2023-10-03,2.1,EMP01657
PR22600,EMP05936,2023-08-11,4.8,EMP08049
PR22601,EMP03854,2025-02-27,3.8,EMP04406
PR22602,EMP08062,2024-10-05,1.1,EMP03929
PR22603,EMP05674,2024-11-28,2.1,EMP03964
PR22604,EMP05942,2025-08-23,1.3,EMP02696
PR22605,EMP04493,2024-03-27,1.8,EMP03237
PR22606,EMP03935,2023-11-03,1.9,EMP00116
PR22607,EMP05433,2026-05-20,2.6,EMP03170
PR22608,EMP04618,2024-08-03,2.4,EMP09389
PR22609,EMP05280,2025-08-17,4.9,EMP07582
PR22610,EMP07139,2024-09-27,3.5,EMP02049
PR22611,EMP02607,2026-01-15,3.3,EMP00865
PR22612,EMP07019,2026-05-14,3.7,EMP02998
PR22613,EMP04402,2025-09-03,4.8,EMP01001
PR22614,EMP03799,2024-08-29,2.8,EMP01976
PR22615,EMP02797,2024-03-03,4.0,EMP00903
PR22616,EMP03362,2024-04-04,1.5,EMP08558
PR22617,EMP06601,2026-04-06,2.8,EMP06688
PR22618,EMP04826,2024-04-12,3.1,EMP00720
PR22619,EMP00636,2024-05-20,4.0,EMP05639
PR22620,EMP01573,2025-11-11,3.7,EMP00073
PR22621,EMP03182,2026-01-15,5.0,EMP04431
PR22622,EMP08441,2024-04-26,3.1,EMP04605
PR22623,EMP03185,2026-03-17,3.2,EMP09848
PR22624,EMP04428,2026-01-12,4.0,EMP05652
PR22625,EMP05794,2023-08-30,1.6,EMP01242
PR22626,EMP08150,2024-12-07,1.9,EMP04020
PR22627,EMP05001,2025-10-07,2.0,EMP09673
PR22628,EMP04800,2024-04-21,1.2,EMP04759
PR22629,EMP01268,2025-12-18,1.5,EMP02208
PR22630,EMP08423,2024-10-01,4.5,EMP05373
PR22631,EMP03089,2024-04-29,2.5,EMP07451
PR22632,EMP07827,2026-05-13,4.9,EMP09770
PR22633,EMP03651,2025-12-08,2.1,EMP04045
PR22634,EMP05082,2024-08-20,3.0,EMP04343
PR22635,EMP07989,2026-03-24,3.6,EMP06002
PR22636,EMP08193,2023-10-13,4.1,EMP05102
PR22637,EMP00765,2024-06-18,5.0,EMP02670
PR22638,EMP04232,2024-08-25,1.7,EMP03369
PR22639,EMP08450,2024-11-10,3.4,EMP06520
PR22640,EMP01277,2025-05-15,2.7,EMP05830
PR22641,EMP08845,2025-05-28,1.5,EMP07440
PR22642,EMP02459,2024-03-30,4.3,EMP02060
PR22643,EMP09007,2024-07-25,2.4,EMP09139
PR22644,EMP09306,2025-11-06,4.8,EMP05050
PR22645,EMP02909,2025-07-21,4.2,EMP02385
PR22646,EMP05892,2024-02-18,1.5,EMP06803
PR22647,EMP06838,2026-02-13,2.3,EMP02244
PR22648,EMP02513,2023-12-05,1.1,EMP02252
PR22649,EMP04952,2023-09-21,3.7,EMP06627
PR22650,EMP04895,2025-03-03,4.8,EMP02129
PR22651,EMP05159,2023-10-09,2.4,EMP08866
PR22652,EMP04104,2023-10-29,3.4,EMP06955
PR22653,EMP02632,2024-06-27,3.7,EMP08288
PR22654,EMP06328,2025-11-13,1.9,EMP07269
PR22655,EMP00269,2024-03-11,3.7,EMP04856
PR22656,EMP01245,2025-07-20,2.0,EMP02647
PR22657,EMP00918,2025-08-13,3.9,EMP05517
PR22658,EMP04248,2026-07-14,1.3,EMP04135
PR22659,EMP02598,2025-04-09,1.9,EMP06211
PR22660,EMP01539,2024-07-22,1.7,EMP09451
PR22661,EMP04491,2024-02-07,1.9,EMP08256
PR22662,EMP00453,2026-07-06,2.3,EMP02919
PR22663,EMP05102,2024-05-22,2.5,EMP09339
PR22664,EMP08297,2024-07-29,3.5,EMP00087
PR22665,EMP04395,2025-08-12,2.2,EMP08823
PR22666,EMP02652,2024-11-05,1.5,EMP01598
PR22667,EMP05609,2026-03-27,3.7,EMP06466
PR22668,EMP08942,2024-12-25,4.3,EMP02042
PR22669,EMP09281,2025-03-17,2.6,EMP01691
PR22670,EMP01912,2026-03-09,3.1,EMP08836
PR22671,EMP03128,2025-12-08,2.8,EMP09106
PR22672,EMP06221,2025-04-26,4.9,EMP01497
PR22673,EMP01700,2026-03-23,4.0,EMP09452
PR22674,EMP02879,2025-06-30,2.6,EMP01066
PR22675,EMP00010,2024-04-28,3.5,EMP06423
PR22676,EMP04994,2023-09-21,1.8,EMP05668
PR22677,EMP09622,2023-10-10,1.0,EMP04624
PR22678,EMP00570,2025-06-05,3.9,EMP00256
PR22679,EMP03440,2023-09-24,1.8,EMP08603
PR22680,EMP04251,2025-03-05,1.2,EMP00721
PR22681,EMP08413,2023-11-26,1.8,EMP04619
PR22682,EMP00644,2026-04-21,1.6,EMP05222
PR22683,EMP06905,2025-07-31,2.4,EMP02523
PR22684,EMP09284,2024-03-21,1.6,EMP05123
PR22685,EMP06711,2025-07-31,1.1,EMP08612
PR22686,EMP03040,2025-11-19,3.1,EMP03229
PR22687,EMP00670,2026-04-19,1.4,EMP08669
PR22688,EMP08571,2026-06-05,1.6,EMP06419
PR22689,EMP09695,2023-08-27,2.6,EMP00808
PR22690,EMP09884,2024-09-15,3.9,EMP04037
PR22691,EMP01096,2024-04-07,3.5,EMP02261
PR22692,EMP09514,2026-03-07,3.9,EMP02290
PR22693,EMP02770,2024-05-08,2.7,EMP02147
PR22694,EMP09089,2024-07-19,4.8,EMP04368
PR22695,EMP02876,2025-03-01,1.4,EMP09751
PR22696,EMP05430,2023-11-11,2.3,EMP00657
PR22697,EMP06348,2026-07-29,1.3,EMP06730
PR22698,EMP03908,2024-10-24,2.7,EMP09284
PR22699,EMP07494,2024-10-28,2.8,EMP05150
PR22700,EMP06601,2024-07-24,1.9,EMP09323
PR22701,EMP07848,2024-10-19,1.3,EMP01223
PR22702,EMP02855,2024-07-17,4.5,EMP03180
PR22703,EMP09759,2025-10-21,3.5,EMP04936
PR22704,EMP02521,2024-03-25,3.6,EMP07447
PR22705,EMP03636,2025-07-26,1.1,EMP07901
PR22706,EMP02072,2023-08-12,1.3,EMP00480
PR22707,EMP03522,2025-08-16,4.5,EMP06521
PR22708,EMP02915,2025-05-13,4.7,EMP01470
PR22709,EMP04140,2023-11-03,3.0,EMP04112
PR22710,EMP04708,2024-09-28,3.8,EMP06229
PR22711,EMP00380,2025-10-25,2.8,EMP01123
PR22712,EMP07831,2024-06-27,4.6,EMP09166
PR22713,EMP08950,2025-05-19,1.8,EMP06724
PR22714,EMP01514,2024-05-13,3.0,EMP02117
PR22715,EMP08281,2024-08-06,3.9,EMP08852
PR22716,EMP04145,2023-10-10,1.8,EMP02428
PR22717,EMP03187,2026-07-07,4.3,EMP02470
PR22718,EMP05218,2026-01-04,3.2,EMP02910
PR22719,EMP05690,2025-08-10,1.9,EMP04981
PR22720,EMP03571,2024-06-29,1.8,EMP04197
PR22721,EMP04836,2026-02-15,2.9,EMP05273
PR22722,EMP04656,2025-06-19,4.4,EMP09974
PR22723,EMP05061,2025-10-10,4.8,EMP08841
PR22724,EMP04096,2025-03-02,4.5,EMP05951
PR22725,EMP07608,2024-10-20,4.9,EMP02251
PR22726,EMP03832,2024-05-31,1.8,EMP05313
PR22727,EMP07414,2024-04-20,4.6,EMP03344
PR22728,EMP02564,2025-04-28,1.1,EMP04191
PR22729,EMP05028,2026-03-07,1.7,EMP03326
PR22730,EMP06051,2026-07-04,2.7,EMP00584
PR22731,EMP06821,2023-09-01,2.4,EMP00387
PR22732,EMP04664,2024-03-02,4.9,EMP08904
PR22733,EMP08887,2024-08-31,3.4,EMP07565
PR22734,EMP09720,2025-02-22,4.8,EMP03297
PR22735,EMP02893,2026-03-03,3.3,EMP00068
PR22736,EMP00855,2023-12-08,2.6,EMP01049
PR22737,EMP07742,2023-11-13,5.0,EMP01988
PR22738,EMP03576,2024-12-09,3.2,EMP00330
PR22739,EMP08536,2023-08-06,3.9,EMP07172
PR22740,EMP08997,2024-06-04,2.7,EMP04709
PR22741,EMP05962,2026-04-06,1.8,EMP03370
PR22742,EMP09424,2024-08-26,2.0,EMP04006
PR22743,EMP05026,2025-01-21,2.3,EMP05434
PR22744,EMP05176,2025-01-13,4.3,EMP09505
PR22745,EMP00929,2024-09-26,3.4,EMP07422
PR22746,EMP00529,2025-09-09,1.8,EMP01838
PR22747,EMP02239,2025-11-11,4.5,EMP06461
PR22748,EMP00500,2024-02-11,2.6,EMP00328
PR22749,EMP04953,2025-12-20,1.9,EMP05172
PR22750,EMP06209,2025-11-24,3.3,EMP00741
PR22751,EMP07086,2024-04-17,3.2,EMP02665
PR22752,EMP00300,2026-05-19,2.2,EMP06646
PR22753,EMP09139,2025-01-19,4.4,EMP01340
PR22754,EMP00925,2025-06-02,2.0,EMP09433
PR22755,EMP06600,2024-03-24,2.2,EMP06422
PR22756,EMP05497,2025-02-07,1.9,EMP07409
PR22757,EMP00828,2024-10-21,3.4,EMP02312
PR22758,EMP03952,2023-10-05,3.1,EMP00013
