project_id,skill_id,required_proficiency
PRJ3712,SK0285,2
PRJ2002,SK0029,3
PRJ1899,SK0207,2
PRJ3053,SK0079,2
PRJ2488,SK0011,2
PRJ2646,SK0075,4
PRJ3330,SK0052,2
PRJ2132,SK0237,3
PRJ3128,SK0141,2
PRJ4488,SK0237,2
PRJ3487,SK0270,2
PRJ4926,SK0113,3
PRJ4052,SK0040,2
PRJ1152,SK0091,4
PRJ1198,SK0028,3
PRJ0655,SK0233,4
PRJ4378,SK0073,4
PRJ0065,SK0016,3
PRJ3622,SK0188,3
PRJ0958,SK0288,4
PRJ0632,SK0072,3
PRJ1729,SK0270,3
PRJ0543,SK0154,2
PRJ2104,SK0228,2
PRJ3071,SK0136,2
PRJ3758,SK0104,4
PRJ1800,SK0243,2
PRJ1452,SK0235,4
PRJ1275,SK0217,2
PRJ1030,SK0218,3
PRJ1634,SK0120,4
PRJ4376,SK0189,3
PRJ0520,SK0261,2
PRJ4059,SK0177,4
PRJ2397,SK0155,3
PRJ3006,SK0037,4
PRJ1547,SK0022,2
PRJ0168,SK0063,4
PRJ4904,SK0219,4
PRJ3399,SK0211,2
PRJ4104,SK0283,3
PRJ3169,SK0031,2
PRJ0511,SK0199,4
PRJ2884,SK0189,3
PRJ0789,SK0108,3
PRJ0391,SK0290,2
PRJ2712,SK0261,3
PRJ2142,SK0022,4
PRJ2275,SK0149,4
PRJ1992,SK0017,4
PRJ0197,SK0296,2
PRJ0699,SK0200,2
PRJ2928,SK0058,4
PRJ2282,SK0142,2
PRJ4528,SK0280,3
PRJ1756,SK0296,2
PRJ0570,SK0082,3
PRJ2041,SK0046,4
PRJ1819,SK0298,3
PRJ0391,SK0020,4
PRJ1735,SK0110,3
PRJ4416,SK0292,4
PRJ1685,SK0013,4
PRJ4534,SK0051,4
PRJ0530,SK0208,2
PRJ4547,SK0012,3
PRJ1987,SK0124,2
PRJ4181,SK0183,3
PRJ0540,SK0108,3
PRJ1099,SK0181,4
PRJ4982,SK0125,3
PRJ3008,SK0251,2
PRJ1045,SK0004,2
PRJ3879,SK0243,2
PRJ0261,SK0295,2
PRJ0946,SK0038,4
PRJ0412,SK0044,2
PRJ3598,SK0165,4
PRJ0547,SK0280,3
PRJ1744,SK0073,4
PRJ2602,SK0195,3
PRJ3025,SK0093,3
PRJ0134,SK0037,2
PRJ1741,SK0261,3
PRJ0005,SK0015,3
PRJ3561,SK0272,3
PRJ1380,SK0123,3
PRJ4424,SK0266,2
PRJ3677,SK0235,2
PRJ0839,SK0180,2
PRJ3397,SK0163,4
PRJ1288,SK0047,4
PRJ2943,SK0200,3
PRJ0703,SK0118,2
PRJ3955,SK0113,3
PRJ2138,SK0009,2
PRJ0896,SK0221,4
PRJ3822,SK0185,4
PRJ4519,SK0183,3
PRJ3401,SK0222,4
PRJ4409,SK0265,2
PRJ4092,SK0207,2
PRJ1917,SK0247,2
PRJ2540,SK0012,3
PRJ1618,SK0088,2
PRJ3474,SK0003,4
PRJ4807,SK0042,4
PRJ2104,SK0234,2
PRJ1061,SK0133,2
PRJ3366,SK0260,4
PRJ1314,SK0012,2
PRJ0811,SK0280,4
PRJ1198,SK0051,2
PRJ2640,SK0254,4
PRJ1849,SK0098,2
PRJ0907,SK0295,3
PRJ3671,SK0055,4
PRJ1432,SK0202,2
PRJ3026,SK0135,2
PRJ2094,SK0278,2
PRJ2590,SK0162,3
PRJ0806,SK0214,3
PRJ1899,SK0052,4
PRJ3574,SK0111,4
PRJ0808,SK0168,3
PRJ3651,SK0258,3
PRJ2803,SK0278,3
PRJ3111,SK0032,4
PRJ0741,SK0153,2
PRJ1151,SK0015,2
PRJ1506,SK0068,2
PRJ4715,SK0121,3
PRJ0804,SK0168,2
PRJ3666,SK0065,2
PRJ3271,SK0089,4
PRJ1406,SK0248,2
PRJ1969,SK0227,2
PRJ4769,SK0129,3
PRJ4792,SK0095,4
PRJ1973,SK0029,3
PRJ1477,SK0017,2
PRJ3726,SK0065,3
PRJ4586,SK0239,4
PRJ4199,SK0200,3
PRJ4789,SK0219,4
PRJ2081,SK0010,4
PRJ2245,SK0300,2
PRJ1277,SK0005,3
PRJ2752,SK0163,3
PRJ1161,SK0158,2
PRJ1671,SK0083,2
PRJ4795,SK0146,2
PRJ0971,SK0227,4
PRJ0624,SK0249,2
PRJ0282,SK0015,2
PRJ1163,SK0061,3
PRJ1772,SK0072,4
PRJ1860,SK0108,4
PRJ4719,SK0222,4
PRJ0439,SK0112,2
PRJ4009,SK0084,2
PRJ0603,SK0090,3
PRJ2221,SK0235,2
PRJ3117,SK0167,3
PRJ4261,SK0165,3
PRJ2329,SK0184,3
PRJ4758,SK0023,3
PRJ3511,SK0153,3
PRJ2995,SK0289,4
PRJ2452,SK0024,2
PRJ2050,SK0123,2
PRJ4009,SK0174,4
PRJ3923,SK0031,2
PRJ2753,SK0246,4
PRJ4745,SK0212,2
PRJ1304,SK0258,4
PRJ3315,SK0220,4
PRJ2836,SK0026,3
PRJ4345,SK0043,4
PRJ4969,SK0194,3
PRJ1295,SK0041,2
PRJ1919,SK0023,3
PRJ3192,SK0018,3
PRJ0214,SK0040,4
PRJ0812,SK0008,2
PRJ3930,SK0235,4
PRJ3550,SK0089,3
PRJ0180,SK0134,3
PRJ0001,SK0164,4
PRJ0931,SK0219,4
PRJ0666,SK0056,3
PRJ2776,SK0086,2
PRJ2152,SK0058,3
PRJ2518,SK0232,3
PRJ2971,SK0282,2
PRJ3368,SK0108,2
PRJ2905,SK0153,4
PRJ4317,SK0143,2
PRJ4810,SK0027,3
PRJ2463,SK0254,3
PRJ3957,SK0206,3
PRJ1671,SK0168,2
PRJ3768,SK0286,2
PRJ0059,SK0072,4
PRJ2684,SK0245,4
PRJ1527,SK0289,4
PRJ4299,SK0253,3
PRJ4495,SK0118,3
PRJ1885,SK0211,2
PRJ2859,SK0116,4
PRJ3237,SK0188,4
PRJ0152,SK0099,4
PRJ0320,SK0077,4
PRJ1422,SK0048,4
PRJ0829,SK0073,3
PRJ3702,SK0088,3
PRJ0949,SK0122,2
PRJ0349,SK0271,2
PRJ3088,SK0139,2
PRJ4404,SK0016,4
PRJ4032,SK0263,2
PRJ0253,SK0005,2
PRJ3981,SK0251,3
PRJ2953,SK0145,4
PRJ3092,SK0291,3
PRJ4629,SK0263,2
PRJ3876,SK0142,2
PRJ2874,SK0203,2
PRJ4586,SK0247,3
PRJ1753,SK0209,3
PRJ1105,SK0183,4
PRJ0959,SK0255,2
PRJ2470,SK0277,2
PRJ4124,SK0277,2
PRJ2179,SK0020,3
PRJ4292,SK0251,3
PRJ1349,SK0009,4
PRJ4755,SK0155,3
PRJ4814,SK0134,2
PRJ0230,SK0277,2
PRJ2835,SK0269,2
PRJ0669,SK0084,2
PRJ0107,SK0201,3
PRJ4230,SK0169,3
PRJ1498,SK0020,4
PRJ0078,SK0262,4
PRJ4144,SK0171,3
PRJ2299,SK0162,2
PRJ2558,SK0142,4
PRJ2426,SK0102,2
PRJ2775,SK0132,4
PRJ0509,SK0235,4
PRJ1196,SK0206,2
PRJ4344,SK0184,4
PRJ3964,SK0103,3
PRJ1552,SK0197,3
PRJ0439,SK0060,3
PRJ0888,SK0071,2
PRJ1929,SK0126,3
PRJ3959,SK0170,2
PRJ0423,SK0122,2
PRJ2594,SK0198,4
PRJ0554,SK0270,4
PRJ3203,SK0162,2
PRJ3695,SK0013,4
PRJ3912,SK0122,3
PRJ1092,SK0024,4
PRJ2722,SK0284,2
PRJ1976,SK0114,2
PRJ3715,SK0198,3
PRJ4824,SK0203,3
PRJ4759,SK0200,3
PRJ1842,SK0288,2
PRJ3215,SK0121,2
PRJ3437,SK0211,3
PRJ1387,SK0226,4
PRJ0787,SK0289,4
PRJ3579,SK0195,4
PRJ0790,SK0171,2
PRJ3448,SK0066,3
PRJ1667,SK0054,4
PRJ4993,SK0175,3
PRJ3226,SK0153,2
PRJ0797,SK0285,3
PRJ1926,SK0113,4
PRJ1167,SK0270,2
PRJ0505,SK0246,3
PRJ1294,SK0101,4
PRJ3189,SK0209,2
PRJ1270,SK0074,2
PRJ1048,SK0193,2
PRJ2736,SK0105,3
PRJ2000,SK0037,2
PRJ2324,SK0270,2
PRJ3571,SK0153,2
PRJ2617,SK0276,4
PRJ2669,SK0238,4
PRJ4942,SK0115,3
PRJ4083,SK0134,3
PRJ2219,SK0129,3
PRJ2199,SK0099,3
PRJ4174,SK0185,3
PRJ3357,SK0241,4
PRJ0713,SK0095,2
PRJ2290,SK0237,3
PRJ0010,SK0116,3
PRJ1179,SK0230,3
PRJ2154,SK0165,3
PRJ3070,SK0026,4
PRJ4897,SK0162,2
PRJ3214,SK0189,2
PRJ4403,SK0100,2
PRJ0418,SK0263,4
PRJ0384,SK0013,4
PRJ0860,SK0110,3
PRJ2195,SK0004,4
PRJ2797,SK0205,3
PRJ1517,SK0218,2
PRJ4767,SK0019,2
PRJ2582,SK0057,2
PRJ3075,SK0066,4
PRJ1423,SK0166,4
PRJ0065,SK0006,3
PRJ0323,SK0086,4
PRJ1464,SK0077,3
PRJ2574,SK0239,3
PRJ4508,SK0286,4
PRJ2625,SK0232,3
PRJ4048,SK0142,4
PRJ1687,SK0102,3
PRJ2478,SK0223,3
PRJ0351,SK0026,3
PRJ0257,SK0251,2
PRJ4346,SK0251,3
PRJ3036,SK0054,2
PRJ4651,SK0098,2
PRJ0727,SK0269,4
PRJ2633,SK0255,3
PRJ4240,SK0110,2
PRJ0458,SK0074,4
PRJ2504,SK0143,3
PRJ4033,SK0102,3
PRJ2949,SK0027,3
PRJ4196,SK0251,4
PRJ3886,SK0098,3
PRJ2509,SK0166,4
PRJ1211,SK0034,4
PRJ4926,SK0160,4
PRJ0064,SK0246,4
PRJ3801,SK0150,2
PRJ4909,SK0180,2
PRJ3228,SK0116,4
PRJ0254,SK0260,3
PRJ0666,SK0005,4
PRJ0725,SK0247,3
PRJ4691,SK0034,3
PRJ2550,SK0090,4
PRJ2111,SK0042,2
PRJ4050,SK0153,3
PRJ1427,SK0290,2
PRJ3610,SK0192,3
PRJ0623,SK0102,2
PRJ2338,SK0006,4
PRJ3361,SK0158,4
PRJ2763,SK0082,2
PRJ0905,SK0084,3
PRJ0317,SK0245,2
PRJ0779,SK0185,3
PRJ1597,SK0210,3
PRJ3846,SK0008,4
PRJ3412,SK0081,4
PRJ4848,SK0163,4
PRJ4421,SK0227,4
PRJ2448,SK0119,2
PRJ3772,SK0038,4
PRJ0706,SK0204,4
PRJ4299,SK0261,3
PRJ4768,SK0288,4
PRJ2510,SK0213,2
PRJ4320,SK0091,2
PRJ3586,SK0220,3
PRJ1244,SK0048,3
PRJ4237,SK0169,4
PRJ2745,SK0182,3
PRJ3639,SK0086,3
PRJ2937,SK0091,4
PRJ0626,SK0269,2
PRJ0153,SK0029,4
PRJ3612,SK0192,2
PRJ0640,SK0158,4
PRJ1250,SK0260,2
PRJ3540,SK0179,3
PRJ0232,SK0228,3
PRJ0199,SK0093,3
PRJ2419,SK0211,2
PRJ2992,SK0183,4
PRJ3285,SK0103,4
PRJ4840,SK0048,2
PRJ2518,SK0250,3
PRJ3856,SK0160,2
PRJ1535,SK0169,3
PRJ3743,SK0274,4
PRJ0483,SK0218,4
PRJ4173,SK0259,3
PRJ2915,SK0066,2
PRJ0305,SK0087,3
PRJ2917,SK0190,4
PRJ1565,SK0064,4
PRJ4128,SK0017,4
PRJ2344,SK0247,4
PRJ1465,SK0127,2
PRJ3917,SK0214,2
PRJ2486,SK0294,4
PRJ2633,SK0183,4
PRJ2083,SK0026,2
PRJ0520,SK0035,3
PRJ1311,SK0203,4
PRJ2122,SK0239,4
PRJ1844,SK0228,4
PRJ1962,SK0274,3
PRJ4437,SK0030,2
PRJ3472,SK0037,2
PRJ3986,SK0021,4
PRJ5000,SK0131,4
PRJ3935,SK0185,4
PRJ4338,SK0242,2
PRJ4619,SK0165,4
PRJ1521,SK0050,2
PRJ3485,SK0233,3
PRJ1944,SK0060,2
PRJ4618,SK0087,4
PRJ3733,SK0164,2
PRJ1621,SK0141,4
PRJ2233,SK0036,3
PRJ1990,SK0154,4
PRJ4544,SK0288,2
PRJ3729,SK0036,4
PRJ1843,SK0292,3
PRJ4457,SK0189,2
PRJ0712,SK0280,3
PRJ2738,SK0218,2
PRJ0329,SK0246,3
PRJ1669,SK0091,3
PRJ4814,SK0267,2
PRJ0986,SK0295,2
PRJ1474,SK0296,4
PRJ0506,SK0090,3
PRJ4951,SK0172,4
PRJ0173,SK0171,2
PRJ3016,SK0001,3
PRJ3848,SK0126,3
PRJ0319,SK0099,4
PRJ4703,SK0043,4
PRJ4000,SK0156,3
PRJ0639,SK0129,4
PRJ4808,SK0292,4
PRJ4708,SK0125,3
PRJ0808,SK0072,3
PRJ4519,SK0034,3
PRJ0796,SK0006,3
PRJ3310,SK0042,2
PRJ0843,SK0161,2
PRJ1030,SK0286,2
PRJ1559,SK0157,4
PRJ3530,SK0038,2
PRJ4462,SK0198,3
PRJ4126,SK0253,2
PRJ0504,SK0214,4
PRJ1265,SK0162,2
PRJ4726,SK0166,4
PRJ4681,SK0214,4
PRJ0883,SK0108,3
PRJ2335,SK0063,2
PRJ3076,SK0057,4
PRJ3790,SK0161,2
PRJ1298,SK0160,4
PRJ2773,SK0020,3
PRJ3798,SK0109,3
PRJ0339,SK0167,3
PRJ3816,SK0024,4
PRJ2981,SK0282,2
PRJ4326,SK0114,3
PRJ2616,SK0202,3
PRJ1644,SK0145,2
PRJ4548,SK0048,3
PRJ4427,SK0150,2
PRJ2774,SK0081,2
PRJ1844,SK0109,2
PRJ4350,SK0254,2
PRJ4152,SK0156,4
PRJ3451,SK0011,3
PRJ4553,SK0182,4
PRJ3744,SK0269,2
PRJ3971,SK0233,4
PRJ0927,SK0265,2
PRJ0963,SK0220,4
PRJ2676,SK0130,3
PRJ2029,SK0045,2
PRJ3929,SK0071,3
PRJ4834,SK0278,3
PRJ4084,SK0024,4
PRJ1946,SK0233,4
PRJ4154,SK0058,3
PRJ2883,SK0227,4
PRJ0249,SK0208,3
PRJ4484,SK0087,2
PRJ4602,SK0221,4
PRJ3760,SK0181,2
PRJ1100,SK0041,4
PRJ2880,SK0043,4
PRJ4503,SK0277,4
PRJ4867,SK0025,2
PRJ3065,SK0097,4
PRJ1901,SK0299,3
PRJ0672,SK0165,2
PRJ1173,SK0045,3
PRJ0214,SK0208,2
PRJ3000,SK0056,2
PRJ3950,SK0007,4
PRJ2715,SK0217,2
PRJ3473,SK0105,3
PRJ1743,SK0246,4
PRJ3876,SK0124,4
PRJ1931,SK0026,3
PRJ3731,SK0240,2
PRJ1726,SK0152,3
PRJ1617,SK0002,3
PRJ4325,SK0130,4
PRJ1855,SK0216,2
PRJ4352,SK0045,4
PRJ4256,SK0199,2
PRJ2542,SK0058,2
PRJ2098,SK0086,3
PRJ0220,SK0114,4
PRJ2910,SK0242,4
PRJ0611,SK0022,3
PRJ3669,SK0270,3
PRJ2131,SK0135,2
PRJ2227,SK0098,3
PRJ2206,SK0038,4
PRJ1241,SK0187,3
PRJ1216,SK0107,3
PRJ0513,SK0102,2
PRJ3072,SK0032,4
PRJ3628,SK0235,2
PRJ3284,SK0093,2
PRJ1990,SK0253,2
PRJ3259,SK0298,3
PRJ2182,SK0206,4
PRJ0856,SK0214,4
PRJ1158,SK0086,3
PRJ3191,SK0241,4
PRJ4571,SK0269,4
PRJ4918,SK0223,2
PRJ4500,SK0094,2
PRJ0568,SK0170,3
PRJ0017,SK0267,4
PRJ0633,SK0019,2
PRJ4740,SK0219,2
PRJ4492,SK0273,4
PRJ2938,SK0046,4
PRJ2809,SK0019,3
PRJ1604,SK0065,3
PRJ2082,SK0183,4
PRJ4995,SK0221,2
PRJ1407,SK0245,4
PRJ1170,SK0171,3
PRJ2668,SK0144,4
PRJ3182,SK0089,4
PRJ0633,SK0061,3
PRJ1432,SK0155,3
PRJ0675,SK0275,3
PRJ4382,SK0181,2
PRJ4112,SK0213,3
PRJ1538,SK0272,4
PRJ0150,SK0125,4
PRJ2699,SK0067,3
PRJ0638,SK0038,4
PRJ0884,SK0076,4
PRJ1869,SK0251,4
PRJ0354,SK0156,2
PRJ1130,SK0017,4
PRJ1751,SK0180,2
PRJ2789,SK0024,4
PRJ2815,SK0131,3
PRJ2035,SK0205,2
PRJ1263,SK0096,4
PRJ1491,SK0223,3
PRJ4884,SK0095,4
PRJ4292,SK0076,3
PRJ1355,SK0293,4
PRJ1405,SK0180,3
PRJ2469,SK0047,4
PRJ3514,SK0198,2
PRJ0038,SK0252,3
PRJ3165,SK0223,2
PRJ3589,SK0067,3
PRJ2879,SK0300,4
PRJ0907,SK0034,2
PRJ1694,SK0099,2
PRJ2033,SK0169,3
PRJ1026,SK0273,4
PRJ2813,SK0001,2
PRJ1927,SK0010,2
PRJ2300,SK0105,3
PRJ2376,SK0046,3
PRJ2620,SK0192,4
PRJ2130,SK0035,4
PRJ1144,SK0174,3
PRJ3490,SK0041,3
PRJ1988,SK0271,2
PRJ0110,SK0239,3
PRJ4490,SK0018,4
PRJ3686,SK0048,2
PRJ3345,SK0055,3
PRJ4514,SK0242,3
PRJ1793,SK0008,3
PRJ3657,SK0027,4
PRJ1455,SK0085,4
PRJ1111,SK0047,2
PRJ2430,SK0262,2
PRJ3335,SK0216,2
PRJ0775,SK0219,3
PRJ1561,SK0208,3
PRJ3350,SK0008,3
PRJ0306,SK0092,4
PRJ3277,SK0252,2
PRJ1626,SK0184,3
PRJ1309,SK0074,4
PRJ2755,SK0183,4
PRJ1105,SK0009,3
PRJ4237,SK0044,4
PRJ0616,SK0262,4
PRJ3915,SK0053,2
PRJ1941,SK0205,2
PRJ1356,SK0101,4
PRJ4065,SK0274,4
PRJ3193,SK0106,2
PRJ2116,SK0255,4
PRJ0059,SK0231,3
PRJ1015,SK0156,2
PRJ1055,SK0229,3
PRJ3341,SK0205,3
PRJ1401,SK0204,3
PRJ3128,SK0150,4
PRJ4101,SK0207,3
PRJ0400,SK0162,4
PRJ0046,SK0284,3
PRJ3661,SK0169,4
PRJ3222,SK0109,2
PRJ3884,SK0234,3
PRJ2911,SK0215,4
PRJ2635,SK0260,2
PRJ1320,SK0147,3
PRJ1245,SK0028,3
PRJ4918,SK0021,4
PRJ2953,SK0066,4
PRJ3246,SK0256,3
PRJ4076,SK0228,2
PRJ0799,SK0256,2
PRJ3265,SK0254,3
PRJ3955,SK0133,3
PRJ0187,SK0101,4
PRJ2610,SK0002,4
PRJ3409,SK0132,4
PRJ3545,SK0040,3
PRJ0390,SK0109,4
PRJ2730,SK0269,3
PRJ1976,SK0128,2
PRJ3898,SK0260,4
PRJ2485,SK0182,2
PRJ4528,SK0106,2
PRJ1429,SK0183,4
PRJ3902,SK0174,3
PRJ4747,SK0072,4
PRJ0871,SK0201,3
PRJ3048,SK0138,2
PRJ3593,SK0130,3
PRJ4778,SK0278,4
PRJ2201,SK0186,3
PRJ2540,SK0092,3
PRJ1735,SK0193,3
PRJ0397,SK0072,3
PRJ0725,SK0271,2
PRJ4411,SK0255,2
PRJ1377,SK0136,3
PRJ3708,SK0154,3
PRJ3796,SK0272,3
PRJ0469,SK0086,2
PRJ1805,SK0256,3
PRJ4884,SK0136,4
PRJ3380,SK0217,2
PRJ4723,SK0163,2
PRJ2299,SK0055,3
PRJ3799,SK0081,3
PRJ3727,SK0096,4
PRJ4843,SK0074,3
PRJ4721,SK0040,2
PRJ3019,SK0115,2
PRJ1380,SK0227,2
PRJ4537,SK0018,2
PRJ0809,SK0252,3
PRJ3833,SK0086,2
PRJ0485,SK0132,2
PRJ4986,SK0185,3
PRJ1980,SK0111,4
PRJ2843,SK0206,3
PRJ2170,SK0116,3
PRJ0918,SK0290,3
PRJ1707,SK0199,3
PRJ3791,SK0267,4
PRJ1139,SK0139,2
PRJ3584,SK0233,2
PRJ4596,SK0017,2
PRJ3595,SK0299,2
PRJ4788,SK0131,4
PRJ1538,SK0292,2
PRJ3342,SK0259,3
PRJ3807,SK0250,4
PRJ3630,SK0287,3
PRJ1561,SK0239,2
PRJ0296,SK0268,4
PRJ0844,SK0144,4
PRJ0047,SK0172,2
PRJ0130,SK0146,3
PRJ4643,SK0208,4
PRJ4881,SK0181,2
PRJ2803,SK0152,3
PRJ3628,SK0019,2
PRJ3386,SK0217,4
PRJ4766,SK0098,2
PRJ0717,SK0114,3
PRJ2730,SK0011,2
PRJ3612,SK0008,4
PRJ2165,SK0124,2
PRJ2027,SK0237,4
PRJ4040,SK0195,3
PRJ2642,SK0062,3
PRJ2957,SK0252,2
PRJ1329,SK0225,4
PRJ4267,SK0284,2
PRJ3393,SK0061,3
PRJ2959,SK0207,2
PRJ0548,SK0230,4
PRJ0947,SK0201,2
PRJ1421,SK0055,2
PRJ0147,SK0266,3
PRJ4402,SK0299,2
PRJ0512,SK0096,2
PRJ4774,SK0297,4
PRJ4305,SK0053,2
PRJ1614,SK0168,3
PRJ4045,SK0034,2
PRJ4039,SK0114,3
PRJ0784,SK0240,2
PRJ1870,SK0300,3
PRJ2761,SK0231,4
PRJ4298,SK0127,4
PRJ4134,SK0086,2
PRJ4066,SK0161,4
PRJ1511,SK0075,2
PRJ1610,SK0281,2
PRJ4540,SK0217,4
PRJ0011,SK0144,3
PRJ1163,SK0169,2
PRJ0032,SK0065,2
PRJ4815,SK0283,3
PRJ4658,SK0097,4
PRJ1539,SK0181,3
PRJ0665,SK0059,4
PRJ0936,SK0287,2
PRJ1641,SK0255,4
PRJ4385,SK0258,3
PRJ3641,SK0285,3
PRJ2409,SK0168,2
PRJ3427,SK0292,2
PRJ2372,SK0019,3
PRJ3826,SK0161,3
PRJ1833,SK0026,4
PRJ3490,SK0156,4
PRJ4354,SK0051,2
PRJ1236,SK0052,2
PRJ2138,SK0248,2
PRJ2913,SK0002,3
PRJ4457,SK0108,2
PRJ2711,SK0146,2
PRJ2012,SK0016,3
PRJ1737,SK0215,2
PRJ2582,SK0084,3
PRJ4673,SK0073,2
PRJ1664,SK0245,3
PRJ4051,SK0236,3
PRJ2717,SK0031,4
PRJ0714,SK0144,3
PRJ4806,SK0058,4
PRJ3180,SK0236,4
PRJ3390,SK0245,4
PRJ2442,SK0110,4
PRJ0203,SK0018,2
PRJ1211,SK0253,2
PRJ2634,SK0030,4
PRJ4274,SK0220,2
PRJ1116,SK0278,2
PRJ4748,SK0030,3
PRJ2650,SK0215,3
PRJ2743,SK0146,2
PRJ0044,SK0154,3
PRJ0311,SK0059,4
PRJ2715,SK0292,4
PRJ4727,SK0288,3
PRJ1031,SK0015,3
PRJ1210,SK0145,3
PRJ1374,SK0023,3
PRJ4139,SK0116,2
PRJ3763,SK0047,4
PRJ0717,SK0295,2
PRJ0300,SK0240,2
PRJ2865,SK0212,4
PRJ3380,SK0003,3
PRJ2356,SK0119,3
PRJ2312,SK0265,4
PRJ2007,SK0202,2
PRJ4352,SK0012,3
PRJ3588,SK0186,4
PRJ1021,SK0127,4
PRJ1011,SK0212,3
PRJ4145,SK0206,2
PRJ4311,SK0221,2
PRJ0169,SK0107,2
PRJ3114,SK0060,4
PRJ2946,SK0287,4
PRJ2007,SK0027,4
PRJ1781,SK0034,4
PRJ4463,SK0175,3
PRJ4066,SK0133,3
PRJ0839,SK0296,4
PRJ4984,SK0124,2
PRJ0774,SK0132,2
PRJ1667,SK0092,3
PRJ1314,SK0053,4
PRJ3727,SK0228,4
PRJ0436,SK0019,2
PRJ2739,SK0250,3
PRJ2972,SK0036,3
PRJ1986,SK0016,4
PRJ0384,SK0129,3
PRJ4781,SK0106,2
PRJ3358,SK0112,2
PRJ1100,SK0059,2
PRJ0209,SK0093,2
PRJ1402,SK0029,3
PRJ2177,SK0131,4
PRJ2801,SK0004,3
PRJ3426,SK0244,2
PRJ0879,SK0206,2
PRJ2067,SK0049,3
PRJ4593,SK0051,3
PRJ2212,SK0063,2
PRJ0520,SK0038,2
PRJ1402,SK0047,2
PRJ0109,SK0036,2
PRJ2520,SK0204,3
PRJ1176,SK0244,2
PRJ4715,SK0039,3
PRJ2611,SK0051,4
PRJ2791,SK0222,4
PRJ0876,SK0293,3
PRJ4777,SK0137,2
PRJ2659,SK0066,2
PRJ0499,SK0144,4
PRJ1712,SK0191,4
PRJ0104,SK0080,4
PRJ4367,SK0283,2
PRJ2284,SK0261,4
PRJ3586,SK0275,2
PRJ3952,SK0024,3
PRJ0026,SK0106,4
PRJ4255,SK0015,2
PRJ2360,SK0272,2
PRJ3510,SK0036,3
PRJ1265,SK0210,2
PRJ1067,SK0037,3
PRJ2804,SK0140,2
PRJ4713,SK0100,2
PRJ4264,SK0275,3
PRJ0362,SK0169,4
PRJ4168,SK0116,3
PRJ4224,SK0248,4
PRJ2206,SK0180,4
PRJ3122,SK0159,3
PRJ0818,SK0028,3
PRJ4013,SK0129,3
PRJ0205,SK0197,3
PRJ0099,SK0147,3
PRJ1042,SK0033,3
PRJ3073,SK0106,4
PRJ0734,SK0196,4
PRJ3085,SK0133,4
PRJ3060,SK0128,2
PRJ3618,SK0015,4
PRJ2467,SK0036,3
PRJ0353,SK0281,3
PRJ1341,SK0131,2
PRJ4639,SK0257,3
PRJ4449,SK0087,3
PRJ1528,SK0137,3
PRJ3138,SK0247,4
PRJ1414,SK0204,3
PRJ0994,SK0039,2
PRJ4722,SK0079,3
PRJ0549,SK0183,3
PRJ2934,SK0154,3
PRJ2524,SK0012,3
PRJ4962,SK0125,2
PRJ3469,SK0174,2
PRJ3920,SK0060,3
PRJ4547,SK0183,2
PRJ2919,SK0271,3
PRJ1860,SK0153,2
PRJ3299,SK0050,2
PRJ1618,SK0002,4
PRJ3617,SK0038,2
PRJ0168,SK0243,3
PRJ3820,SK0086,3
PRJ3879,SK0216,3
PRJ2570,SK0016,4
PRJ3751,SK0064,4
PRJ0337,SK0289,4
PRJ1837,SK0279,3
PRJ4496,SK0077,2
PRJ2561,SK0279,2
PRJ1098,SK0033,4
PRJ1410,SK0089,3
PRJ4910,SK0120,4
PRJ0779,SK0074,2
PRJ0911,SK0196,2
PRJ4547,SK0063,2
PRJ4459,SK0054,4
PRJ2422,SK0209,4
PRJ0642,SK0059,4
PRJ1659,SK0170,2
PRJ2024,SK0046,3
PRJ2431,SK0029,3
PRJ0941,SK0106,3
PRJ4113,SK0251,3
PRJ0436,SK0030,3
PRJ3680,SK0067,2
PRJ0052,SK0112,4
PRJ3742,SK0051,3
PRJ1027,SK0065,4
PRJ4644,SK0107,3
PRJ3003,SK0015,3
PRJ3498,SK0006,3
PRJ0759,SK0168,4
PRJ0016,SK0075,4
PRJ1980,SK0069,4
PRJ2661,SK0166,4
PRJ2762,SK0203,3
PRJ0596,SK0248,4
PRJ3927,SK0233,3
PRJ4622,SK0014,4
PRJ1411,SK0012,2
PRJ2340,SK0222,3
PRJ1722,SK0125,3
PRJ3875,SK0276,2
PRJ4673,SK0272,2
PRJ1905,SK0178,3
PRJ2587,SK0186,3
PRJ3961,SK0077,2
PRJ4340,SK0079,4
PRJ0650,SK0097,3
PRJ4146,SK0201,3
PRJ4147,SK0074,3
PRJ3496,SK0200,2
PRJ1028,SK0244,3
PRJ0659,SK0012,4
PRJ3341,SK0102,2
PRJ0266,SK0013,2
PRJ2993,SK0116,2
PRJ3132,SK0251,2
PRJ2972,SK0190,4
PRJ2210,SK0231,4
PRJ0302,SK0211,3
PRJ1869,SK0166,2
PRJ2902,SK0102,4
PRJ4911,SK0024,4
PRJ2716,SK0086,4
PRJ2654,SK0026,2
PRJ4375,SK0132,4
PRJ2093,SK0219,4
PRJ0868,SK0039,4
PRJ3720,SK0283,3
PRJ1645,SK0285,4
PRJ3176,SK0161,2
PRJ3538,SK0032,4
PRJ2090,SK0052,4
PRJ3351,SK0089,3
PRJ4867,SK0173,4
