job_title,date,open_positions,average_market_salary
"Engineer, civil (contracting)",2026-07-13,3116,129246.38
Industrial buyer,2026-04-10,1808,75210.81
Facilities manager,2025-12-05,2626,65798.27
"Nurse, adult",2025-01-24,1815,141472.31
"Surveyor, minerals",2026-06-14,3971,118681.01
Secretary/administrator,2024-10-02,4789,70985.03
"Editor, magazine features",2024-12-17,1642,141784.35
Careers adviser,2026-03-02,16,104860.08
Personnel officer,2025-10-18,1571,188503.44
Commercial art gallery manager,2025-09-12,357,192132.86
Retail buyer,2025-03-14,301,103851.77
Market researcher,2025-01-13,3895,70603.56
Set designer,2026-04-13,634,167831.57
"Programmer, multimedia",2024-09-08,1280,196835.12
Chief Strategy Officer,2025-06-27,1540,91932.52
"Pharmacist, community",2026-02-10,1663,97648.72
"Exhibitions officer, museum/gallery",2026-05-29,1366,180858.72
Primary school teacher,2025-02-17,1597,128488.38
Administrator,2025-03-31,2496,130917.96
Advertising account planner,2026-04-10,2521,93690.66
"Doctor, hospital",2025-07-23,4939,119969.74
"Surveyor, planning and development",2024-09-01,529,116986.51
Occupational psychologist,2025-07-28,1013,163640.98
Quality manager,2025-04-30,4712,138908.75
Sports development officer,2025-03-10,518,172702.64
Chief Executive Officer,2025-01-23,3244,80051.55
Community arts worker,2026-02-24,4293,162970.23
Communications engineer,2025-02-10,4114,129139.14
Chief Executive Officer,2025-11-29,3962,136127.83
Information officer,2026-07-19,2790,196982.71
Technical author,2025-02-06,1976,133471.32
Ambulance person,2024-12-11,4852,67934.93
"Scientist, physiological",2025-06-08,431,193587.24
Insurance broker,2025-10-16,697,98378.88
Pharmacologist,2026-02-25,2702,71784.34
"Therapist, horticultural",2024-12-12,613,174578.11
Government social research officer,2025-08-07,217,194058.25
Youth worker,2026-03-08,1124,73170.82
Senior tax professional/tax inspector,2026-06-03,2015,84735.1
Multimedia programmer,2026-04-29,2211,182052.39
Estate agent,2024-11-12,97,62296.67
Government social research officer,2025-03-30,161,187982.67
"Administrator, education",2025-05-06,133,77878.28
Leisure centre manager,2025-11-06,2106,150425.21
Therapeutic radiographer,2025-04-04,181,119020.56
Careers information officer,2025-09-14,4892,56737.54
"Scientist, research (maths)",2025-04-12,971,124439.5
Industrial buyer,2026-04-07,1610,153995.23
Corporate treasurer,2024-09-09,1160,125924.35
Merchant navy officer,2026-03-26,601,98773.09
Marketing executive,2026-03-01,4544,187321.05
Advertising account planner,2025-04-21,1574,141600.37
"Scientist, water quality",2025-12-15,4743,104408.29
Licensed conveyancer,2024-09-20,2063,52694.38
Physiological scientist,2026-04-04,4760,72705.12
Accommodation manager,2024-10-31,995,192563.31
Cabin crew,2026-01-17,2864,106551.61
"Programmer, applications",2025-01-07,4093,87487.9
Prison officer,2026-01-09,3281,83238.27
Administrator,2026-02-03,2361,108600.76
Health and safety adviser,2026-07-31,2581,66013.29
Psychiatric nurse,2025-05-17,1463,102099.79
"Loss adjuster, chartered",2024-09-14,2309,100624.46
"Surveyor, land/geomatics",2026-07-05,393,154143.75
Primary school teacher,2026-02-17,2496,74647.91
Associate Professor,2026-07-01,170,106466.4
Drilling engineer,2025-04-19,412,144681.85
Land,2025-03-27,3791,173530.43
Ranger/warden,2024-08-28,2618,68506.32
Marketing executive,2025-04-13,1191,141351.69
Public librarian,2025-08-11,216,166492.38
Seismic interpreter,2026-01-22,3407,179066.62
Community education officer,2025-04-03,1911,192560.97
Teaching laboratory technician,2025-08-25,1420,178871.97
"Doctor, hospital",2025-09-09,373,67057.09
"Teacher, secondary school",2024-10-12,851,177495.05
Pensions consultant,2025-05-01,3244,172607.91
Chief Marketing Officer,2025-06-29,1174,72656.16
"Exhibitions officer, museum/gallery",2026-06-03,2192,129616.74
Farm manager,2026-01-07,3832,160941.66
Fish farm manager,2024-08-24,2979,97079.62
Ranger/warden,2026-08-01,2584,171336.45
Magazine features editor,2025-01-11,4966,111364.72
"Librarian, academic",2025-04-10,2831,54739.98
Corporate treasurer,2026-01-07,1921,172854.47
Archaeologist,2025-08-27,2774,53253.23
"Designer, exhibition/display",2025-06-05,3307,172288.99
Psychotherapist,2025-10-22,1214,197743.86
"Merchandiser, retail",2025-12-20,2872,180550.0
Associate Professor,2025-02-14,3051,75297.41
"Research officer, trade union",2024-12-19,4618,86547.79
Press sub,2025-12-26,111,80595.38
"Engineer, structural",2025-06-21,303,167155.68
Waste management officer,2026-03-28,2215,120757.23
Jewellery designer,2025-03-12,3958,145125.89
"Education officer, community",2025-10-23,3437,141525.44
Retail banker,2026-04-03,3915,71282.56
Personnel officer,2024-11-20,4474,144371.69
Field seismologist,2024-11-17,325,113781.71
Tour manager,2024-10-21,2934,101098.86
Printmaker,2025-05-16,3455,63666.97
Environmental education officer,2026-03-20,3663,154440.32
"Programmer, applications",2026-05-31,267,144340.14
Artist,2025-05-05,4924,56016.04
Quantity surveyor,2025-02-08,4316,153692.95
Radio broadcast assistant,2025-05-04,2507,53557.47
Amenity horticulturist,2026-06-10,4238,56169.84
Financial planner,2025-07-18,2554,66061.19
"Librarian, public",2026-07-05,3316,120946.62
Field seismologist,2024-10-11,2376,181472.91
Fast food restaurant manager,2024-08-23,735,183293.48
Gaffer,2024-08-20,2173,75806.59
Database administrator,2025-06-05,1012,188653.2
Pharmacologist,2025-04-04,1570,137464.55
"Administrator, Civil Service",2025-05-21,1946,99661.44
"Therapist, sports",2024-09-30,2686,74145.34
"Doctor, general practice",2026-08-03,1135,107497.86
Medical secretary,2025-02-17,435,124707.85
"Teacher, adult education",2025-07-15,1848,168630.66
Diagnostic radiographer,2025-12-12,3460,115995.81
Curator,2025-01-27,3740,171947.25
Travel agency manager,2024-09-21,2088,88275.09
"Conservation officer, nature",2026-01-16,56,187251.95
Warehouse manager,2025-11-30,2493,93920.34
Geophysicist/field seismologist,2026-07-15,4731,51490.35
"Runner, broadcasting/film/video",2026-04-26,4584,55196.02
Geographical information systems officer,2025-02-14,2272,55212.01
Chartered loss adjuster,2025-04-16,2302,96284.39
Publishing rights manager,2026-03-25,3494,131580.26
Agricultural consultant,2025-01-28,518,80204.39
Consulting civil engineer,2025-11-05,4705,197726.95
Oceanographer,2024-09-22,2494,168481.0
Estate manager/land agent,2025-03-29,2422,181541.72
Health and safety inspector,2025-09-12,4046,103725.71
Field trials officer,2026-02-22,114,105047.68
Personnel officer,2025-07-28,3853,58583.24
Actuary,2025-04-07,3142,80747.07
Firefighter,2025-09-08,4382,89873.47
Clinical molecular geneticist,2026-02-03,191,166627.07
"Accountant, chartered public finance",2025-05-24,2067,69734.46
"Engineer, energy",2026-07-18,599,60099.62
Optometrist,2025-06-26,333,150666.97
Colour technologist,2024-08-31,1395,56693.22
Nature conservation officer,2025-05-30,624,115231.65
Government social research officer,2025-10-28,4639,187610.52
Cabin crew,2025-06-13,493,194561.98
Primary school teacher,2025-12-16,3394,112921.21
Maintenance engineer,2025-05-07,4505,57367.95
Plant breeder/geneticist,2026-05-16,3978,159395.58
Music tutor,2025-06-20,3944,75078.5
Drilling engineer,2025-07-10,2290,119566.79
Multimedia programmer,2026-07-08,4220,176723.21
Dance movement psychotherapist,2024-09-22,3061,131553.64
Cartographer,2026-01-10,214,89712.17
"Engineer, manufacturing systems",2024-09-21,1428,75941.03
Technical author,2025-07-11,704,134001.29
Multimedia programmer,2026-05-17,1187,113667.85
Patent attorney,2024-09-26,2080,147167.58
Diagnostic radiographer,2025-02-13,1636,149094.42
"Surveyor, land/geomatics",2024-12-06,3371,165030.91
Hospital pharmacist,2025-12-20,3111,149872.28
Industrial/product designer,2025-12-27,3667,160164.22
Training and development officer,2026-06-01,4027,80477.48
Public librarian,2026-01-30,3144,192677.71
English as a foreign language teacher,2025-05-08,3110,53403.18
Financial manager,2024-11-18,1807,122042.78
Product/process development scientist,2026-07-17,3131,122736.26
Clinical research associate,2026-05-03,917,166722.48
Production manager,2025-03-18,2781,153415.51
"Therapist, music",2025-09-18,1790,84937.43
"Geneticist, molecular",2025-10-31,2157,169754.47
"Development worker, community",2026-08-04,4477,74679.34
Data scientist,2025-12-20,2793,75217.12
Architect,2025-06-20,3775,125819.41
Exhibition designer,2025-10-26,2124,176830.53
Actuary,2026-05-30,752,52311.09
Photographer,2025-06-26,3874,138535.64
Risk manager,2025-05-21,328,181762.28
Toxicologist,2025-03-08,844,120914.13
Publishing rights manager,2026-05-07,1354,104360.91
Administrator,2026-03-14,327,146964.88
Magazine features editor,2024-12-25,3295,185610.4
Speech and language therapist,2026-06-09,2961,109764.15
"Runner, broadcasting/film/video",2024-10-24,2307,135649.5
Immunologist,2025-06-27,2114,140902.35
Herpetologist,2025-01-14,4140,52122.31
Database administrator,2026-03-17,3517,148987.57
Site engineer,2026-04-24,4654,123032.01
"Surveyor, quantity",2026-03-02,2408,70938.3
"Research officer, political party",2025-08-26,3908,80464.98
Charity fundraiser,2025-03-21,63,70272.15
"Doctor, hospital",2026-06-04,1688,163537.13
Armed forces training and education officer,2025-07-29,3647,56943.69
Corporate treasurer,2026-06-21,1367,163564.35
Community pharmacist,2026-02-21,4051,50096.74
"Engineer, building services",2025-08-29,4455,164623.87
"Physicist, medical",2025-04-08,3097,170974.02
"Merchandiser, retail",2025-02-05,3103,72505.4
Tourism officer,2025-11-22,2957,192466.86
"Engineer, water",2025-06-21,590,148335.82
"Surveyor, planning and development",2025-12-22,723,155643.73
"Production assistant, radio",2025-03-19,3324,87927.2
Cartographer,2024-10-31,980,80294.8
Publishing rights manager,2026-01-06,3430,107638.24
Event organiser,2025-10-21,4452,184281.25
Engineering geologist,2025-05-29,1230,145926.22
Pathologist,2026-07-31,4191,197774.22
Nutritional therapist,2026-06-25,2807,116791.06
Building control surveyor,2025-10-28,3107,85190.76
Clinical psychologist,2026-03-10,3716,88708.25
Environmental manager,2026-03-04,3814,136853.31
Public relations officer,2026-02-17,3126,147061.99
Civil Service fast streamer,2026-04-07,829,188040.1
Geophysicist/field seismologist,2025-09-14,785,67670.31
Games developer,2025-01-06,1976,138805.82
Forensic psychologist,2024-12-15,609,50995.1
"Therapist, art",2025-02-24,1611,88461.51
Chartered public finance accountant,2025-10-02,908,69477.64
"Psychologist, prison and probation services",2025-09-16,1747,131699.31
Sports coach,2026-05-29,900,101535.2
Clinical psychologist,2026-03-13,4730,138504.56
"Copywriter, advertising",2024-11-14,1233,85148.43
"Designer, graphic",2025-06-06,2900,147042.54
"Designer, ceramics/pottery",2024-09-04,3564,140992.22
Research scientist (life sciences),2025-02-16,744,129679.4
Solicitor,2025-12-06,3827,77973.35
"Research officer, trade union",2026-04-02,1163,193536.42
Ship broker,2026-07-12,515,157010.21
Government social research officer,2025-11-12,617,138551.12
"Pilot, airline",2025-12-16,1785,76441.64
Hospital pharmacist,2026-01-07,3349,132388.86
Environmental consultant,2024-10-28,799,109870.02
Surgeon,2025-06-25,271,152083.21
Chief of Staff,2026-01-09,333,118316.87
Energy manager,2025-10-24,2010,131602.25
"Engineer, chemical",2026-06-14,465,191061.2
Equality and diversity officer,2024-08-04,4493,152999.68
"Designer, blown glass/stained glass",2025-11-27,4908,97353.93
Cartographer,2025-04-25,2651,130036.22
Pensions consultant,2025-03-29,1507,70440.11
"Conservation officer, nature",2025-11-11,851,134441.25
"Producer, radio",2026-02-06,4265,191235.61
"Administrator, arts",2025-01-30,1475,174624.01
Naval architect,2025-08-28,3937,189080.1
Media planner,2025-03-20,2256,119929.28
Information officer,2024-08-09,676,85939.97
Television/film/video producer,2024-11-11,1569,135916.66
Management consultant,2025-06-08,988,135733.59
Electrical engineer,2025-10-15,1382,120050.59
"Civil engineer, contracting",2025-07-26,1510,76168.72
Public house manager,2025-11-13,1568,105154.89
"Administrator, sports",2025-10-18,1192,132783.04
Film/video editor,2025-09-28,2816,125342.85
Press photographer,2024-10-06,2467,147536.39
Land,2026-06-24,3350,126401.09
Prison officer,2026-02-25,1435,101815.69
"Surveyor, land/geomatics",2025-07-30,4484,118424.46
"Designer, textile",2026-06-24,109,136905.64
Medical laboratory scientific officer,2026-05-08,4142,120837.7
Soil scientist,2024-12-11,3350,93218.4
Higher education lecturer,2026-02-19,3318,81027.75
Medical laboratory scientific officer,2025-01-15,1707,172005.1
Press photographer,2026-03-18,4630,155514.21
Geophysicist/field seismologist,2026-03-13,376,105963.02
Armed forces technical officer,2026-05-20,2173,86451.98
Speech and language therapist,2025-12-12,3624,91681.31
"Designer, graphic",2026-04-20,1240,75505.96
Claims inspector/assessor,2024-11-10,1061,191792.63
Fitness centre manager,2025-10-11,280,167923.74
Barrister's clerk,2026-03-10,481,105438.98
Haematologist,2024-08-28,4722,55120.93
Insurance claims handler,2024-08-04,886,104108.7
Bonds trader,2025-02-11,1285,182957.53
Training and development officer,2025-10-16,875,147913.74
Hydrogeologist,2024-12-25,3577,123162.77
Community pharmacist,2025-12-03,2737,173517.91
Curator,2025-07-07,515,166139.5
Financial adviser,2026-06-15,3895,168743.25
Paediatric nurse,2025-08-16,165,73980.32
"Geologist, wellsite",2026-05-15,1474,176793.75
Patent examiner,2025-10-19,2443,79179.16
"Nurse, mental health",2025-02-19,2246,105183.6
"Embryologist, clinical",2025-12-02,970,113965.05
Video editor,2026-04-10,1646,73764.08
"Accountant, chartered management",2024-11-10,1350,172953.67
Insurance claims handler,2025-02-05,3987,142148.49
Art gallery manager,2024-11-09,681,134275.74
Learning mentor,2026-04-23,1618,105750.16
"Administrator, education",2026-06-11,1656,131071.73
Financial risk analyst,2025-12-26,3509,110420.33
Magazine features editor,2026-01-28,3116,151016.92
Private music teacher,2025-05-01,88,99788.26
"Copywriter, advertising",2025-11-29,3966,181822.25
Energy engineer,2025-06-02,4720,86851.17
"Nurse, mental health",2025-01-04,320,159964.84
"Engineer, automotive",2025-09-11,2639,135399.03
"Scientist, physiological",2024-10-11,2231,173678.11
Police officer,2025-10-24,1824,77096.38
"Surveyor, building",2025-04-20,4140,87965.16
Communications engineer,2025-05-21,952,70237.88
Financial controller,2025-04-09,1553,134660.69
"Engineer, building services",2026-07-10,4308,194402.89
"Therapist, occupational",2026-03-19,1597,128375.13
Nature conservation officer,2025-07-11,4542,137230.19
Politician's assistant,2026-03-18,1794,66146.6
Chief of Staff,2024-09-02,1535,170797.45
Tour manager,2026-02-19,809,152169.63
Mental health nurse,2025-12-12,4430,149461.69
Horticultural consultant,2025-03-20,3773,91484.03
Horticultural therapist,2026-01-17,1653,159571.74
"Engineer, biomedical",2025-09-29,2183,70555.39
"Scientist, research (physical sciences)",2025-06-29,1899,92362.39
Physiological scientist,2025-01-12,1878,139587.62
Professor Emeritus,2024-09-04,4711,155793.63
"Teacher, music",2026-06-07,2766,163654.52
IT trainer,2025-02-09,1900,99629.87
Paediatric nurse,2025-12-06,2864,77265.62
Chemical engineer,2026-07-31,1005,99302.21
Neurosurgeon,2025-01-10,1831,73515.54
"Psychotherapist, dance movement",2025-06-14,4515,187940.8
Water engineer,2024-08-13,2430,66321.56
Public relations account executive,2025-07-11,4999,75531.64
"Scientist, research (life sciences)",2026-05-12,3630,109214.24
"Journalist, newspaper",2025-08-01,2744,187028.89
"Restaurant manager, fast food",2026-06-14,2413,187334.27
Financial controller,2024-08-11,3859,145779.91
Plant breeder/geneticist,2025-10-13,4718,58326.45
International aid/development worker,2024-08-08,1378,96009.76
Patent attorney,2025-02-20,4803,68961.25
Best boy,2026-01-23,3522,102640.58
Geophysicist/field seismologist,2025-11-26,4192,56241.29
Cabin crew,2025-02-18,4769,163656.01
Tax adviser,2025-01-29,1391,176798.55
Environmental consultant,2026-04-27,636,198206.52
Chief Strategy Officer,2026-02-02,1399,122693.26
Clinical biochemist,2026-05-01,1685,121838.55
Advertising account executive,2026-06-06,3402,105311.82
Interior and spatial designer,2025-08-04,1597,131682.02
Senior tax professional/tax inspector,2025-08-26,1191,83879.74
Research scientist (physical sciences),2025-07-03,3742,123107.55
Telecommunications researcher,2026-04-16,4829,140220.25
Hotel manager,2026-07-10,1606,165226.52
"Horticulturist, commercial",2025-04-25,270,172545.73
Agricultural consultant,2025-12-05,671,185744.05
Race relations officer,2026-04-30,1610,71019.82
Psychotherapist,2025-06-21,2403,179223.77
Youth worker,2024-08-16,3285,157417.48
"Civil engineer, consulting",2025-03-03,3959,136670.4
"Copywriter, advertising",2024-10-14,2789,159550.5
IT consultant,2026-06-16,1954,50333.07
"Engineer, land",2024-12-04,902,121570.74
Ecologist,2025-01-05,3390,159122.32
Meteorologist,2025-05-24,4921,158556.38
Building control surveyor,2026-03-17,319,183104.54
"Editor, magazine features",2026-05-23,3414,199140.31
"Scientist, physiological",2026-03-03,399,180934.91
Risk manager,2024-09-28,659,180803.9
Adult guidance worker,2025-09-07,3208,101433.78
Travel agency manager,2025-04-19,4499,109176.54
"Research officer, political party",2026-03-16,2886,189724.45
Plant breeder/geneticist,2025-01-06,3088,152152.5
Contracting civil engineer,2026-04-03,541,161674.56
Race relations officer,2025-04-10,3447,51865.59
"Engineer, automotive",2024-10-21,3632,61378.8
Historic buildings inspector/conservation officer,2025-01-12,1766,104410.11
Surgeon,2026-07-01,2076,119316.58
"Scientist, research (physical sciences)",2024-10-23,3426,51780.97
Warden/ranger,2025-02-01,1144,54238.92
Ergonomist,2026-03-08,2160,196216.76
Pathologist,2026-03-08,2026,106659.32
Broadcast journalist,2026-02-10,531,61675.98
"Solicitor, Scotland",2024-11-28,4621,167994.85
"Scientist, physiological",2026-04-28,3563,189751.91
Learning disability nurse,2025-09-19,4548,54900.98
"Psychologist, clinical",2024-09-22,4901,176589.68
Customer service manager,2024-09-16,225,78766.29
Audiological scientist,2024-08-13,2551,185150.89
"Runner, broadcasting/film/video",2024-12-24,449,180531.72
Garment/textile technologist,2024-10-10,4895,196501.29
"Presenter, broadcasting",2025-10-30,3308,52253.03
Chartered management accountant,2026-03-03,4578,196775.74
Midwife,2026-06-19,933,54711.75
Personnel officer,2024-10-20,3605,91445.75
Agricultural engineer,2025-12-12,4854,103041.29
Market researcher,2026-08-04,1797,86422.34
"Surveyor, hydrographic",2025-10-07,4264,178936.51
Recycling officer,2026-05-13,4908,60804.34
Product designer,2025-01-30,263,166201.43
Restaurant manager,2026-04-12,1804,71473.9
"Editor, commissioning",2025-10-14,4428,191959.23
Land,2025-08-29,3774,170691.34
Scientific laboratory technician,2026-01-02,1262,114145.99
Chief of Staff,2025-06-24,1341,93342.63
Equality and diversity officer,2025-02-28,4194,89326.8
Warden/ranger,2026-04-11,3589,141272.98
Office manager,2025-06-30,1981,144832.16
Air broker,2026-04-25,4748,156425.02
Solicitor,2026-06-01,4809,181125.4
Corporate investment banker,2025-10-25,3225,174016.8
Theatre stage manager,2025-04-30,3577,146131.75
"Accountant, chartered",2025-02-18,4221,98357.96
"Editor, commissioning",2026-04-15,2051,79305.11
Advertising account planner,2025-11-21,1131,103003.61
Acupuncturist,2024-11-02,2400,55410.8
"Horticulturist, commercial",2025-09-30,1388,60043.71
Purchasing manager,2024-11-14,3283,196895.6
"Copywriter, advertising",2026-06-29,766,65816.05
Film/video editor,2024-08-09,321,112436.3
"Librarian, public",2024-12-24,2686,85334.69
Psychiatric nurse,2025-07-12,2803,163627.94
Naval architect,2025-12-12,3523,60895.43
"Civil engineer, contracting",2026-05-22,3760,154816.84
Operational investment banker,2026-05-03,360,193529.29
Adult nurse,2026-02-11,1871,121783.11
Theatre stage manager,2024-08-30,2782,100682.59
TEFL teacher,2026-03-06,3596,90658.68
Intelligence analyst,2026-04-19,3388,135486.98
Sales promotion account executive,2025-02-18,2298,114236.21
Armed forces logistics/support/administrative officer,2025-11-28,1053,125971.48
Wellsite geologist,2024-10-03,3981,88493.29
Teaching laboratory technician,2024-12-22,2488,100294.51
"Therapist, occupational",2026-06-14,1732,59586.97
Risk manager,2026-02-14,889,67365.68
Music tutor,2025-10-12,720,128982.35
Commissioning editor,2026-02-18,4612,179469.08
Logistics and distribution manager,2026-01-21,3263,119434.85
Publishing copy,2025-02-04,3886,105736.5
"Geneticist, molecular",2026-04-06,3509,99355.15
Multimedia programmer,2026-05-17,1495,88530.99
Logistics and distribution manager,2025-11-22,4853,159374.38
"Administrator, arts",2025-03-26,1458,178712.3
Drilling engineer,2025-10-05,4106,74325.38
Mining engineer,2026-02-21,213,67461.74
Fashion designer,2025-06-20,3724,145874.69
Further education lecturer,2024-08-12,137,76761.7
Event organiser,2025-09-06,290,189866.28
Web designer,2024-08-19,595,92170.4
Fine artist,2025-07-13,3857,68474.93
Risk analyst,2025-03-22,158,167903.34
Personal assistant,2025-10-26,4066,159634.87
"Accountant, chartered public finance",2025-10-13,127,88773.6
"Horticulturist, commercial",2025-07-30,3025,177287.15
"Conservation officer, nature",2024-12-22,2144,156722.75
Retail banker,2024-12-04,4393,73005.92
Field trials officer,2026-07-11,4512,138275.75
Sales promotion account executive,2025-07-19,2834,135051.24
Physiotherapist,2024-10-26,506,80904.41
Surgeon,2026-05-28,1948,75223.72
Research scientist (life sciences),2026-03-20,3662,103263.91
Recruitment consultant,2026-04-24,4348,100023.7
"Production assistant, radio",2025-10-10,1972,177125.7
Communications engineer,2026-02-05,3197,166777.23
Claims inspector/assessor,2025-10-18,2651,166791.31
"Editor, commissioning",2026-03-06,3374,64677.75
"Chemist, analytical",2025-02-24,3288,87152.99
Environmental education officer,2026-06-06,4313,173891.27
Charity officer,2025-06-25,3680,76127.84
"Scientist, physiological",2026-06-23,741,115491.91
"Teacher, English as a foreign language",2026-05-01,2590,82786.31
Museum/gallery curator,2024-12-17,4255,122168.03
Air broker,2025-05-29,1689,56761.51
Radio producer,2025-12-25,1754,127814.02
Publishing rights manager,2025-11-06,2211,176719.84
Ranger/warden,2026-02-18,1876,126587.41
IT technical support officer,2024-11-01,280,63040.21
Trading standards officer,2024-10-31,304,121734.8
"Research officer, government",2025-03-16,990,87066.65
Holiday representative,2025-08-28,1402,139743.88
Systems developer,2026-07-30,309,129153.51
Barrister's clerk,2025-10-01,1286,167107.86
Special educational needs teacher,2025-01-26,111,128521.28
"Surveyor, hydrographic",2026-03-02,340,195833.61
"Designer, blown glass/stained glass",2024-10-03,3608,128100.87
Financial risk analyst,2024-12-05,4778,184320.4
Arts administrator,2025-06-14,1433,96049.31
Health and safety inspector,2024-09-27,4076,75579.06
Web designer,2025-01-31,2940,103667.67
Office manager,2024-10-18,3690,190578.46
"Administrator, Civil Service",2025-01-23,4750,196906.81
"Psychotherapist, dance movement",2024-11-13,2629,59532.7
Broadcast journalist,2025-02-13,4121,188481.21
"Designer, industrial/product",2024-12-27,3672,82770.39
"Engineer, structural",2025-06-26,4904,108032.07
"Engineer, aeronautical",2025-06-09,3840,183125.92
"Buyer, industrial",2026-01-05,3270,106796.76
"Social research officer, government",2026-01-12,2955,185929.76
Dance movement psychotherapist,2025-01-17,3551,188958.04
Accounting technician,2026-08-03,509,86362.61
"Journalist, magazine",2024-11-07,1182,199280.77
Medical secretary,2025-02-08,370,145020.0
Emergency planning/management officer,2024-08-21,2714,146228.54
Control and instrumentation engineer,2025-10-10,565,71084.34
Airline pilot,2026-03-11,2408,90150.09
Animal technologist,2025-09-30,103,58338.48
"Radiographer, diagnostic",2026-01-04,1752,57125.32
"Psychotherapist, child",2024-08-22,123,188505.85
Materials engineer,2024-12-01,4876,97559.06
Nature conservation officer,2026-02-28,3540,149091.32
Technical sales engineer,2025-06-15,2960,119204.85
Phytotherapist,2025-12-27,3140,96039.09
Research scientist (maths),2025-01-14,4271,78250.29
IT technical support officer,2025-02-03,4070,58805.72
Art therapist,2024-09-07,4112,121643.68
Dramatherapist,2025-05-24,1196,79166.53
"Engineer, manufacturing",2026-07-09,731,83248.09
Land,2026-08-04,4728,119450.77
Patent attorney,2025-10-18,407,198887.61
Public librarian,2025-09-09,3480,187642.54
"Teacher, special educational needs",2026-05-06,2633,67876.7
Museum education officer,2025-05-04,1745,197750.43
Prison officer,2025-04-18,244,136708.5
"Pharmacist, hospital",2024-08-12,322,73373.25
Chemical engineer,2025-05-30,1067,126051.2
Sport and exercise psychologist,2025-07-22,3854,132300.41
Phytotherapist,2025-11-06,1098,141583.6
"Restaurant manager, fast food",2024-11-30,2841,194195.23
Records manager,2025-08-06,55,89168.02
Retail banker,2025-11-19,2956,101378.15
Art gallery manager,2026-02-20,4264,152387.11
Professor Emeritus,2024-08-11,2849,174386.35
"Pharmacist, hospital",2024-12-20,823,121674.92
"Research officer, political party",2025-05-11,1681,148090.62
Conference centre manager,2025-11-27,661,76719.75
Radio broadcast assistant,2024-08-17,2198,98244.66
"Pilot, airline",2025-09-15,4151,199467.23
Travel agency manager,2025-02-12,4347,160658.24
Amenity horticulturist,2026-06-03,760,68255.7
"Surveyor, minerals",2024-12-19,1165,191764.46
"Engineer, land",2024-11-01,4214,129788.96
Biomedical engineer,2025-02-27,2466,117177.39
Forest/woodland manager,2024-11-16,3122,108161.96
Equality and diversity officer,2025-01-16,4367,183681.41
Arts development officer,2025-09-21,596,95005.51
Horticultural consultant,2025-11-29,2148,84972.9
Television floor manager,2026-02-04,1124,105725.89
Furniture designer,2025-04-14,4567,68206.78
Magazine features editor,2025-05-22,4745,183019.49
Trade mark attorney,2025-11-05,372,53242.52
Geophysicist/field seismologist,2026-07-01,1516,172273.29
Publishing copy,2026-03-19,2462,110672.21
"Engineer, manufacturing systems",2025-03-04,912,146179.97
International aid/development worker,2024-10-19,1074,156251.42
"Engineer, biomedical",2025-05-27,434,88830.25
"Engineer, chemical",2025-11-12,4513,186402.96
"Scientist, research (life sciences)",2025-02-02,911,59992.44
Comptroller,2026-05-27,875,196761.95
"Programmer, applications",2024-12-26,3746,156448.33
"Administrator, sports",2025-07-29,526,50760.02
Television camera operator,2025-07-09,1097,132784.92
Clothing/textile technologist,2026-05-31,2603,82153.76
Hydrologist,2025-07-17,280,87141.48
Geoscientist,2026-07-03,1402,162612.25
IT consultant,2026-01-22,32,183673.01
Insurance claims handler,2025-04-30,112,53420.47
International aid/development worker,2024-12-04,684,187474.68
Theatre manager,2024-11-11,2926,112647.63
Restaurant manager,2024-09-22,1095,117045.16
"Pharmacist, hospital",2024-08-14,2360,120784.16
"Geologist, engineering",2025-02-21,1995,84428.04
Artist,2024-08-22,4034,53849.18
Diagnostic radiographer,2025-02-13,2401,74255.76
IT consultant,2026-04-01,3307,68274.79
"Doctor, hospital",2026-07-17,3246,53671.92
Architect,2024-11-05,2626,127466.62
"Nurse, adult",2025-01-07,4841,156284.28
Risk manager,2026-04-22,1389,181156.69
Training and development officer,2026-01-29,3983,92385.95
Chartered certified accountant,2025-01-06,1886,163009.78
"Restaurant manager, fast food",2025-05-14,4932,66833.68
Teaching laboratory technician,2024-11-23,4005,143972.47
"Accountant, chartered",2025-02-18,3518,159312.58
Training and development officer,2026-03-24,4200,166971.86
Scientific laboratory technician,2026-04-22,2566,58449.34
"Civil engineer, contracting",2026-03-19,1155,50348.27
Theatre manager,2025-01-21,1874,154455.07
Music tutor,2026-02-19,1437,84139.7
Advertising account executive,2025-12-14,4450,146085.81
"Teacher, special educational needs",2026-06-11,1718,125124.46
TEFL teacher,2026-04-26,3198,167623.85
"Administrator, arts",2024-10-05,3835,73276.82
"Horticulturist, commercial",2025-05-13,2463,92932.72
Television floor manager,2025-10-01,3751,131699.32
Print production planner,2026-05-30,3142,52596.54
"Administrator, education",2025-10-06,3698,106005.34
Clinical research associate,2025-10-05,4692,138913.29
Marine scientist,2025-10-10,3690,71446.61
"Restaurant manager, fast food",2024-08-25,4706,180247.04
Field seismologist,2026-03-06,3806,156519.35
"Investment banker, corporate",2025-09-01,1495,168851.33
"Designer, industrial/product",2026-05-20,4998,93778.57
"Education officer, museum",2024-11-29,4172,149361.82
Chief Financial Officer,2025-03-19,2524,89691.16
Patent examiner,2024-09-25,788,139759.15
Energy engineer,2024-10-15,2450,112550.66
Merchant navy officer,2024-11-28,2921,94582.26
