skill_id,year,demand_index
SK0026,2023,66
SK0027,2025,43
SK0292,2024,42
SK0152,2026,26
SK0027,2021,45
SK0126,2023,65
SK0186,2025,14
SK0223,2023,47
SK0218,2024,25
SK0170,2026,70
SK0063,2022,32
SK0224,2026,31
SK0070,2021,66
SK0123,2025,60
SK0298,2021,95
SK0029,2025,73
SK0153,2025,76
SK0053,2026,87
SK0293,2022,98
SK0040,2021,90
SK0204,2021,79
SK0137,2026,90
SK0265,2024,74
SK0068,2023,61
SK0209,2025,94
SK0032,2025,29
SK0235,2022,18
SK0070,2025,48
SK0159,2021,56
SK0069,2023,21
SK0286,2023,88
SK0237,2024,41
SK0280,2022,18
SK0237,2025,91
SK0279,2024,28
SK0184,2023,93
SK0065,2022,23
SK0288,2024,34
SK0027,2023,83
SK0160,2021,94
SK0082,2024,19
SK0035,2021,53
SK0028,2025,18
SK0103,2024,56
SK0165,2022,12
SK0149,2023,73
SK0103,2022,97
SK0263,2025,55
SK0040,2026,62
SK0291,2025,86
SK0208,2023,80
SK0271,2022,93
SK0299,2023,24
SK0130,2025,99
SK0200,2025,97
SK0126,2023,65
SK0001,2022,10
SK0240,2022,75
SK0263,2026,57
SK0148,2024,53
SK0171,2023,66
SK0023,2022,24
SK0279,2021,13
SK0061,2022,95
SK0095,2024,18
SK0237,2021,65
SK0123,2024,51
SK0208,2026,45
SK0248,2023,72
SK0049,2025,11
SK0278,2021,74
SK0079,2025,71
SK0030,2021,46
SK0064,2026,22
SK0227,2025,27
SK0132,2022,71
SK0027,2021,86
SK0214,2022,73
SK0294,2021,53
SK0045,2021,71
SK0242,2025,79
SK0093,2026,54
SK0111,2022,70
SK0161,2025,17
SK0205,2022,19
SK0023,2022,63
SK0005,2021,72
SK0091,2023,89
SK0051,2023,85
SK0195,2022,69
SK0070,2026,95
SK0059,2021,84
SK0118,2022,22
SK0139,2023,77
SK0155,2024,14
SK0118,2021,28
SK0079,2024,21
SK0032,2025,27
SK0294,2024,98
SK0003,2021,38
SK0230,2021,98
SK0299,2023,48
SK0288,2021,72
SK0184,2024,60
SK0129,2024,39
SK0049,2025,45
SK0009,2021,43
SK0276,2025,62
SK0096,2021,99
SK0016,2022,32
SK0129,2022,53
SK0179,2026,85
SK0078,2021,36
SK0037,2024,28
SK0227,2024,57
SK0065,2023,49
SK0047,2025,50
SK0025,2025,83
SK0078,2021,29
SK0269,2026,39
SK0053,2023,89
SK0274,2022,24
SK0133,2026,21
SK0246,2023,55
SK0247,2026,63
SK0286,2022,85
SK0089,2025,17
SK0140,2024,69
SK0152,2021,45
SK0255,2024,66
SK0090,2023,83
SK0230,2026,58
SK0186,2025,69
SK0188,2023,55
SK0089,2025,43
SK0158,2025,99
SK0256,2026,51
SK0259,2026,64
SK0179,2025,11
SK0237,2025,15
SK0286,2025,62
SK0290,2024,20
SK0074,2022,53
SK0121,2023,37
SK0002,2022,65
SK0124,2025,46
SK0057,2021,76
SK0155,2023,21
SK0167,2021,47
SK0271,2023,76
SK0001,2026,50
SK0134,2026,75
SK0244,2025,82
SK0278,2023,38
SK0119,2023,43
SK0253,2023,14
SK0249,2023,11
SK0015,2023,66
SK0127,2023,84
SK0101,2025,17
SK0201,2021,61
SK0210,2024,53
SK0242,2021,50
SK0157,2021,95
SK0008,2024,83
SK0242,2021,44
SK0117,2026,66
SK0053,2022,56
SK0243,2025,57
SK0258,2026,47
SK0050,2022,81
SK0079,2026,23
SK0185,2026,76
SK0106,2024,42
SK0086,2025,55
SK0028,2026,40
SK0226,2021,83
SK0272,2024,60
SK0037,2021,63
SK0105,2026,10
SK0181,2022,80
SK0163,2021,18
SK0290,2021,93
SK0206,2026,43
SK0273,2021,73
SK0096,2022,21
SK0163,2025,22
SK0280,2023,44
SK0162,2026,91
SK0048,2021,35
SK0092,2023,40
SK0227,2023,25
SK0176,2024,65
SK0153,2024,22
SK0149,2022,99
SK0030,2022,45
SK0163,2026,45
SK0179,2024,81
SK0113,2021,21
SK0099,2026,61
SK0190,2023,68
SK0091,2025,44
SK0078,2021,97
SK0060,2026,40
SK0288,2023,56
SK0262,2022,78
SK0300,2024,88
SK0251,2026,70
SK0039,2026,16
SK0278,2021,78
SK0181,2023,70
SK0206,2026,17
SK0247,2023,43
SK0026,2021,43
SK0017,2024,92
SK0085,2023,88
SK0262,2025,56
SK0228,2026,38
SK0118,2022,54
SK0014,2022,89
SK0084,2026,56
SK0270,2022,70
SK0122,2026,42
SK0224,2023,41
SK0174,2024,71
SK0292,2023,27
SK0227,2021,61
SK0145,2024,35
SK0113,2025,50
SK0148,2021,71
SK0234,2026,47
SK0101,2024,41
SK0251,2024,78
SK0039,2021,59
SK0046,2023,32
SK0029,2021,93
SK0087,2021,40
SK0003,2022,43
SK0262,2021,95
SK0037,2021,83
SK0027,2023,33
SK0295,2023,60
SK0293,2025,91
SK0246,2021,67
SK0153,2023,79
SK0094,2026,94
SK0300,2022,90
SK0189,2021,39
SK0176,2024,73
SK0145,2025,85
SK0173,2025,19
SK0230,2021,20
SK0044,2023,79
SK0130,2024,29
SK0040,2021,47
SK0010,2025,18
SK0192,2021,62
SK0213,2021,61
SK0059,2025,57
SK0204,2022,43
SK0023,2021,57
SK0099,2021,69
SK0044,2021,13
SK0141,2023,73
SK0209,2026,98
SK0008,2023,43
SK0148,2021,20
SK0043,2026,36
SK0193,2025,17
SK0002,2022,81
SK0261,2026,98
SK0222,2022,68
SK0203,2021,74
SK0059,2025,18
SK0219,2023,88
SK0255,2026,32
SK0246,2023,19
SK0213,2023,37
SK0135,2025,43
SK0268,2025,29
SK0137,2023,95
SK0066,2023,50
SK0191,2026,10
SK0165,2026,33
SK0169,2025,42
SK0121,2022,83
SK0272,2026,63
SK0272,2023,91
SK0132,2024,98
SK0036,2024,89
SK0187,2025,66
SK0093,2021,65
SK0058,2021,55
SK0260,2024,12
SK0149,2023,67
SK0039,2024,45
SK0072,2023,36
SK0060,2025,33
SK0068,2025,52
SK0291,2022,94
SK0227,2021,65
SK0245,2023,70
SK0039,2022,48
SK0101,2025,64
SK0215,2021,59
SK0190,2021,35
SK0121,2025,63
SK0206,2023,42
SK0011,2022,79
SK0201,2021,60
SK0169,2026,42
SK0087,2024,32
SK0010,2022,23
SK0276,2022,79
SK0185,2026,48
SK0285,2022,99
SK0201,2023,52
SK0195,2026,74
SK0095,2022,43
SK0204,2024,40
SK0012,2022,27
SK0051,2026,40
SK0046,2026,95
SK0141,2026,23
SK0019,2025,56
SK0243,2025,54
SK0156,2025,80
SK0260,2022,79
SK0019,2022,82
SK0172,2023,58
SK0185,2024,97
SK0029,2023,54
SK0034,2026,74
SK0183,2023,69
SK0120,2026,89
SK0285,2021,61
SK0107,2025,29
SK0202,2025,22
SK0084,2026,64
SK0208,2024,64
SK0042,2024,27
SK0188,2021,18
SK0249,2021,50
SK0177,2023,29
SK0217,2021,88
SK0075,2024,32
SK0238,2024,83
SK0278,2022,62
SK0017,2022,79
SK0167,2026,40
SK0259,2022,15
SK0034,2024,21
SK0239,2025,50
SK0090,2025,71
SK0127,2026,97
SK0060,2025,10
SK0289,2024,10
SK0300,2025,84
SK0120,2022,92
SK0284,2021,91
SK0248,2025,44
SK0042,2021,81
SK0126,2022,68
SK0051,2021,66
SK0074,2024,19
SK0214,2022,48
SK0288,2023,58
SK0272,2026,68
SK0017,2026,99
SK0109,2025,33
SK0226,2022,36
SK0026,2024,35
SK0265,2025,84
SK0274,2022,30
SK0213,2021,30
SK0168,2024,14
SK0029,2023,72
SK0135,2026,95
SK0041,2024,77
SK0214,2021,83
SK0111,2025,97
SK0035,2022,56
SK0040,2024,66
SK0298,2021,65
SK0248,2022,22
SK0217,2024,59
SK0225,2023,94
SK0034,2023,62
SK0228,2025,64
SK0207,2026,78
SK0034,2023,56
SK0017,2024,93
SK0140,2025,41
SK0248,2026,57
SK0132,2026,16
SK0216,2023,37
SK0243,2023,14
SK0095,2025,65
SK0219,2023,53
SK0097,2023,49
SK0119,2023,84
SK0293,2023,23
SK0100,2021,40
SK0028,2025,47
SK0078,2022,34
SK0191,2025,62
SK0100,2021,79
SK0025,2023,34
SK0156,2022,34
SK0262,2025,81
SK0185,2024,41
SK0185,2021,79
SK0283,2023,15
SK0073,2024,64
SK0028,2023,61
SK0154,2022,39
SK0146,2024,52
SK0232,2021,92
SK0211,2024,96
SK0127,2025,93
SK0279,2021,19
SK0129,2023,26
SK0111,2023,67
SK0086,2021,96
SK0191,2022,72
SK0049,2025,52
SK0186,2022,70
SK0173,2026,29
SK0109,2021,97
SK0058,2023,96
SK0179,2024,80
SK0173,2023,44
SK0070,2026,76
SK0183,2021,18
SK0145,2025,97
SK0208,2023,94
SK0064,2022,23
SK0224,2025,69
SK0033,2023,49
SK0236,2026,19
SK0162,2025,10
SK0250,2026,41
SK0234,2025,48
SK0192,2023,18
SK0118,2024,81
SK0032,2026,67
SK0221,2024,97
SK0023,2026,44
SK0242,2021,64
SK0192,2026,58
SK0096,2025,99
SK0120,2021,48
SK0038,2023,81
SK0191,2021,34
SK0156,2023,47
SK0086,2023,84
SK0176,2025,86
SK0069,2021,37
SK0110,2022,74
SK0202,2026,64
SK0084,2024,10
SK0215,2021,58
SK0104,2021,50
SK0145,2025,72
SK0092,2021,84
SK0198,2023,80
SK0262,2021,24
SK0031,2022,94
SK0189,2021,93
SK0213,2021,56
SK0190,2023,85
SK0187,2026,77
SK0117,2026,75
SK0243,2026,67
SK0293,2022,18
SK0265,2021,20
SK0046,2021,38
SK0161,2024,98
SK0231,2022,70
SK0081,2025,78
SK0277,2024,99
SK0179,2022,74
SK0293,2022,38
SK0286,2022,60
SK0087,2021,50
SK0192,2021,75
SK0154,2026,34
SK0158,2023,43
SK0247,2024,59
SK0021,2024,72
SK0196,2022,79
SK0132,2021,80
SK0240,2026,45
SK0292,2022,47
SK0031,2025,28
SK0279,2022,14
SK0233,2022,83
SK0131,2024,83
SK0257,2026,15
SK0243,2026,71
SK0140,2026,46
SK0215,2026,82
SK0023,2025,45
SK0170,2022,44
SK0158,2022,44
SK0220,2025,84
SK0089,2022,93
SK0030,2025,89
SK0008,2022,43
SK0062,2026,39
SK0273,2023,67
SK0009,2021,35
SK0088,2022,60
SK0002,2022,69
SK0183,2025,99
SK0115,2022,31
SK0065,2022,86
SK0272,2022,13
SK0186,2023,35
SK0182,2021,37
SK0057,2026,36
SK0109,2021,57
SK0040,2024,27
SK0101,2024,51
SK0247,2024,84
SK0282,2023,62
SK0106,2021,20
SK0179,2023,55
SK0119,2026,80
SK0227,2025,11
SK0226,2024,17
SK0186,2024,13
SK0256,2023,57
SK0232,2022,79
SK0265,2023,38
SK0105,2025,93
SK0080,2022,18
SK0058,2026,45
SK0094,2024,69
SK0009,2026,28
SK0114,2021,24
SK0149,2025,80
SK0198,2021,98
SK0028,2023,65
SK0288,2021,37
SK0092,2021,46
SK0251,2024,85
SK0038,2024,70
SK0021,2023,17
SK0064,2025,87
SK0180,2026,27
SK0219,2025,72
SK0016,2022,13
SK0227,2025,84
SK0017,2021,33
SK0179,2024,20
SK0100,2022,83
SK0300,2024,19
SK0214,2026,40
SK0281,2025,12
SK0182,2021,16
SK0291,2025,39
SK0049,2021,41
SK0019,2023,20
SK0040,2022,64
SK0025,2026,91
SK0123,2022,81
SK0049,2021,71
SK0169,2021,17
SK0007,2021,12
SK0089,2024,49
SK0073,2022,77
SK0093,2025,77
SK0105,2026,36
SK0196,2021,49
SK0109,2022,68
SK0198,2023,44
SK0082,2021,78
SK0030,2024,53
SK0172,2025,97
SK0245,2026,32
SK0080,2021,42
SK0180,2026,84
SK0287,2022,35
SK0037,2023,94
SK0001,2022,15
SK0077,2025,46
SK0143,2021,99
SK0181,2021,34
SK0017,2024,18
SK0241,2024,25
SK0188,2021,28
SK0021,2025,19
SK0114,2025,28
SK0200,2026,33
SK0280,2022,89
SK0143,2021,35
SK0171,2023,58
SK0160,2026,46
SK0137,2022,91
SK0295,2023,21
SK0034,2021,10
SK0263,2025,44
SK0014,2025,34
SK0202,2023,41
SK0215,2025,90
SK0259,2024,41
SK0220,2023,42
SK0128,2022,74
SK0145,2025,14
SK0284,2024,39
SK0113,2021,94
SK0022,2021,86
SK0085,2022,80
SK0284,2024,26
SK0080,2021,83
SK0054,2023,87
SK0282,2023,82
SK0101,2026,41
SK0298,2023,29
SK0216,2023,23
SK0247,2025,26
SK0174,2022,63
SK0005,2022,77
SK0025,2022,84
SK0010,2024,79
SK0020,2023,42
SK0213,2025,28
SK0087,2023,19
SK0002,2023,75
SK0280,2025,34
SK0072,2023,28
SK0169,2025,95
SK0269,2023,49
SK0277,2022,61
SK0053,2026,41
SK0200,2022,59
SK0135,2021,98
SK0011,2025,92
SK0294,2022,31
SK0252,2021,52
SK0256,2021,86
SK0268,2026,50
SK0138,2023,52
SK0282,2025,85
SK0264,2023,34
SK0064,2025,95
SK0089,2026,20
SK0029,2023,81
SK0192,2026,29
SK0157,2023,22
SK0057,2025,67
SK0194,2026,40
SK0105,2026,48
SK0103,2024,35
SK0284,2022,78
SK0185,2025,33
SK0097,2021,48
SK0049,2024,45
SK0216,2026,45
SK0010,2024,68
SK0232,2026,48
SK0012,2025,65
SK0224,2021,87
SK0035,2021,56
SK0073,2023,18
SK0016,2025,47
SK0170,2025,78
SK0086,2023,53
SK0295,2022,68
SK0151,2025,39
SK0160,2025,91
SK0020,2026,95
SK0117,2025,35
SK0130,2024,78
SK0104,2026,88
SK0154,2022,63
SK0084,2023,66
SK0270,2022,95
SK0127,2022,12
SK0261,2025,41
SK0023,2023,97
SK0048,2026,60
SK0121,2023,51
SK0130,2023,71
SK0136,2022,14
SK0013,2026,65
SK0201,2022,98
SK0229,2024,79
SK0121,2022,41
SK0019,2022,76
SK0129,2024,46
SK0080,2026,23
SK0117,2024,55
SK0132,2022,63
SK0021,2022,92
SK0033,2022,81
SK0013,2022,42
SK0279,2021,76
SK0238,2022,95
SK0264,2021,95
SK0108,2022,55
SK0212,2026,37
SK0249,2026,95
SK0065,2024,71
SK0036,2024,87
SK0106,2024,74
SK0066,2022,60
SK0116,2024,26
SK0125,2021,59
SK0250,2026,34
SK0214,2023,77
SK0012,2026,90
SK0064,2025,78
SK0253,2022,56
SK0097,2024,11
SK0124,2023,16
SK0007,2022,71
SK0239,2022,57
SK0259,2025,72
SK0096,2022,25
SK0211,2025,50
SK0150,2026,46
SK0061,2025,52
SK0224,2022,44
SK0167,2026,74
SK0289,2021,81
SK0038,2021,41
SK0102,2026,49
SK0002,2022,35
SK0106,2026,60
SK0174,2024,69
SK0225,2024,17
SK0024,2024,60
SK0092,2026,25
SK0008,2023,34
SK0021,2024,48
SK0191,2021,70
SK0144,2021,70
SK0229,2022,84
SK0042,2023,70
SK0207,2023,28
SK0156,2023,49
SK0289,2025,80
SK0258,2023,32
SK0150,2024,14
SK0228,2026,77
SK0195,2025,60
SK0230,2022,80
SK0180,2021,59
SK0292,2026,46
SK0094,2026,35
SK0121,2023,23
SK0194,2021,22
SK0043,2024,57
SK0014,2021,29
SK0183,2024,74
SK0101,2022,27
SK0044,2022,20
SK0286,2026,90
SK0150,2021,26
SK0099,2023,44
SK0210,2021,42
SK0089,2023,93
SK0127,2025,75
SK0091,2024,59
SK0043,2025,14
SK0294,2025,57
SK0055,2021,75
SK0144,2026,60
SK0187,2026,84
SK0252,2025,88
SK0047,2022,43
SK0254,2026,48
SK0194,2024,21
SK0234,2024,30
SK0061,2023,63
SK0004,2025,70
SK0156,2022,99
SK0213,2021,14
SK0104,2026,99
SK0157,2024,10
SK0057,2022,18
SK0064,2021,79
SK0084,2025,50
SK0268,2024,55
SK0104,2023,85
SK0112,2023,48
SK0279,2024,58
SK0283,2026,92
SK0106,2026,18
SK0280,2024,10
SK0300,2026,60
SK0130,2026,74
SK0296,2021,47
SK0102,2022,88
SK0064,2023,90
SK0020,2026,87
SK0202,2025,71
SK0295,2025,95
SK0284,2024,25
SK0063,2024,80
SK0021,2023,38
SK0244,2025,45
SK0244,2023,93
SK0083,2022,29
SK0187,2021,13
SK0161,2026,19
SK0240,2025,19
SK0159,2026,80
SK0235,2022,14
SK0064,2025,16
SK0051,2022,91
SK0008,2021,76
SK0059,2021,24
SK0092,2026,69
SK0200,2021,72
SK0163,2024,39
SK0214,2023,59
SK0014,2025,93
SK0179,2022,93
SK0055,2025,43
SK0039,2025,22
SK0114,2023,20
SK0211,2024,19
SK0290,2024,71
SK0125,2023,51
SK0143,2024,94
SK0018,2026,61
SK0122,2021,79
SK0267,2025,45
SK0260,2025,92
SK0044,2026,82
SK0155,2025,32
SK0110,2025,65
SK0155,2024,34
SK0042,2022,12
SK0030,2021,72
SK0069,2026,88
SK0017,2024,94
SK0235,2023,78
SK0263,2025,52
SK0141,2023,27
SK0244,2023,86
SK0002,2021,62
SK0253,2025,88
SK0272,2024,54
SK0082,2022,57
SK0269,2023,81
SK0034,2024,29
SK0051,2022,76
SK0174,2025,50
SK0162,2026,39
SK0189,2025,53
SK0063,2021,43
SK0028,2022,91
SK0234,2024,12
SK0024,2026,39
SK0217,2023,52
SK0062,2025,43
SK0261,2023,17
SK0221,2022,72
SK0241,2025,87
SK0079,2021,57
SK0071,2026,71
SK0192,2022,82
SK0105,2025,27
SK0086,2024,56
SK0289,2023,77
SK0081,2023,76
SK0290,2026,41
SK0085,2025,90
SK0089,2024,99
SK0083,2025,80
SK0124,2022,43
SK0216,2026,63
SK0170,2025,87
SK0058,2021,95
SK0293,2023,58
SK0282,2022,33
SK0176,2023,57
SK0011,2025,69
SK0225,2025,33
SK0151,2024,40
SK0060,2024,74
SK0210,2024,58
SK0160,2022,91
SK0147,2024,96
SK0122,2024,69
SK0258,2024,43
SK0121,2022,97
SK0118,2023,54
SK0037,2024,31
SK0299,2022,13
SK0262,2026,90
SK0012,2024,12
SK0104,2026,82
SK0202,2023,92
SK0220,2022,17
SK0082,2024,62
SK0158,2023,40
SK0292,2026,68
SK0281,2021,37
SK0212,2023,49
SK0043,2026,96
SK0112,2021,99
SK0166,2026,65
SK0256,2026,38
SK0242,2024,31
SK0167,2024,62
SK0286,2024,66
SK0096,2026,25
SK0019,2026,46
SK0246,2023,14
SK0214,2024,99
SK0001,2023,71
SK0058,2021,65
SK0005,2025,78
SK0268,2021,27
SK0232,2026,48
SK0161,2022,33
SK0181,2026,42
SK0126,2023,60
SK0180,2026,28
SK0042,2024,39
SK0225,2023,47
SK0163,2021,65
SK0121,2024,35
SK0128,2025,21
SK0005,2021,21
SK0053,2024,83
SK0293,2025,30
SK0171,2021,78
SK0189,2024,69
SK0148,2026,77
SK0101,2024,67
SK0201,2023,32
SK0142,2026,95
SK0124,2026,62
SK0272,2025,92
SK0172,2023,70
SK0123,2024,45
SK0138,2024,42
SK0198,2022,80
SK0235,2025,67
SK0267,2023,57
SK0291,2024,36
SK0226,2025,69
SK0115,2023,31
SK0039,2025,63
SK0108,2026,94
SK0147,2023,48
SK0077,2023,82
SK0266,2021,14
SK0268,2025,88
SK0117,2022,45
SK0009,2022,25
SK0212,2022,48
SK0230,2023,95
SK0050,2021,60
SK0292,2024,43
SK0208,2026,53
SK0011,2021,89
SK0038,2026,31
SK0185,2024,12
SK0174,2022,26
SK0146,2025,41
SK0074,2022,10
SK0074,2022,17
SK0205,2026,43
SK0027,2021,73
SK0096,2021,62
SK0086,2024,90
SK0276,2024,31
SK0213,2022,98
SK0155,2022,84
SK0177,2024,55
SK0128,2021,84
SK0059,2023,58
SK0080,2021,59
SK0214,2022,80
SK0264,2023,78
SK0081,2023,19
SK0068,2026,11
SK0066,2021,67
SK0064,2023,23
SK0040,2026,13
SK0143,2026,73
SK0163,2021,57
SK0192,2023,91
SK0173,2021,55
SK0263,2022,96
SK0207,2022,96
SK0141,2021,67
SK0239,2023,63
SK0118,2024,70
SK0081,2026,22
SK0139,2024,62
SK0071,2023,47
SK0148,2023,85
SK0056,2025,71
SK0239,2024,25
SK0300,2021,37
SK0112,2022,76
SK0128,2025,64
SK0171,2021,60
SK0068,2022,89
SK0210,2023,17
SK0287,2026,40
SK0116,2025,12
SK0167,2022,98
SK0299,2024,35
SK0262,2023,60
SK0166,2026,39
SK0185,2021,23
SK0081,2021,24
SK0126,2021,78
SK0135,2022,76
SK0014,2024,94
SK0119,2025,15
SK0172,2021,44
SK0183,2021,49
SK0030,2026,83
SK0110,2026,97
SK0213,2024,88
SK0020,2023,49
SK0197,2021,23
SK0253,2025,64
SK0103,2024,54
SK0263,2024,93
SK0068,2026,60
SK0142,2023,38
SK0170,2021,47
SK0230,2026,88
SK0139,2021,18
SK0245,2024,30
SK0201,2024,98
SK0107,2024,15
SK0003,2026,56
SK0168,2026,15
SK0288,2025,10
SK0113,2025,51
SK0013,2024,56
SK0092,2024,23
SK0089,2021,99
SK0246,2025,57
SK0135,2021,32
SK0253,2023,46
SK0198,2025,12
SK0255,2021,54
SK0120,2025,51
SK0180,2025,37
SK0022,2022,89
SK0152,2025,49
SK0086,2024,77
SK0140,2021,59
SK0017,2022,61
SK0210,2022,64
SK0237,2022,83
SK0048,2022,78
SK0197,2023,81
SK0017,2024,53
SK0072,2026,73
SK0266,2025,62
SK0187,2025,91
SK0006,2026,41
SK0236,2023,79
SK0240,2021,68
SK0112,2024,23
SK0103,2022,74
SK0184,2024,79
SK0118,2025,76
SK0054,2026,92
SK0215,2022,81
SK0047,2025,58
SK0036,2021,31
SK0150,2025,92
SK0275,2021,72
SK0097,2024,21
SK0003,2023,68
SK0233,2024,10
SK0159,2022,77
SK0283,2025,36
SK0091,2026,77
SK0050,2024,55
SK0167,2026,23
SK0299,2021,44
SK0251,2023,10
SK0206,2024,63
SK0021,2022,31
SK0127,2022,84
SK0168,2025,33
SK0116,2024,11
SK0138,2024,18
SK0202,2026,33
SK0069,2024,68
SK0009,2025,27
SK0093,2021,42
SK0277,2021,42
SK0145,2022,41
SK0021,2022,52
SK0221,2023,14
SK0165,2025,98
SK0272,2025,28
SK0168,2025,80
SK0188,2025,52
SK0092,2025,77
SK0059,2024,79
SK0050,2026,60
SK0243,2026,50
SK0097,2022,87
SK0086,2023,79
SK0259,2024,14
SK0146,2025,27
SK0068,2023,91
SK0212,2026,51
SK0049,2022,29
SK0036,2026,93
SK0241,2025,39
SK0271,2024,97
SK0008,2023,32
SK0052,2022,35
SK0167,2024,29
SK0123,2023,78
SK0104,2024,94
SK0208,2026,32
SK0165,2026,18
SK0094,2021,74
SK0141,2025,13
SK0030,2021,18
SK0253,2025,21
SK0151,2021,15
SK0125,2023,85
SK0087,2026,59
SK0195,2022,82
SK0092,2025,55
SK0010,2024,20
SK0183,2024,58
SK0180,2023,96
SK0081,2024,44
SK0125,2022,76
SK0100,2021,72
SK0057,2021,74
SK0117,2023,28
SK0171,2026,22
SK0141,2024,83
SK0074,2024,89
SK0214,2022,37
SK0183,2026,54
SK0187,2023,16
SK0030,2022,44
SK0029,2024,54
SK0061,2023,78
SK0173,2023,54
SK0206,2024,94
SK0151,2022,87
SK0027,2026,60
SK0007,2021,46
SK0065,2023,13
SK0108,2025,65
SK0024,2021,10
SK0161,2026,27
SK0056,2021,79
SK0178,2025,81
SK0069,2022,90
SK0060,2023,54
SK0160,2022,29
SK0046,2022,22
SK0045,2025,18
SK0208,2025,16
SK0143,2022,57
SK0067,2023,40
SK0001,2024,88
SK0099,2022,63
SK0140,2024,92
SK0025,2023,86
SK0171,2025,61
SK0136,2024,46
SK0260,2025,29
SK0073,2025,68
SK0144,2024,31
SK0293,2022,11
SK0253,2022,23
SK0086,2023,30
SK0204,2022,44
SK0230,2025,73
SK0148,2024,85
SK0150,2022,32
SK0297,2026,99
SK0225,2025,49
SK0027,2024,75
SK0091,2026,68
SK0163,2023,56
SK0222,2024,35
SK0285,2022,98
SK0149,2022,30
SK0226,2025,65
SK0102,2023,22
SK0239,2025,25
SK0269,2024,64
SK0209,2026,51
SK0064,2021,75
SK0299,2024,12
SK0196,2023,51
SK0059,2026,42
SK0169,2026,37
SK0056,2023,55
SK0131,2024,99
SK0251,2026,70
SK0110,2024,21
SK0002,2024,80
SK0084,2025,78
SK0069,2025,97
SK0084,2026,77
SK0004,2025,73
SK0100,2021,41
SK0271,2025,59
SK0063,2025,53
SK0248,2024,39
SK0093,2023,14
SK0290,2026,14
SK0037,2023,60
SK0035,2021,75
SK0278,2026,12
SK0257,2023,70
SK0211,2023,96
SK0040,2026,45
SK0007,2025,47
SK0140,2021,39
SK0081,2026,22
SK0263,2026,87
SK0265,2026,40
SK0256,2023,29
SK0136,2022,34
SK0261,2025,88
SK0190,2025,81
SK0067,2021,61
SK0043,2024,42
SK0204,2024,35
SK0289,2026,24
SK0174,2025,81
SK0202,2024,70
SK0221,2024,54
SK0179,2025,43
SK0059,2026,92
SK0112,2026,45
SK0086,2026,64
SK0297,2024,33
SK0269,2024,98
SK0150,2024,85
SK0193,2026,16
SK0047,2024,80
SK0083,2026,90
SK0144,2024,28
SK0048,2026,92
SK0175,2024,44
SK0284,2026,23
SK0221,2022,55
SK0226,2026,10
SK0174,2023,46
SK0119,2025,95
SK0113,2024,78
SK0124,2025,96
SK0275,2026,71
SK0228,2024,43
SK0126,2023,58
SK0134,2024,55
SK0281,2022,40
SK0086,2025,65
SK0198,2025,64
SK0011,2025,98
SK0185,2024,58
SK0044,2022,71
SK0208,2023,45
SK0271,2023,21
SK0038,2024,42
SK0022,2024,88
SK0067,2021,58
SK0271,2026,41
SK0293,2024,94
SK0180,2024,27
SK0292,2023,57
SK0288,2021,67
SK0158,2024,33
SK0216,2024,11
SK0036,2021,33
SK0203,2022,74
SK0281,2024,73
SK0136,2021,24
SK0216,2021,54
SK0216,2023,51
SK0280,2025,31
SK0034,2022,18
SK0137,2024,16
SK0296,2026,40
SK0262,2023,87
SK0209,2022,90
SK0281,2021,91
SK0231,2025,50
SK0096,2023,44
SK0017,2023,85
SK0139,2025,65
SK0138,2023,67
SK0125,2026,59
SK0085,2024,48
SK0252,2021,53
SK0238,2024,55
SK0099,2022,32
SK0105,2024,94
SK0067,2024,47
SK0271,2025,36
SK0132,2025,24
SK0104,2023,61
SK0161,2021,71
SK0205,2021,37
SK0110,2023,82
SK0257,2021,99
SK0166,2021,78
SK0014,2026,75
SK0171,2026,27
SK0161,2026,16
SK0085,2021,94
SK0069,2021,70
SK0063,2026,69
SK0211,2024,84
SK0123,2021,86
SK0159,2024,67
SK0213,2025,26
SK0141,2024,88
SK0222,2023,63
SK0248,2023,53
SK0060,2023,55
SK0123,2022,60
SK0063,2022,91
SK0181,2023,86
SK0291,2024,12
SK0268,2023,81
SK0038,2025,36
SK0215,2022,49
SK0253,2022,55
SK0041,2024,99
SK0275,2026,82
SK0142,2024,52
SK0229,2024,36
SK0270,2021,11
SK0025,2024,16
SK0129,2021,32
SK0159,2025,62
SK0051,2023,33
SK0219,2026,47
SK0244,2024,98
SK0179,2021,62
SK0197,2023,92
SK0003,2021,83
SK0091,2021,29
SK0078,2021,16
SK0053,2021,74
SK0225,2021,79
SK0223,2023,66
SK0121,2023,95
SK0146,2026,52
SK0085,2026,41
SK0029,2023,80
SK0240,2023,83
SK0056,2021,31
SK0240,2026,63
SK0085,2024,38
SK0156,2021,30
SK0075,2022,71
SK0119,2022,10
SK0105,2021,50
SK0105,2026,13
SK0284,2024,70
SK0063,2024,80
SK0163,2022,42
SK0180,2023,70
SK0293,2021,58
SK0090,2023,99
SK0153,2022,40
SK0061,2025,63
SK0257,2021,77
SK0123,2022,65
SK0130,2026,16
SK0130,2021,99
SK0131,2026,68
SK0185,2021,23
SK0206,2021,39
SK0214,2024,25
SK0044,2022,26
SK0142,2026,93
SK0109,2021,89
SK0202,2022,55
SK0284,2023,79
SK0123,2022,13
SK0253,2021,80
SK0157,2026,56
SK0243,2024,52
SK0109,2022,15
