candidate_id,skill_id,proficiency
CAND03835,SK0224,5
CAND04298,SK0157,3
CAND10668,SK0178,1
CAND11760,SK0163,3
CAND06002,SK0116,3
CAND13414,SK0053,5
CAND03893,SK0143,2
CAND11798,SK0219,2
CAND07164,SK0091,5
CAND05053,SK0107,2
CAND03239,SK0011,3
CAND04027,SK0042,2
CAND12969,SK0081,2
CAND03699,SK0208,3
CAND01158,SK0258,3
CAND02069,SK0065,3
CAND06783,SK0170,1
CAND10511,SK0170,3
CAND10207,SK0047,5
CAND10018,SK0130,4
CAND14546,SK0108,1
CAND11249,SK0254,5
CAND11425,SK0036,4
CAND07527,SK0078,3
CAND01593,SK0082,1
CAND10826,SK0113,5
CAND07193,SK0052,5
CAND06002,SK0268,1
CAND03628,SK0270,4
CAND00261,SK0018,4
CAND02893,SK0180,5
CAND11952,SK0283,4
CAND14534,SK0211,3
CAND11677,SK0266,3
CAND02683,SK0167,2
CAND04127,SK0057,2
CAND01671,SK0163,3
CAND09115,SK0081,1
CAND09365,SK0159,5
CAND13287,SK0266,5
CAND09382,SK0109,1
CAND11217,SK0136,4
CAND14042,SK0117,2
CAND10712,SK0264,3
CAND04960,SK0238,2
CAND06469,SK0003,5
CAND02353,SK0179,4
CAND10387,SK0151,1
CAND03142,SK0296,1
CAND03265,SK0020,3
CAND02447,SK0023,1
CAND03775,SK0027,5
CAND09405,SK0227,5
CAND03497,SK0091,5
CAND14377,SK0281,3
CAND07294,SK0243,1
CAND01938,SK0050,4
CAND08872,SK0214,5
CAND12834,SK0168,1
CAND04343,SK0254,4
CAND00762,SK0246,3
CAND04400,SK0240,5
CAND00440,SK0266,2
CAND14808,SK0044,5
CAND08301,SK0276,3
CAND07235,SK0275,5
CAND02622,SK0030,3
CAND00625,SK0006,4
CAND13149,SK0268,2
CAND00306,SK0213,4
CAND12535,SK0135,5
CAND06164,SK0120,2
CAND08071,SK0118,3
CAND03386,SK0158,5
CAND01375,SK0284,5
CAND12096,SK0071,1
CAND02982,SK0265,4
CAND01049,SK0064,5
CAND11462,SK0227,5
CAND02549,SK0048,5
CAND01586,SK0104,3
CAND14508,SK0138,4
CAND14492,SK0136,3
CAND00669,SK0099,3
CAND10875,SK0270,1
CAND13922,SK0153,2
CAND13481,SK0248,3
CAND12372,SK0272,5
CAND09091,SK0296,4
CAND07594,SK0217,1
CAND03967,SK0138,5
CAND07642,SK0273,3
CAND08828,SK0210,3
CAND10427,SK0263,2
CAND08686,SK0061,1
CAND08733,SK0011,2
CAND07032,SK0266,1
CAND05812,SK0042,4
CAND05927,SK0162,3
CAND07015,SK0236,1
CAND10751,SK0002,4
CAND05174,SK0047,1
CAND08624,SK0113,1
CAND03615,SK0262,4
CAND12713,SK0126,4
CAND02420,SK0185,4
CAND04222,SK0230,2
CAND03529,SK0196,1
CAND05280,SK0098,4
CAND11593,SK0122,5
CAND07125,SK0016,3
CAND06559,SK0073,1
CAND11286,SK0060,2
CAND00776,SK0100,2
CAND14832,SK0214,3
CAND12713,SK0284,3
CAND01599,SK0101,5
CAND03999,SK0025,5
CAND00624,SK0185,1
CAND13013,SK0175,2
CAND10206,SK0212,1
CAND14184,SK0277,2
CAND02505,SK0142,3
CAND11530,SK0284,5
CAND10605,SK0124,4
CAND10108,SK0159,1
CAND03114,SK0279,1
CAND03765,SK0223,2
CAND10533,SK0225,1
CAND00153,SK0269,5
CAND07200,SK0197,1
CAND11591,SK0167,2
CAND13254,SK0294,5
CAND10706,SK0013,3
CAND12157,SK0185,2
CAND14788,SK0215,1
CAND09931,SK0195,1
CAND07122,SK0038,2
CAND06233,SK0155,3
CAND03048,SK0252,5
CAND10087,SK0180,1
CAND10669,SK0271,5
CAND14728,SK0071,2
CAND00626,SK0252,2
CAND02385,SK0093,4
CAND04602,SK0020,1
CAND07031,SK0214,5
CAND06378,SK0127,3
CAND01719,SK0149,5
CAND01417,SK0113,5
CAND00808,SK0237,1
CAND05767,SK0285,5
CAND12060,SK0149,3
CAND00054,SK0153,5
CAND01652,SK0210,2
CAND08472,SK0149,3
CAND07341,SK0242,3
CAND03356,SK0237,4
CAND08181,SK0208,4
CAND09890,SK0143,5
CAND02616,SK0148,2
CAND06181,SK0291,4
CAND09033,SK0191,4
CAND09655,SK0170,3
CAND02030,SK0009,5
CAND03160,SK0246,2
CAND01660,SK0088,1
CAND08894,SK0254,4
CAND11352,SK0261,2
CAND02871,SK0158,3
CAND14827,SK0108,1
CAND07004,SK0056,4
CAND07926,SK0176,4
CAND08579,SK0079,5
CAND08094,SK0261,4
CAND13282,SK0275,1
CAND03858,SK0178,3
CAND14325,SK0117,1
CAND05666,SK0136,3
CAND11640,SK0086,5
CAND05146,SK0087,2
CAND06098,SK0192,3
CAND05314,SK0001,1
CAND05514,SK0102,5
CAND00241,SK0098,4
CAND08673,SK0074,2
CAND06271,SK0132,4
CAND01128,SK0092,1
CAND05410,SK0146,3
CAND13992,SK0194,2
CAND00078,SK0208,3
CAND08067,SK0158,1
CAND00066,SK0054,3
CAND02814,SK0068,3
CAND14282,SK0009,1
CAND04022,SK0208,2
CAND01093,SK0275,5
CAND03552,SK0127,4
CAND04859,SK0208,4
CAND13213,SK0197,3
CAND01463,SK0003,3
CAND05977,SK0217,5
CAND04559,SK0100,1
CAND02382,SK0228,1
CAND01697,SK0106,2
CAND10564,SK0222,4
CAND04837,SK0067,5
CAND02941,SK0021,4
CAND05361,SK0080,2
CAND01660,SK0045,2
CAND05678,SK0108,1
CAND14455,SK0134,4
CAND01603,SK0193,5
CAND12276,SK0067,4
CAND04641,SK0002,1
CAND07694,SK0193,4
CAND04381,SK0235,3
CAND13279,SK0187,5
CAND09491,SK0241,5
CAND12005,SK0086,3
CAND08682,SK0243,3
CAND01470,SK0158,4
CAND04093,SK0200,3
CAND06045,SK0276,4
CAND05521,SK0043,5
CAND13330,SK0199,3
CAND10500,SK0188,5
CAND08832,SK0216,3
CAND00593,SK0124,2
CAND12044,SK0122,5
CAND11864,SK0011,3
CAND13623,SK0209,4
CAND13206,SK0096,1
CAND11865,SK0164,1
CAND12634,SK0103,4
CAND10367,SK0209,2
CAND08371,SK0226,3
CAND04892,SK0022,5
CAND12326,SK0300,5
CAND07130,SK0122,3
CAND00854,SK0022,5
CAND03064,SK0153,4
CAND05720,SK0215,2
CAND11446,SK0164,2
CAND01904,SK0170,2
CAND05716,SK0152,1
CAND08599,SK0239,4
CAND11885,SK0072,5
CAND03823,SK0051,4
CAND03540,SK0015,3
CAND11006,SK0228,1
CAND11392,SK0175,4
CAND02079,SK0268,3
CAND06880,SK0097,5
CAND04815,SK0090,4
CAND08131,SK0142,5
CAND01153,SK0148,4
CAND00257,SK0267,3
CAND08397,SK0069,2
CAND00638,SK0159,5
CAND03171,SK0173,5
CAND02562,SK0091,4
CAND08044,SK0224,3
CAND00236,SK0247,4
CAND07635,SK0087,5
CAND13071,SK0090,2
CAND01010,SK0074,5
CAND01334,SK0177,2
CAND00252,SK0164,1
CAND07162,SK0051,4
CAND02524,SK0169,3
CAND03122,SK0171,5
CAND06519,SK0192,1
CAND09546,SK0206,1
CAND01738,SK0153,2
CAND09989,SK0162,4
CAND11100,SK0157,5
CAND07873,SK0101,5
CAND05732,SK0143,1
CAND01950,SK0241,5
CAND09591,SK0267,4
CAND11202,SK0121,5
CAND01859,SK0178,3
CAND04948,SK0139,2
CAND01974,SK0103,4
CAND05422,SK0033,4
CAND10866,SK0169,4
CAND09357,SK0175,5
CAND13920,SK0029,1
CAND13374,SK0256,1
CAND10759,SK0296,4
CAND09529,SK0261,4
CAND11157,SK0140,4
CAND01852,SK0034,4
CAND12362,SK0217,5
CAND06992,SK0044,4
CAND07210,SK0058,5
CAND00690,SK0231,5
CAND06131,SK0183,5
CAND09936,SK0243,3
CAND08531,SK0049,1
CAND01118,SK0147,5
CAND12712,SK0004,5
CAND10482,SK0087,1
CAND11781,SK0076,1
CAND10230,SK0041,2
CAND09850,SK0122,1
CAND09346,SK0018,1
CAND10758,SK0129,1
CAND14059,SK0238,3
CAND00878,SK0041,4
CAND01237,SK0265,4
CAND05378,SK0113,1
CAND09770,SK0242,2
CAND04143,SK0192,2
CAND13566,SK0101,3
CAND12036,SK0162,4
CAND09845,SK0091,3
CAND03234,SK0204,2
CAND13818,SK0292,5
CAND04713,SK0027,5
CAND06386,SK0207,2
CAND05631,SK0181,4
CAND11886,SK0255,1
CAND03103,SK0258,4
CAND04973,SK0126,1
CAND07866,SK0047,4
CAND13761,SK0170,1
CAND07507,SK0291,4
CAND13573,SK0146,3
CAND13231,SK0004,3
CAND02638,SK0277,5
CAND07646,SK0287,2
CAND04390,SK0233,4
CAND00365,SK0106,2
CAND06035,SK0143,4
CAND09920,SK0294,3
CAND07356,SK0034,3
CAND10530,SK0046,2
CAND05705,SK0148,2
CAND13657,SK0231,2
CAND03281,SK0204,1
CAND08588,SK0284,3
CAND14660,SK0121,3
CAND13989,SK0033,3
CAND08535,SK0032,1
CAND01630,SK0275,5
CAND05324,SK0263,5
CAND07107,SK0249,2
CAND09835,SK0051,4
CAND08866,SK0142,1
CAND14021,SK0008,2
CAND06389,SK0234,4
CAND07959,SK0294,4
CAND13711,SK0177,5
CAND08777,SK0172,3
CAND09953,SK0011,2
CAND11203,SK0010,5
CAND05595,SK0169,1
CAND03969,SK0176,5
CAND03834,SK0048,2
CAND14122,SK0177,3
CAND14592,SK0288,2
CAND01405,SK0027,3
CAND12015,SK0226,3
CAND14335,SK0056,4
CAND14328,SK0248,5
CAND01024,SK0269,2
CAND03108,SK0145,2
CAND00323,SK0022,1
CAND00657,SK0280,2
CAND06064,SK0116,4
CAND02026,SK0166,2
CAND04186,SK0294,1
CAND09497,SK0059,3
CAND05719,SK0113,2
CAND10392,SK0158,1
CAND11554,SK0172,1
CAND04895,SK0250,2
CAND11936,SK0284,3
CAND05504,SK0224,5
CAND02180,SK0003,4
CAND05148,SK0083,4
CAND02821,SK0009,2
CAND11388,SK0299,3
CAND01304,SK0013,3
CAND08343,SK0066,1
CAND04394,SK0259,5
CAND04590,SK0061,5
CAND02955,SK0105,5
CAND04234,SK0191,2
CAND07039,SK0169,5
CAND14806,SK0280,3
CAND05076,SK0253,4
CAND03314,SK0208,1
CAND08004,SK0142,2
CAND01771,SK0255,3
CAND13499,SK0298,2
CAND00520,SK0037,3
CAND02216,SK0179,2
CAND09073,SK0249,1
CAND07225,SK0104,1
CAND13552,SK0004,5
CAND00455,SK0159,1
CAND08922,SK0193,1
CAND06004,SK0197,5
CAND13186,SK0075,1
CAND14263,SK0098,1
CAND06374,SK0297,5
CAND09957,SK0087,4
CAND02917,SK0054,1
CAND00171,SK0246,3
CAND04473,SK0046,1
CAND05529,SK0293,4
CAND00678,SK0243,2
CAND07653,SK0168,1
CAND05298,SK0282,2
CAND01806,SK0084,1
CAND03921,SK0262,4
CAND13217,SK0075,2
CAND03808,SK0130,1
CAND13658,SK0030,2
CAND09456,SK0264,4
CAND12771,SK0021,1
CAND04480,SK0146,5
CAND00082,SK0282,4
CAND00574,SK0100,5
CAND13676,SK0042,1
CAND00590,SK0143,1
CAND11401,SK0099,5
CAND01552,SK0274,2
CAND14003,SK0214,3
CAND01745,SK0263,3
CAND07236,SK0233,1
CAND10777,SK0142,3
CAND02237,SK0210,2
CAND10604,SK0046,3
CAND04063,SK0143,1
CAND12364,SK0026,3
CAND04519,SK0147,5
CAND10302,SK0105,4
CAND12312,SK0020,4
CAND11918,SK0245,4
CAND05849,SK0112,5
CAND05407,SK0273,4
CAND10663,SK0245,2
CAND11585,SK0109,1
CAND07229,SK0136,3
CAND02415,SK0215,4
CAND10768,SK0218,2
CAND11847,SK0128,4
CAND02710,SK0157,2
CAND06851,SK0022,2
CAND09088,SK0219,2
CAND10122,SK0112,1
CAND04609,SK0128,3
CAND06532,SK0183,2
CAND05994,SK0077,1
CAND10746,SK0033,1
CAND00266,SK0094,4
CAND09388,SK0091,1
CAND11393,SK0069,5
CAND14681,SK0008,3
CAND04106,SK0026,3
CAND06751,SK0283,5
CAND04057,SK0106,2
CAND14107,SK0127,3
CAND09272,SK0109,5
CAND10032,SK0023,2
CAND13491,SK0146,5
CAND12092,SK0280,5
CAND05794,SK0228,1
CAND07352,SK0145,3
CAND13468,SK0066,3
CAND03574,SK0276,2
CAND11559,SK0178,3
CAND13921,SK0012,4
CAND02595,SK0215,3
CAND03376,SK0089,5
CAND11140,SK0135,2
CAND04783,SK0060,2
CAND08894,SK0085,1
CAND08195,SK0044,3
CAND03826,SK0281,1
CAND07433,SK0063,3
CAND11692,SK0116,2
CAND07449,SK0103,5
CAND02530,SK0002,4
CAND02976,SK0180,4
CAND07520,SK0233,2
CAND09095,SK0058,4
CAND06580,SK0179,2
CAND11365,SK0045,2
CAND04388,SK0278,1
CAND11097,SK0095,1
CAND07541,SK0139,3
CAND12080,SK0053,4
CAND13389,SK0040,4
CAND00347,SK0140,1
CAND09843,SK0149,3
CAND13149,SK0152,5
CAND05823,SK0177,3
CAND07984,SK0077,5
CAND14650,SK0022,2
CAND05443,SK0004,2
CAND02497,SK0078,1
CAND08462,SK0250,1
CAND07450,SK0106,1
CAND11149,SK0128,3
CAND08044,SK0083,1
CAND10842,SK0115,5
CAND07166,SK0220,1
CAND10398,SK0024,2
CAND12691,SK0111,1
CAND14934,SK0200,3
CAND12890,SK0007,5
CAND14302,SK0283,4
CAND10091,SK0210,2
CAND08587,SK0012,1
CAND07057,SK0030,2
CAND07668,SK0025,2
CAND06022,SK0022,2
CAND02928,SK0266,4
CAND11119,SK0064,2
CAND01640,SK0210,4
CAND00539,SK0163,1
CAND13387,SK0087,4
CAND00591,SK0059,1
CAND13437,SK0256,4
CAND09697,SK0270,1
CAND02647,SK0006,1
CAND09169,SK0262,1
CAND07181,SK0083,4
CAND12368,SK0124,3
CAND09172,SK0094,5
CAND05759,SK0278,1
CAND04793,SK0231,4
CAND06372,SK0006,5
CAND03615,SK0056,3
CAND11381,SK0243,4
CAND09829,SK0268,4
CAND09588,SK0166,4
CAND07934,SK0275,2
CAND09831,SK0020,3
CAND09534,SK0276,5
CAND02743,SK0241,4
CAND05857,SK0033,1
CAND09558,SK0162,3
CAND04383,SK0039,3
CAND04014,SK0137,4
CAND04346,SK0285,1
CAND12015,SK0205,4
CAND06641,SK0282,1
CAND12114,SK0245,5
CAND10551,SK0081,1
CAND14121,SK0210,4
CAND04590,SK0172,3
CAND06892,SK0283,5
CAND07182,SK0257,3
CAND09654,SK0226,1
CAND02409,SK0185,2
CAND06283,SK0179,2
CAND10494,SK0131,2
CAND03675,SK0235,4
CAND06611,SK0161,1
CAND08844,SK0289,4
CAND00037,SK0101,3
CAND03862,SK0254,5
CAND09649,SK0151,5
CAND11633,SK0257,1
CAND11015,SK0251,4
CAND04200,SK0146,5
CAND06078,SK0015,5
CAND04862,SK0062,5
CAND04227,SK0201,1
CAND01526,SK0155,4
CAND13813,SK0013,5
CAND04217,SK0297,2
CAND05374,SK0002,5
CAND06135,SK0123,1
CAND14695,SK0252,4
CAND01246,SK0212,3
CAND01506,SK0163,5
CAND06456,SK0180,3
CAND03445,SK0257,3
CAND11879,SK0190,3
CAND05519,SK0159,4
CAND07083,SK0015,5
CAND10337,SK0200,2
CAND11440,SK0105,4
CAND05540,SK0166,1
CAND11005,SK0250,5
CAND11878,SK0283,2
CAND07279,SK0091,1
CAND09928,SK0202,5
CAND00031,SK0014,5
CAND12928,SK0015,1
CAND12012,SK0295,3
CAND11053,SK0226,1
CAND01305,SK0110,1
CAND02773,SK0118,1
CAND00187,SK0155,3
CAND11337,SK0255,4
CAND09017,SK0279,4
CAND02118,SK0142,2
CAND14356,SK0161,1
CAND13136,SK0072,5
CAND11817,SK0161,1
CAND11979,SK0288,3
CAND01559,SK0184,1
CAND05177,SK0098,1
CAND06238,SK0098,5
CAND04938,SK0080,3
CAND09626,SK0053,2
CAND14287,SK0098,1
CAND05751,SK0225,3
CAND02493,SK0278,1
CAND05392,SK0265,2
CAND11415,SK0005,5
CAND02596,SK0131,1
CAND04878,SK0277,5
CAND10681,SK0297,2
CAND00554,SK0149,4
CAND12608,SK0037,4
CAND12570,SK0198,4
CAND12249,SK0006,2
CAND08169,SK0280,5
CAND04739,SK0166,3
CAND04524,SK0132,2
CAND12652,SK0110,5
CAND08852,SK0022,2
CAND08332,SK0083,4
CAND00671,SK0203,2
CAND00324,SK0007,1
CAND08868,SK0081,3
CAND13260,SK0035,5
CAND13507,SK0223,2
CAND04057,SK0160,1
CAND14808,SK0116,4
CAND10651,SK0244,1
CAND02743,SK0023,5
CAND06524,SK0255,2
CAND14575,SK0113,4
CAND13258,SK0117,4
CAND09490,SK0040,4
CAND02856,SK0136,4
CAND12710,SK0144,4
CAND03733,SK0210,2
CAND14551,SK0023,2
CAND07890,SK0083,4
CAND13615,SK0026,2
CAND01106,SK0009,4
CAND02998,SK0016,1
CAND04594,SK0054,4
CAND09796,SK0257,1
CAND14000,SK0298,4
CAND03606,SK0205,3
CAND04537,SK0218,3
CAND12591,SK0148,5
CAND09118,SK0193,4
CAND03351,SK0267,5
CAND06726,SK0207,4
CAND02735,SK0224,3
CAND09348,SK0134,5
CAND14243,SK0272,3
CAND00696,SK0281,2
CAND12389,SK0129,5
CAND00728,SK0169,5
CAND12544,SK0125,2
CAND06192,SK0086,5
CAND05102,SK0106,1
CAND03891,SK0217,1
CAND04334,SK0221,5
CAND00741,SK0151,4
CAND08525,SK0042,1
CAND14644,SK0206,2
CAND01716,SK0064,2
CAND14512,SK0039,3
CAND14135,SK0179,3
CAND00710,SK0180,2
CAND10198,SK0254,5
CAND14853,SK0158,1
CAND04845,SK0204,2
CAND02852,SK0071,2
CAND03054,SK0112,5
CAND00004,SK0193,5
CAND00686,SK0242,3
CAND07913,SK0062,4
CAND01611,SK0252,4
CAND12804,SK0054,4
CAND08197,SK0255,3
CAND12560,SK0025,2
CAND04473,SK0222,4
CAND08666,SK0037,5
CAND00286,SK0042,5
CAND08912,SK0204,5
CAND09134,SK0220,2
CAND07606,SK0265,5
CAND09082,SK0055,4
CAND13738,SK0165,2
CAND02385,SK0029,4
CAND06802,SK0135,2
CAND02719,SK0144,5
CAND01677,SK0174,3
CAND09898,SK0277,1
CAND12212,SK0031,4
CAND00676,SK0180,1
CAND11838,SK0038,5
CAND14592,SK0253,5
CAND00043,SK0239,4
CAND11657,SK0009,5
CAND08906,SK0207,4
CAND14834,SK0113,3
CAND03651,SK0079,2
CAND03245,SK0127,4
CAND00918,SK0041,2
CAND06922,SK0093,4
CAND12714,SK0117,5
CAND01650,SK0074,1
CAND07552,SK0082,2
CAND12766,SK0125,2
CAND02608,SK0154,4
CAND14076,SK0176,5
CAND10885,SK0094,1
CAND04260,SK0242,5
CAND13600,SK0134,2
CAND07726,SK0175,5
CAND03321,SK0073,2
CAND07664,SK0010,3
CAND12017,SK0156,4
CAND12222,SK0216,5
CAND00325,SK0210,1
CAND14194,SK0135,2
CAND12968,SK0068,5
CAND06088,SK0051,2
CAND13371,SK0045,5
CAND12416,SK0203,1
CAND02617,SK0051,3
CAND09088,SK0012,4
CAND09686,SK0245,3
CAND08159,SK0292,3
CAND09415,SK0043,4
CAND08897,SK0044,5
CAND08385,SK0070,2
CAND07937,SK0115,5
CAND00868,SK0114,2
CAND03057,SK0013,2
CAND08416,SK0085,3
CAND08716,SK0193,3
CAND05877,SK0059,4
CAND11215,SK0041,5
CAND01044,SK0124,2
CAND06352,SK0014,3
CAND07802,SK0284,4
CAND11502,SK0268,4
CAND00591,SK0250,2
CAND01680,SK0256,1
CAND09981,SK0277,3
CAND02138,SK0200,3
CAND06653,SK0010,5
CAND07313,SK0099,4
CAND10102,SK0002,1
CAND13889,SK0040,3
CAND06884,SK0142,2
CAND07798,SK0002,5
CAND06277,SK0230,4
CAND08967,SK0062,1
CAND14937,SK0134,3
CAND01365,SK0135,4
CAND02223,SK0165,2
CAND10495,SK0221,2
CAND10922,SK0003,4
CAND06153,SK0267,1
CAND12593,SK0153,3
CAND11695,SK0175,2
CAND14592,SK0122,5
CAND08120,SK0019,3
CAND10678,SK0092,5
CAND11945,SK0038,1
CAND08626,SK0276,3
CAND11150,SK0141,1
CAND04973,SK0039,3
CAND05377,SK0035,4
CAND08271,SK0295,3
CAND01312,SK0129,4
CAND13118,SK0164,3
CAND10237,SK0224,2
CAND13551,SK0273,2
CAND14553,SK0076,1
CAND08499,SK0119,2
CAND10231,SK0058,4
CAND14437,SK0151,3
CAND01943,SK0193,4
CAND09494,SK0078,2
CAND08314,SK0121,4
CAND06502,SK0024,5
CAND01579,SK0120,4
CAND04851,SK0140,5
CAND04905,SK0297,2
CAND01098,SK0286,2
CAND00577,SK0195,3
CAND14360,SK0058,3
CAND07388,SK0005,2
CAND05050,SK0245,4
CAND09269,SK0114,4
CAND05821,SK0225,4
CAND10765,SK0029,1
CAND09802,SK0088,2
CAND03692,SK0058,2
CAND08291,SK0258,3
CAND08837,SK0235,4
CAND03529,SK0033,4
CAND09554,SK0140,3
CAND04882,SK0096,2
CAND06750,SK0074,4
CAND07861,SK0194,5
CAND05851,SK0090,3
CAND03717,SK0172,3
CAND08345,SK0049,5
CAND09384,SK0185,3
CAND00163,SK0251,2
CAND09244,SK0148,4
CAND01771,SK0202,5
CAND11800,SK0118,4
CAND07211,SK0204,5
CAND14260,SK0236,5
CAND14189,SK0226,4
CAND02142,SK0229,4
CAND06763,SK0243,1
CAND07086,SK0300,4
CAND04789,SK0035,2
CAND04939,SK0101,5
CAND03414,SK0201,2
CAND05392,SK0081,2
CAND13522,SK0136,3
CAND14623,SK0258,3
CAND06256,SK0110,5
CAND10966,SK0224,3
CAND09617,SK0036,2
CAND04166,SK0184,2
CAND05925,SK0057,4
CAND10546,SK0049,3
CAND11622,SK0290,1
CAND01709,SK0180,1
CAND12146,SK0032,5
CAND14318,SK0289,1
CAND01806,SK0117,4
CAND07526,SK0118,1
CAND11412,SK0049,4
CAND13193,SK0188,1
CAND09855,SK0056,1
CAND06265,SK0202,5
CAND08249,SK0071,2
CAND01530,SK0099,4
CAND01654,SK0011,5
CAND05748,SK0066,3
CAND03080,SK0248,4
CAND12808,SK0225,2
CAND02372,SK0184,2
CAND08884,SK0300,3
CAND09234,SK0212,2
CAND09539,SK0201,1
CAND05714,SK0070,3
CAND02059,SK0007,1
CAND05995,SK0094,5
CAND06319,SK0146,3
CAND12163,SK0206,2
CAND14127,SK0080,4
CAND13970,SK0170,5
CAND02840,SK0244,1
CAND01773,SK0144,3
CAND14222,SK0171,1
CAND03424,SK0010,5
CAND04289,SK0257,4
CAND01007,SK0049,3
CAND10056,SK0254,1
CAND02758,SK0104,5
CAND14401,SK0243,2
CAND12043,SK0106,1
CAND00687,SK0224,3
CAND10132,SK0164,3
CAND07077,SK0133,5
CAND12479,SK0123,3
CAND03981,SK0153,2
CAND14461,SK0183,3
CAND00668,SK0064,3
CAND05893,SK0053,3
CAND05399,SK0236,1
CAND13426,SK0243,4
CAND07992,SK0261,3
CAND07504,SK0216,2
CAND04327,SK0219,5
CAND11885,SK0239,2
CAND08628,SK0251,1
CAND03127,SK0098,1
CAND02334,SK0165,1
CAND06360,SK0183,3
CAND11734,SK0164,4
CAND11394,SK0069,1
CAND04502,SK0148,2
CAND12004,SK0055,5
CAND06308,SK0241,5
CAND03661,SK0116,2
CAND09831,SK0297,5
CAND07149,SK0097,2
CAND07298,SK0023,3
CAND04892,SK0121,1
CAND05268,SK0117,4
CAND06215,SK0176,2
CAND11758,SK0224,4
CAND00285,SK0242,4
CAND03340,SK0290,2
CAND02841,SK0074,2
CAND11123,SK0117,2
CAND04883,SK0211,4
CAND02890,SK0129,4
CAND05796,SK0156,4
CAND02446,SK0001,3
CAND10710,SK0217,2
CAND13624,SK0173,2
CAND08330,SK0080,5
CAND10658,SK0025,4
CAND08919,SK0211,1
CAND07368,SK0221,4
CAND07607,SK0096,3
CAND01181,SK0079,5
CAND14719,SK0025,1
CAND06217,SK0280,1
CAND09803,SK0215,5
CAND05609,SK0098,5
CAND01904,SK0010,4
CAND05296,SK0263,5
CAND14311,SK0026,5
CAND08340,SK0184,2
CAND03781,SK0051,1
CAND14550,SK0157,1
CAND09029,SK0041,4
CAND03853,SK0007,4
CAND06043,SK0297,2
CAND02464,SK0244,1
CAND13397,SK0254,4
CAND11981,SK0205,2
CAND00486,SK0298,2
CAND01077,SK0176,4
CAND03196,SK0020,5
CAND00886,SK0252,2
CAND03555,SK0196,3
CAND03993,SK0179,4
CAND06040,SK0027,1
CAND01900,SK0049,4
CAND06191,SK0006,3
CAND06596,SK0211,5
CAND07190,SK0165,3
CAND00438,SK0243,3
CAND14615,SK0279,2
CAND13629,SK0228,3
CAND10054,SK0229,2
CAND03570,SK0086,4
CAND01001,SK0275,2
CAND02099,SK0082,1
CAND01867,SK0212,4
CAND11219,SK0205,2
CAND02205,SK0244,4
CAND02123,SK0144,5
CAND12751,SK0269,5
CAND02925,SK0033,1
CAND02127,SK0285,5
CAND12156,SK0298,2
CAND04659,SK0295,1
CAND14795,SK0100,1
CAND00131,SK0247,3
CAND08405,SK0044,3
CAND04136,SK0026,4
CAND01663,SK0155,4
CAND01408,SK0089,4
CAND11056,SK0207,2
CAND12420,SK0180,1
CAND11356,SK0272,4
CAND01494,SK0197,2
CAND10331,SK0294,5
CAND01339,SK0033,1
CAND14162,SK0101,5
CAND09916,SK0246,1
CAND02182,SK0041,1
CAND07157,SK0070,1
CAND08103,SK0214,3
CAND04929,SK0069,1
CAND06823,SK0034,1
CAND11828,SK0076,4
CAND11103,SK0039,5
CAND01071,SK0075,3
CAND04049,SK0272,4
CAND07497,SK0125,1
CAND09173,SK0144,2
CAND06416,SK0113,2
CAND07678,SK0030,1
CAND05184,SK0118,2
CAND12543,SK0115,1
CAND06700,SK0079,5
CAND14498,SK0242,1
CAND11288,SK0231,5
CAND08184,SK0062,3
CAND12146,SK0132,5
CAND11375,SK0288,5
CAND01959,SK0016,1
CAND12467,SK0179,3
CAND10643,SK0222,5
CAND10784,SK0192,4
CAND13412,SK0095,3
CAND01938,SK0157,3
CAND07684,SK0071,5
CAND07886,SK0021,4
CAND13887,SK0284,2
CAND08442,SK0257,1
CAND04329,SK0256,1
CAND10692,SK0053,1
CAND03246,SK0113,1
CAND11888,SK0048,3
CAND03696,SK0022,3
CAND13750,SK0055,4
CAND14680,SK0054,5
CAND10677,SK0194,1
CAND07089,SK0215,1
CAND06853,SK0095,1
CAND07167,SK0180,2
CAND10261,SK0101,4
CAND04416,SK0186,4
CAND06110,SK0240,5
CAND04476,SK0167,2
CAND06235,SK0286,3
CAND14011,SK0163,1
CAND11799,SK0037,3
CAND04867,SK0120,2
CAND05751,SK0075,3
CAND02473,SK0129,5
CAND06831,SK0210,3
CAND07135,SK0020,4
CAND08695,SK0242,2
CAND12412,SK0268,5
CAND00896,SK0026,3
CAND12642,SK0073,5
CAND02633,SK0168,5
CAND04954,SK0231,4
CAND14753,SK0104,5
CAND07711,SK0239,2
CAND12763,SK0073,5
CAND13089,SK0062,5
CAND05034,SK0113,5
CAND12086,SK0192,1
CAND12308,SK0010,5
CAND04724,SK0191,4
CAND04335,SK0195,4
CAND09359,SK0271,4
CAND14700,SK0013,1
CAND03092,SK0277,3
CAND03323,SK0211,5
CAND10451,SK0211,2
CAND11969,SK0227,4
CAND14462,SK0141,5
CAND02409,SK0244,3
CAND14698,SK0143,4
CAND04145,SK0232,1
CAND11554,SK0072,5
CAND08666,SK0045,4
CAND01060,SK0146,2
CAND09018,SK0166,2
CAND00563,SK0238,3
CAND12622,SK0030,2
CAND02433,SK0213,5
CAND11494,SK0288,4
CAND08705,SK0199,2
CAND08819,SK0176,5
CAND03793,SK0168,4
CAND06871,SK0001,1
CAND10116,SK0258,1
