employee_id,salary,bonus,department_id,job_title,effective_date
EMP05538,159466.3,12574.68,D017,"Programme researcher, broadcasting/film/video",2024-01-16
EMP05539,114118.61,15326.87,D011,Sports coach,2024-01-18
EMP05540,93973.14,12835.98,D006,Associate Professor,2025-04-29
EMP05541,116688.39,12826.85,D010,Barista,2025-02-20
EMP05542,117777.3,16112.15,D016,Public relations officer,2024-06-19
EMP05543,132071.58,14576.94,D009,"Teacher, secondary school",2026-05-10
EMP05544,104016.24,16859.14,D013,Early years teacher,2025-12-11
EMP05545,150629.27,19099.51,D011,Geophysicist/field seismologist,2025-02-10
EMP05546,96047.84,4657.81,D015,Phytotherapist,2026-03-09
EMP05547,85188.52,1143.52,D014,"Engineer, technical sales",2026-04-20
EMP05548,125119.85,24151.04,D019,Office manager,2026-04-29
EMP05549,118774.78,5315.62,D003,Paediatric nurse,2025-03-29
EMP05550,94745.69,1826.84,D013,Tour manager,2026-02-09
EMP05551,148041.71,32.33,D020,"Scientist, research (medical)",2023-09-14
EMP05552,109624.66,5694.03,D009,Financial controller,2026-03-25
EMP05553,129747.98,3252.98,D011,Purchasing manager,2024-04-08
EMP05554,117530.48,13802.95,D005,Maintenance engineer,2023-11-12
EMP05555,147000.88,27729.75,D010,Media buyer,2025-08-08
EMP05556,83263.04,15804.27,D007,Medical secretary,2024-07-01
EMP05557,86009.92,3671.82,D012,Adult guidance worker,2023-11-16
EMP05558,90989.79,2745.85,D006,Health service manager,2023-08-12
EMP05559,127088.55,6883.43,D001,Legal secretary,2025-01-25
EMP05560,94366.64,2238.92,D006,Sport and exercise psychologist,2025-08-10
EMP05561,100502.35,10796.72,D012,Financial planner,2025-03-18
EMP05562,94502.24,14340.47,D013,"Solicitor, Scotland",2024-04-25
EMP05563,151739.37,2700.79,D018,"Research officer, government",2025-08-17
EMP05564,107021.83,6641.32,D003,Media planner,2025-03-08
EMP05565,118934.64,16622.32,D005,Arboriculturist,2024-11-07
EMP05566,80845.78,5943.07,D010,"Administrator, Civil Service",2025-08-10
EMP05567,104582.05,9491.06,D004,Restaurant manager,2025-06-24
EMP05568,109426.12,2866.15,D006,"Psychologist, forensic",2026-05-11
EMP05569,109904.5,8119.64,D018,Ambulance person,2024-11-02
EMP05570,75733.0,1631.7,D013,Warehouse manager,2024-11-19
EMP05571,72597.73,7054.1,D011,Television camera operator,2024-06-17
EMP05572,135062.05,6524.28,D020,Audiological scientist,2026-05-30
EMP05573,127578.97,5610.46,D005,Emergency planning/management officer,2025-08-17
EMP05574,124089.6,19951.87,D001,Commercial art gallery manager,2023-10-01
EMP05575,119889.16,23567.94,D010,"Producer, radio",2024-07-08
EMP05576,49328.06,2646.56,D003,Dance movement psychotherapist,2026-02-02
EMP05577,90134.21,5698.28,D013,Chief of Staff,2024-06-26
EMP05578,99294.32,9603.94,D015,Careers adviser,2024-11-01
EMP05579,119917.35,5650.58,D019,Ergonomist,2025-08-27
EMP05580,132366.9,2293.36,D015,Medical laboratory scientific officer,2024-12-31
EMP05581,95351.05,16584.21,D008,Theatre manager,2026-06-03
EMP05582,67569.38,11226.85,D007,"Restaurant manager, fast food",2024-05-17
EMP05583,105271.49,11850.21,D014,"Accountant, chartered",2023-10-22
EMP05584,137861.13,4087.23,D014,Heritage manager,2025-05-08
EMP05585,116406.5,14847.09,D017,"Engineer, automotive",2024-11-07
EMP05586,119582.48,19226.19,D004,"Engineer, manufacturing systems",2026-05-08
EMP05587,134381.14,11059.59,D010,Fast food restaurant manager,2025-10-14
EMP05588,87280.2,7729.22,D002,Clinical molecular geneticist,2024-01-26
EMP05589,108372.43,9394.52,D001,Minerals surveyor,2024-10-13
EMP05590,73068.7,6025.06,D020,Petroleum engineer,2026-02-01
EMP05591,144831.68,566.03,D014,Telecommunications researcher,2023-09-08
EMP05592,113638.14,16940.43,D005,Petroleum engineer,2024-06-27
EMP05593,121134.74,12258.11,D012,"Geneticist, molecular",2026-08-01
EMP05594,72383.23,3394.22,D008,Adult nurse,2023-12-25
EMP05595,95930.16,12522.96,D001,Commercial art gallery manager,2024-04-12
EMP05596,114338.37,11798.38,D001,Art therapist,2025-11-21
EMP05597,69694.6,9228.5,D003,Charity officer,2025-12-29
EMP05598,84450.65,4636.61,D007,Insurance underwriter,2025-05-29
EMP05599,80894.86,3288.99,D005,"Optician, dispensing",2024-09-12
EMP05600,123865.72,9297.25,D014,Airline pilot,2025-05-23
EMP05601,55492.54,1153.01,D010,Chemical engineer,2023-12-27
EMP05602,110356.96,13663.73,D010,Waste management officer,2025-08-02
EMP05603,101112.21,13259.96,D008,"Engineer, communications",2024-11-03
EMP05604,89439.82,15982.19,D012,"Engineer, manufacturing",2026-02-03
EMP05605,134790.09,10324.63,D018,"Journalist, newspaper",2025-10-25
EMP05606,104144.23,14076.43,D019,Electronics engineer,2024-11-27
EMP05607,180059.04,11700.9,D002,Actor,2024-01-11
EMP05608,130094.08,3485.64,D011,"Presenter, broadcasting",2026-03-13
EMP05609,131630.29,4616.98,D017,Dietitian,2026-06-18
EMP05610,94028.7,3439.52,D008,Ecologist,2024-03-02
EMP05611,102616.99,5001.76,D020,Music therapist,2026-03-07
EMP05612,133255.08,2173.67,D007,Audiological scientist,2026-05-05
EMP05613,124097.18,6099.02,D013,Tax adviser,2026-01-04
EMP05614,127146.16,15831.56,D003,"Engineer, maintenance (IT)",2026-02-14
EMP05615,84390.37,1489.42,D014,Careers adviser,2024-10-10
EMP05616,117779.7,7468.15,D020,Network engineer,2024-12-27
EMP05617,118542.61,19397.3,D003,Health and safety adviser,2025-04-23
EMP05618,120342.21,21284.91,D014,"Conservator, furniture",2025-12-12
EMP05619,89792.32,3313.09,D013,Nature conservation officer,2024-05-10
EMP05620,49267.73,744.51,D014,Oceanographer,2025-08-16
EMP05621,61750.7,469.97,D004,Ergonomist,2026-02-15
EMP05622,112402.85,22145.44,D019,Exercise physiologist,2024-04-30
EMP05623,64430.61,8722.05,D019,Commercial horticulturist,2024-02-13
EMP05624,134328.48,2266.38,D020,Museum education officer,2024-07-28
EMP05625,104728.86,8210.45,D015,Chief Marketing Officer,2024-07-27
EMP05626,73958.28,10590.83,D014,"Horticulturist, commercial",2025-01-17
EMP05627,131906.3,21684.44,D011,Associate Professor,2023-09-18
EMP05628,97955.7,11412.94,D006,Stage manager,2023-09-13
EMP05629,49168.86,315.86,D006,"Designer, furniture",2024-11-27
EMP05630,151753.14,21764.69,D011,Energy manager,2024-12-25
EMP05631,119828.52,20671.52,D018,Civil Service fast streamer,2024-06-25
EMP05632,83718.25,14418.02,D006,Actor,2026-02-26
EMP05633,118543.27,18896.97,D014,Bonds trader,2026-01-21
EMP05634,125240.1,24771.27,D010,Public relations officer,2023-10-17
EMP05635,124339.69,15938.9,D010,Chartered certified accountant,2024-01-19
EMP05636,91590.38,12273.64,D002,"Production assistant, radio",2024-06-17
EMP05637,127669.14,8598.02,D011,Community arts worker,2023-10-21
EMP05638,155593.85,23719.92,D004,Town planner,2024-05-02
EMP05639,134912.47,24971.87,D017,Television floor manager,2024-04-24
EMP05640,63867.21,11562.32,D018,Hotel manager,2025-02-11
EMP05641,106335.36,13728.92,D008,Investment analyst,2025-07-19
EMP05642,98926.28,8441.73,D001,"Psychologist, occupational",2026-05-22
EMP05643,56707.96,5560.2,D008,Fitness centre manager,2025-08-13
EMP05644,111848.85,16436.65,D009,Armed forces training and education officer,2025-05-11
EMP05645,116974.43,15540.78,D001,"Lecturer, higher education",2024-08-30
EMP05646,142088.33,1264.56,D008,Clinical molecular geneticist,2024-10-18
EMP05647,157847.94,20648.28,D006,Trade mark attorney,2024-04-12
EMP05648,108855.02,8781.78,D013,"Teacher, primary school",2025-11-13
EMP05649,113866.82,13598.43,D014,Medical illustrator,2025-01-04
EMP05650,155197.18,26936.91,D010,Air cabin crew,2024-07-04
EMP05651,57656.06,10254.03,D005,"Surveyor, building",2025-08-13
EMP05652,136352.89,22799.99,D001,"Buyer, retail",2024-07-22
EMP05653,142857.62,26413.96,D003,"Therapist, sports",2026-07-07
EMP05654,137752.26,26239.87,D005,"Administrator, arts",2024-06-01
EMP05655,129529.8,18908.27,D011,"Accountant, chartered public finance",2024-09-10
EMP05656,94594.39,7694.07,D020,Learning mentor,2024-02-09
EMP05657,67190.73,9945.61,D019,Passenger transport manager,2025-03-31
EMP05658,97697.18,16845.76,D019,Prison officer,2024-04-29
EMP05659,150346.46,23526.94,D014,"Exhibitions officer, museum/gallery",2025-02-04
EMP05660,116330.96,3300.59,D012,Materials engineer,2023-11-12
EMP05661,90959.8,10660.83,D014,"Designer, industrial/product",2025-12-19
EMP05662,120877.27,10686.24,D015,Pensions consultant,2026-07-12
EMP05663,170979.47,6918.2,D001,Equities trader,2024-04-11
EMP05664,109324.4,17863.47,D018,Medical sales representative,2024-09-29
EMP05665,98820.38,3254.92,D005,"Therapist, sports",2024-12-29
EMP05666,128975.3,25109.29,D006,"Merchandiser, retail",2024-04-29
EMP05667,126105.97,18547.6,D019,Chartered loss adjuster,2024-02-06
EMP05668,95798.05,11851.25,D010,Public house manager,2025-08-28
EMP05669,76090.52,4168.21,D001,Podiatrist,2026-01-29
EMP05670,105365.33,18128.17,D016,Field trials officer,2025-03-07
EMP05671,69612.57,5250.79,D012,Medical illustrator,2024-12-19
EMP05672,47031.96,5951.36,D011,"Education officer, environmental",2025-07-11
EMP05673,96970.77,1390.34,D005,"Geneticist, molecular",2024-01-13
EMP05674,125168.73,4789.68,D013,Clinical molecular geneticist,2026-03-22
EMP05675,96907.02,18331.36,D008,Film/video editor,2024-12-11
EMP05676,81114.59,8340.17,D017,Air broker,2024-02-26
EMP05677,105791.77,19917.79,D009,Dealer,2025-03-13
EMP05678,117931.88,11744.32,D014,Electronics engineer,2026-01-18
EMP05679,79427.39,4216.06,D020,Secretary/administrator,2023-09-30
EMP05680,99635.38,8570.54,D008,Mudlogger,2025-10-29
EMP05681,91298.5,5502.14,D010,Quality manager,2024-03-09
EMP05682,96105.2,19142.14,D020,Chief Technology Officer,2024-03-01
EMP05683,84634.46,16732.74,D011,Audiological scientist,2024-03-15
EMP05684,90048.8,7388.02,D011,Occupational psychologist,2025-02-05
EMP05685,100495.83,5688.8,D007,Patent examiner,2026-07-23
EMP05686,95993.46,6557.29,D017,"Journalist, newspaper",2023-11-08
EMP05687,98881.86,1558.68,D008,Pharmacologist,2026-07-27
EMP05688,115976.52,14401.94,D011,Advertising copywriter,2024-09-28
EMP05689,143451.5,6736.09,D015,Dispensing optician,2025-02-07
EMP05690,119910.31,22578.39,D018,Hospital pharmacist,2025-12-08
EMP05691,133905.02,13236.84,D010,Television camera operator,2025-06-14
EMP05692,110087.6,3430.19,D002,Diplomatic Services operational officer,2025-09-09
EMP05693,90319.64,9281.67,D017,"Engineer, automotive",2023-10-02
EMP05694,132938.26,7946.76,D003,Medical technical officer,2024-08-02
EMP05695,120306.46,9780.98,D009,Product designer,2025-06-19
EMP05696,104317.16,3262.12,D012,Printmaker,2023-12-16
EMP05697,127481.86,19965.84,D015,"Producer, radio",2024-08-27
EMP05698,121166.07,14149.68,D006,Holiday representative,2026-03-15
EMP05699,126258.97,23297.1,D019,Ceramics designer,2026-02-23
EMP05700,126634.07,13201.11,D010,Illustrator,2025-04-26
EMP05701,145438.38,936.05,D019,TEFL teacher,2025-12-16
EMP05702,136958.06,11033.63,D002,Armed forces logistics/support/administrative officer,2025-04-07
EMP05703,96844.3,5778.69,D007,Mental health nurse,2026-04-08
EMP05704,73474.1,1042.19,D008,Public affairs consultant,2025-12-13
EMP05705,122217.85,6297.11,D001,Chartered certified accountant,2024-09-27
EMP05706,126842.9,22944.21,D018,Research scientist (physical sciences),2025-04-02
EMP05707,157842.64,7011.8,D003,Leisure centre manager,2026-01-14
EMP05708,96394.06,14858.17,D004,"Engineer, agricultural",2025-02-24
EMP05709,133079.4,16734.06,D016,Dentist,2025-11-20
EMP05710,86909.2,4879.4,D008,"Conservation officer, historic buildings",2026-03-04
EMP05711,126490.1,3244.02,D020,Research scientist (life sciences),2023-09-07
EMP05712,132721.64,14787.22,D013,Waste management officer,2025-12-24
EMP05713,84463.88,6047.51,D020,"Research officer, political party",2026-03-17
EMP05714,102830.73,15909.6,D013,Magazine features editor,2025-08-12
EMP05715,108216.0,20223.63,D016,"Development worker, community",2026-02-07
EMP05716,83333.68,7700.23,D017,"Nurse, mental health",2023-12-26
EMP05717,146195.84,2778.03,D008,Community development worker,2025-06-08
EMP05718,142850.76,18475.6,D013,Interpreter,2025-06-25
EMP05719,146432.72,621.56,D004,Secretary/administrator,2026-04-13
EMP05720,109401.01,21113.37,D006,"Psychologist, forensic",2026-01-01
EMP05721,104054.47,4420.2,D007,"Scientist, research (medical)",2024-06-29
EMP05722,85193.43,745.82,D012,"Scientist, research (physical sciences)",2023-09-17
EMP05723,113552.68,10145.31,D008,"Therapist, nutritional",2024-02-15
EMP05724,122313.25,1458.53,D011,Commercial art gallery manager,2024-03-14
EMP05725,68995.56,11759.32,D002,Oncologist,2025-12-13
EMP05726,107042.22,15338.84,D002,"Surveyor, building",2024-01-31
EMP05727,104171.5,2937.13,D010,Fisheries officer,2025-12-14
EMP05728,184755.86,1334.81,D002,Child psychotherapist,2025-11-21
EMP05729,111612.59,10516.55,D002,Publishing rights manager,2026-07-02
EMP05730,137118.52,243.9,D014,Claims inspector/assessor,2025-09-26
EMP05731,77476.99,9948.05,D020,Investment analyst,2026-06-03
EMP05732,84894.84,15490.33,D004,Clothing/textile technologist,2026-04-11
EMP05733,105990.24,1559.18,D007,Chief Financial Officer,2026-03-14
EMP05734,111166.53,1838.82,D007,Broadcast engineer,2023-08-26
EMP05735,92378.77,17882.53,D014,Further education lecturer,2023-11-04
EMP05736,79719.42,6044.25,D001,"Designer, textile",2023-12-02
EMP05737,129430.34,14448.79,D018,General practice doctor,2026-02-26
EMP05738,84954.92,5675.56,D014,Commercial art gallery manager,2023-10-06
EMP05739,66890.99,10056.78,D012,"Designer, graphic",2023-12-02
EMP05740,83044.32,4238.75,D011,"Horticulturist, commercial",2024-09-08
EMP05741,99792.8,15008.94,D014,"Restaurant manager, fast food",2025-02-26
EMP05742,117558.01,13955.76,D001,Insurance underwriter,2024-02-21
EMP05743,124550.43,15583.53,D004,Medical sales representative,2023-10-28
EMP05744,99974.66,13485.66,D008,Industrial/product designer,2024-01-07
EMP05745,102664.38,5895.75,D014,Pension scheme manager,2024-08-22
EMP05746,132045.4,2413.95,D008,Printmaker,2023-09-18
EMP05747,142738.6,21739.31,D014,"Engineer, water",2024-08-22
EMP05748,88755.61,2251.54,D012,Cabin crew,2024-12-15
EMP05749,112444.6,4705.72,D016,"Engineer, electronics",2025-12-03
EMP05750,135463.21,25268.81,D015,"Producer, radio",2025-12-23
EMP05751,106606.31,14387.09,D003,Cabin crew,2023-09-16
EMP05752,102806.24,14743.09,D006,"Psychotherapist, dance movement",2023-12-22
EMP05753,121373.97,20892.59,D018,"Geneticist, molecular",2026-04-01
EMP05754,155461.74,10942.27,D005,Chief Executive Officer,2024-04-15
EMP05755,107997.64,14950.28,D003,"Teacher, secondary school",2024-10-12
EMP05756,120261.71,18633.6,D020,Academic librarian,2025-10-18
EMP05757,90361.67,1547.49,D015,Outdoor activities/education manager,2024-08-08
EMP05758,129691.04,9177.58,D016,Operational investment banker,2025-07-04
EMP05759,91050.01,11673.27,D006,"Therapist, speech and language",2026-06-20
EMP05760,112071.79,16275.5,D011,IT sales professional,2023-12-26
EMP05761,115460.92,3178.28,D002,Insurance claims handler,2025-03-30
EMP05762,112668.26,9783.71,D008,"Investment banker, corporate",2024-11-30
EMP05763,124771.23,24178.93,D011,Astronomer,2025-12-01
EMP05764,113539.04,18030.46,D007,Special effects artist,2024-06-03
EMP05765,129665.14,11316.95,D019,Management consultant,2024-09-06
EMP05766,113703.45,16438.12,D010,Publishing copy,2023-09-20
EMP05767,85209.56,11071.0,D010,"Accountant, chartered public finance",2025-07-25
EMP05768,92176.44,5746.44,D008,"Engineer, agricultural",2026-03-19
EMP05769,79667.56,4027.56,D016,Forest/woodland manager,2024-03-15
EMP05770,105145.0,15846.68,D006,Actor,2025-12-19
EMP05771,80092.57,1309.4,D005,Community education officer,2024-07-27
EMP05772,99689.61,7521.15,D017,Chemical engineer,2024-09-16
EMP05773,123450.36,5073.69,D004,"Research officer, government",2025-09-03
EMP05774,106825.65,17248.11,D004,Operational researcher,2025-10-31
EMP05775,89651.61,11857.09,D010,Chartered public finance accountant,2023-12-25
EMP05776,106232.82,12127.52,D014,"Psychologist, clinical",2026-01-02
EMP05777,95249.47,6172.05,D002,Air cabin crew,2024-11-24
EMP05778,121819.29,7074.54,D012,Naval architect,2025-09-02
EMP05779,82297.44,10462.41,D008,Civil Service administrator,2025-04-26
EMP05780,128142.21,3799.28,D016,"Engineer, maintenance",2024-06-28
EMP05781,180869.55,20976.26,D016,Animator,2026-07-15
EMP05782,69048.27,4908.89,D012,Clothing/textile technologist,2025-07-27
EMP05783,135358.55,14565.68,D007,Civil Service administrator,2025-07-26
EMP05784,124430.96,9359.38,D015,Comptroller,2025-07-29
EMP05785,94127.46,15282.64,D005,Production engineer,2026-02-05
EMP05786,131770.15,7788.38,D020,"Engineer, production",2024-09-24
EMP05787,97554.98,3163.07,D007,Site engineer,2025-07-27
EMP05788,146219.08,7457.61,D006,Environmental consultant,2025-02-18
EMP05789,90126.9,121.16,D005,Chemical engineer,2026-02-01
EMP05790,104558.51,6206.73,D016,"Scientist, research (maths)",2024-10-29
EMP05791,135549.28,19000.81,D005,Chartered loss adjuster,2025-12-03
EMP05792,80763.22,12347.26,D017,"Programme researcher, broadcasting/film/video",2025-12-18
EMP05793,162255.55,22656.15,D004,"Designer, textile",2025-01-04
EMP05794,164810.78,29790.9,D013,Air traffic controller,2024-02-10
EMP05795,109245.6,11305.6,D020,Financial risk analyst,2025-12-11
EMP05796,104638.52,3705.58,D003,"Investment banker, corporate",2026-05-22
EMP05797,102302.51,1010.45,D006,"Psychotherapist, dance movement",2026-04-30
EMP05798,113006.85,1297.89,D015,Theatre manager,2025-08-19
EMP05799,153081.89,3905.07,D008,Museum/gallery conservator,2026-06-13
EMP05800,100886.78,2516.23,D015,Materials engineer,2025-05-26
EMP05801,89198.4,2591.76,D014,"Pharmacist, hospital",2024-03-15
EMP05802,62619.64,3427.08,D017,Futures trader,2025-02-16
EMP05803,91219.94,16175.68,D007,"Administrator, charities/voluntary organisations",2025-06-16
EMP05804,91769.63,2074.99,D006,Airline pilot,2026-02-10
EMP05805,69871.44,9820.0,D007,Bonds trader,2023-08-18
EMP05806,113661.81,14735.24,D006,"Teacher, early years/pre",2024-02-20
EMP05807,57479.28,11087.41,D016,Bonds trader,2026-04-28
EMP05808,97086.42,8117.27,D016,Investment analyst,2026-03-14
EMP05809,131663.76,24467.36,D003,Horticultural therapist,2025-12-16
EMP05810,101177.73,4805.73,D007,"Conservation officer, nature",2025-12-06
EMP05811,118014.7,17400.27,D010,Oceanographer,2025-07-26
EMP05812,112185.11,1945.5,D003,Barista,2025-06-13
EMP05813,99312.98,10414.88,D005,Primary school teacher,2025-08-28
EMP05814,54577.73,2970.61,D017,Surgeon,2024-11-20
EMP05815,126211.23,7279.84,D020,Database administrator,2023-08-30
EMP05816,99491.25,5586.12,D002,Horticultural therapist,2023-12-04
EMP05817,143165.3,562.63,D015,Cabin crew,2025-05-11
EMP05818,130039.15,3163.85,D007,Community education officer,2024-04-18
EMP05819,126640.26,15397.63,D001,"Pharmacist, community",2025-03-21
EMP05820,142934.66,6071.11,D010,Health service manager,2024-10-19
EMP05821,120768.57,19424.17,D006,"Engineer, land",2025-03-07
EMP05822,120968.69,16229.15,D003,Geoscientist,2026-04-14
EMP05823,83210.2,9235.86,D010,Drilling engineer,2025-10-28
EMP05824,97516.86,2118.1,D012,Immunologist,2025-04-25
EMP05825,103468.58,17415.9,D014,Building control surveyor,2026-03-16
EMP05826,137184.65,10539.89,D005,Community education officer,2025-04-06
EMP05827,78258.16,8915.76,D006,Forensic scientist,2026-02-26
EMP05828,94488.51,15438.76,D013,Public librarian,2023-09-18
EMP05829,63250.72,3937.91,D010,Investment analyst,2024-09-05
EMP05830,92370.49,6951.68,D005,"Horticulturist, amenity",2025-08-06
EMP05831,98583.47,1740.85,D011,Occupational hygienist,2023-12-11
EMP05832,53478.13,4204.56,D012,Press photographer,2024-02-10
EMP05833,109060.17,1039.52,D010,Cytogeneticist,2025-06-25
EMP05834,106841.31,19601.25,D019,Haematologist,2025-11-26
EMP05835,76388.1,8056.43,D003,"Secretary, company",2025-08-04
EMP05836,103161.94,5764.53,D011,Dancer,2024-01-12
EMP05837,166330.64,26338.71,D008,Computer games developer,2024-12-21
EMP05838,93479.08,13046.09,D018,Estate manager/land agent,2024-10-15
EMP05839,91417.04,9575.57,D011,Biomedical engineer,2023-08-08
EMP05840,122935.19,20180.84,D012,"Physicist, medical",2024-02-11
EMP05841,98318.09,1411.1,D001,Hospital doctor,2026-02-10
EMP05842,159722.28,27829.49,D002,Computer games developer,2024-11-01
EMP05843,120698.25,12647.19,D004,"Buyer, retail",2025-02-26
EMP05844,75619.4,11287.05,D005,Cartographer,2026-05-15
EMP05845,121665.32,11371.08,D013,"Pharmacist, hospital",2026-01-30
EMP05846,104445.66,8794.08,D011,Sales promotion account executive,2025-11-08
EMP05847,105018.38,18166.26,D003,Games developer,2025-12-28
EMP05848,55134.13,9443.03,D017,Office manager,2025-04-10
EMP05849,145026.19,843.2,D006,Automotive engineer,2025-09-05
EMP05850,103685.61,10623.03,D013,Environmental manager,2024-05-10
EMP05851,126436.83,19184.63,D003,"Scientist, marine",2024-01-24
EMP05852,55849.27,1855.35,D005,"Therapist, speech and language",2024-05-16
EMP05853,74290.33,6974.5,D013,Magazine features editor,2025-01-28
EMP05854,126651.56,13989.16,D001,Chief Technology Officer,2025-11-23
EMP05855,130690.66,4015.87,D018,Lexicographer,2026-01-09
EMP05856,136563.44,11373.32,D016,Visual merchandiser,2025-04-03
EMP05857,118121.79,10768.55,D004,Database administrator,2026-04-27
EMP05858,40000.0,1152.89,D003,Field seismologist,2024-08-24
EMP05859,106684.27,15040.22,D004,Health promotion specialist,2025-05-05
EMP05860,40000.0,3601.96,D008,"Pharmacist, hospital",2025-06-12
EMP05861,114791.08,17421.77,D018,"Nurse, adult",2024-06-01
EMP05862,71599.05,13334.84,D005,"Investment banker, operational",2024-09-04
EMP05863,100608.23,9537.05,D016,Data processing manager,2024-12-19
EMP05864,57679.68,684.3,D003,Bookseller,2025-04-23
EMP05865,113868.92,569.25,D008,Research scientist (life sciences),2025-12-17
EMP05866,106654.81,379.52,D004,Historic buildings inspector/conservation officer,2026-07-23
EMP05867,110147.28,1858.99,D005,Photographer,2025-03-06
EMP05868,68375.72,8392.31,D014,Furniture designer,2026-04-07
EMP05869,51855.47,7738.32,D018,"Journalist, broadcasting",2025-11-11
EMP05870,69882.76,8610.67,D019,Emergency planning/management officer,2023-12-09
EMP05871,90657.21,5621.99,D012,Facilities manager,2024-09-15
EMP05872,141804.23,8718.55,D002,Chief Technology Officer,2025-11-10
EMP05873,100430.46,12783.5,D015,Police officer,2024-12-09
EMP05874,146178.73,4024.92,D005,Geophysicist/field seismologist,2025-12-28
EMP05875,130050.85,3917.49,D015,Telecommunications researcher,2024-06-18
EMP05876,127419.04,1623.34,D016,International aid/development worker,2024-07-12
EMP05877,102906.52,15302.7,D008,Acupuncturist,2026-04-23
EMP05878,53533.49,3969.84,D009,Planning and development surveyor,2025-10-10
EMP05879,129211.5,22403.77,D017,Analytical chemist,2024-02-24
EMP05880,120066.23,10867.24,D010,Jewellery designer,2026-01-09
EMP05881,119281.59,22902.01,D006,Holiday representative,2025-05-08
EMP05882,93775.23,15483.29,D002,"Civil engineer, contracting",2026-03-30
EMP05883,123252.99,15001.82,D018,Chief Operating Officer,2026-04-17
EMP05884,112325.09,11879.69,D010,"Engineer, production",2023-11-13
EMP05885,120211.67,2898.1,D015,Publishing copy,2025-09-28
EMP05886,130395.32,20885.16,D006,Civil Service administrator,2025-07-25
EMP05887,111943.42,10033.64,D012,Environmental manager,2024-11-22
EMP05888,95517.85,12641.81,D011,Horticultural therapist,2025-04-06
EMP05889,145016.09,23644.26,D019,"Physicist, medical",2024-03-24
EMP05890,62683.74,6983.01,D011,Financial controller,2024-05-10
EMP05891,96728.96,17957.8,D013,Civil Service fast streamer,2025-04-23
EMP05892,62901.64,7219.93,D019,"Administrator, charities/voluntary organisations",2024-01-06
EMP05893,130576.63,8398.66,D003,Research scientist (maths),2024-02-19
EMP05894,69815.75,6653.86,D018,Speech and language therapist,2026-02-15
EMP05895,119598.6,5098.5,D001,"Therapist, sports",2024-10-13
EMP05896,83709.88,10547.24,D015,Armed forces technical officer,2023-10-20
EMP05897,107034.44,7458.18,D020,Radio broadcast assistant,2024-04-24
EMP05898,82651.3,9741.06,D002,Social worker,2023-10-14
EMP05899,115564.91,14620.55,D002,Phytotherapist,2026-03-29
EMP05900,101495.93,1072.78,D019,Technical author,2024-01-02
EMP05901,128615.97,4146.83,D011,IT sales professional,2025-09-26
EMP05902,78025.41,254.72,D019,Production manager,2024-01-26
EMP05903,101209.24,2183.49,D019,Mining engineer,2024-06-30
EMP05904,113318.8,2479.35,D013,Astronomer,2024-05-08
EMP05905,131092.8,21819.6,D003,Clinical research associate,2024-03-18
EMP05906,136701.34,19783.24,D013,"Surveyor, hydrographic",2024-04-18
EMP05907,99397.32,6370.14,D019,Secretary/administrator,2026-05-09
EMP05908,120058.65,9198.49,D002,Ergonomist,2025-11-08
EMP05909,62012.78,7714.7,D015,"Administrator, education",2025-01-13
EMP05910,102092.53,836.27,D003,Graphic designer,2026-02-11
EMP05911,76966.05,10779.95,D006,Clinical biochemist,2024-02-13
EMP05912,40000.0,1480.63,D005,IT trainer,2025-03-06
EMP05913,156851.51,10501.28,D004,Health physicist,2023-11-26
EMP05914,95828.31,1941.53,D012,Herpetologist,2026-08-03
EMP05915,99000.55,10104.93,D009,Records manager,2024-12-02
EMP05916,85438.25,12982.54,D015,Information officer,2024-05-09
EMP05917,149727.16,8103.02,D019,Research scientist (physical sciences),2023-10-25
EMP05918,113113.72,22511.6,D013,Financial adviser,2023-11-27
EMP05919,138861.42,15462.24,D010,Field seismologist,2025-12-26
EMP05920,141084.66,16677.09,D015,"Geologist, engineering",2025-06-22
EMP05921,54158.25,4673.22,D006,Environmental health practitioner,2023-09-06
EMP05922,89930.34,4301.59,D010,Meteorologist,2024-01-28
EMP05923,86585.92,15904.01,D003,Transport planner,2025-07-05
EMP05924,102000.91,15560.85,D016,"Psychotherapist, child",2023-11-06
EMP05925,142952.92,7327.13,D011,Fish farm manager,2023-09-13
EMP05926,147783.44,21865.57,D010,Podiatrist,2026-02-28
EMP05927,122052.04,12435.41,D020,Toxicologist,2025-02-06
EMP05928,40000.0,4301.36,D003,Purchasing manager,2023-10-08
EMP05929,126977.72,10008.63,D015,Animal nutritionist,2026-04-12
EMP05930,135597.63,11843.76,D015,Chief Marketing Officer,2024-05-01
EMP05931,95284.88,15605.76,D004,Physiological scientist,2025-03-28
EMP05932,97013.04,817.79,D007,Retail buyer,2024-07-19
EMP05933,118577.03,19791.45,D001,Media buyer,2026-02-01
EMP05934,169017.55,26078.16,D019,"Designer, furniture",2023-08-12
EMP05935,98624.58,9884.57,D012,Medical laboratory scientific officer,2024-05-14
EMP05936,98871.04,14406.79,D014,Financial controller,2025-08-17
EMP05937,141501.95,21711.4,D005,Camera operator,2025-09-25
EMP05938,106692.7,419.49,D009,Radio broadcast assistant,2024-10-21
EMP05939,99295.98,2450.91,D012,IT consultant,2024-07-17
EMP05940,87894.41,12742.62,D008,Art therapist,2026-08-04
EMP05941,70199.71,3595.75,D012,Forest/woodland manager,2025-06-22
