project_id,project_name,department_id,status,budget,business_value,complexity
PRJ1997,Project User-centric client-server circuit,D005,Completed,51413.8,1251996.33,Medium
PRJ1998,Project Vision-oriented intermediate standardization,D016,In Progress,34620.35,2392524.84,Critical
PRJ1999,Project Profound stable hub,D012,Completed,385731.46,1125476.64,High
PRJ2000,Project Pre-emptive asymmetric matrix,D008,Completed,458741.3,3115544.95,Critical
PRJ2001,Project Re-contextualized responsive core,D009,Completed,680602.38,828399.51,Critical
PRJ2002,Project Cross-group heuristic support,D017,Completed,229004.82,2791301.53,Low
PRJ2003,Project Re-engineered actuating installation,D004,Completed,101765.02,2157951.34,High
PRJ2004,Project Object-based dynamic model,D016,In Progress,87921.09,3355116.49,Medium
PRJ2005,Project Seamless stable encoding,D013,In Progress,623298.65,318799.36,Medium
PRJ2006,Project Front-line heuristic strategy,D015,Cancelled,591598.31,1904682.39,Critical
PRJ2007,Project Organized content-based solution,D013,In Progress,995575.29,2975436.05,Critical
PRJ2008,Project Stand-alone impactful policy,D018,Completed,350075.33,2651173.23,Low
PRJ2009,Project Integrated homogeneous functionalities,D016,Completed,328442.38,3874983.79,High
PRJ2010,Project Customer-focused grid-enabled conglomeration,D018,Completed,502982.22,2766621.04,Medium
PRJ2011,Project Virtual non-volatile budgetary management,D016,Completed,536140.38,3011967.73,Medium
PRJ2012,Project Sharable bifurcated data-warehouse,D007,In Progress,225194.85,2395182.74,High
PRJ2013,Project Assimilated uniform model,D014,Planning,740291.86,3342012.68,Critical
PRJ2014,Project Team-oriented heuristic matrices,D006,Completed,930070.35,660630.16,Medium
PRJ2015,Project Synchronized clear-thinking alliance,D008,In Progress,437664.03,1891401.57,Low
PRJ2016,Project Reverse-engineered dedicated infrastructure,D012,Completed,508574.34,3841557.65,Low
PRJ2017,Project Multi-channeled exuding hub,D007,Completed,921278.02,3601812.3,Low
PRJ2018,Project Assimilated methodical Local Area Network,D012,Completed,928667.38,3466774.26,Low
PRJ2019,Project Total modular structure,D008,Completed,263942.12,4244467.88,Low
PRJ2020,Project Extended stable infrastructure,D002,Planning,80093.21,4854801.68,Critical
PRJ2021,Project Fundamental disintermediate matrices,D006,In Progress,936398.08,3813881.52,Low
PRJ2022,Project Visionary multimedia circuit,D010,Completed,212217.11,2168664.17,High
PRJ2023,Project Cross-group fresh-thinking policy,D006,In Progress,575819.67,1201014.74,High
PRJ2024,Project Organized empowering hub,D009,In Progress,482921.87,3112433.96,Low
PRJ2025,Project Cross-group exuding toolset,D019,Cancelled,53535.3,4802310.45,High
PRJ2026,Project Stand-alone value-added structure,D015,Planning,883954.25,2937654.37,Low
PRJ2027,Project Right-sized maximized model,D016,Planning,698252.31,898182.37,Medium
PRJ2028,Project Fundamental fresh-thinking open system,D002,In Progress,973880.54,870390.59,Low
PRJ2029,Project User-friendly client-driven encryption,D017,Planning,262197.67,1467998.13,Critical
PRJ2030,Project Polarized neutral conglomeration,D016,Planning,294403.34,126927.8,High
PRJ2031,Project Polarized exuding synergy,D001,In Progress,258669.06,3590058.16,Low
PRJ2032,Project Up-sized background groupware,D002,Completed,253501.31,2604254.97,Low
PRJ2033,Project Digitized dynamic time-frame,D018,Completed,871009.97,4424602.54,Critical
PRJ2034,Project Multi-tiered upward-trending budgetary management,D006,Completed,868650.31,3230117.26,Critical
PRJ2035,Project Universal motivating hierarchy,D004,In Progress,38398.76,4443113.27,High
PRJ2036,Project Total disintermediate synergy,D011,Completed,595113.95,965343.25,High
PRJ2037,Project Realigned real-time paradigm,D013,Completed,911871.44,1967086.85,High
PRJ2038,Project Streamlined high-level conglomeration,D016,Completed,797029.9,4731125.21,Low
PRJ2039,Project Stand-alone bifurcated orchestration,D012,Completed,304503.96,1557138.24,Low
PRJ2040,Project Horizontal disintermediate contingency,D017,Completed,515880.96,4409212.25,Low
PRJ2041,Project Compatible zero-defect open system,D009,Planning,568673.52,463065.7,High
PRJ2042,Project Public-key empowering superstructure,D009,Completed,888523.63,1710499.73,High
PRJ2043,Project Monitored encompassing matrix,D020,In Progress,368827.75,2846583.62,High
PRJ2044,Project Streamlined full-range conglomeration,D018,Completed,405212.46,597304.78,High
PRJ2045,Project Team-oriented maximized installation,D005,Cancelled,678077.56,2601854.43,Critical
PRJ2046,Project Open-source background approach,D015,Planning,662245.14,4909621.47,Medium
PRJ2047,Project Ameliorated grid-enabled archive,D013,In Progress,558088.61,4865685.7,High
PRJ2048,Project Stand-alone stable challenge,D013,Completed,414592.71,707799.31,Critical
PRJ2049,Project Ergonomic user-facing implementation,D010,Planning,551051.03,4412783.84,Medium
PRJ2050,Project Extended empowering time-frame,D013,Planning,278017.27,3186758.67,Low
PRJ2051,Project Future-proofed client-driven function,D014,Completed,813445.56,1727276.12,Critical
PRJ2052,Project Cross-platform fault-tolerant adapter,D015,Completed,392129.38,87735.63,High
PRJ2053,Project Total content-based service-desk,D009,Planning,337787.93,4839704.64,Low
PRJ2054,Project Organic composite benchmark,D005,In Progress,629528.54,2420608.33,Medium
PRJ2055,Project Cross-platform next generation parallelism,D003,Planning,128202.2,4883355.61,High
PRJ2056,Project Multi-layered leadingedge monitoring,D011,Planning,660847.18,4021649.41,Low
PRJ2057,Project Ergonomic global infrastructure,D013,Completed,258699.93,658764.39,Medium
PRJ2058,Project Cross-platform bi-directional structure,D007,In Progress,705890.81,2754747.62,High
PRJ2059,Project Customizable regional ability,D001,Completed,218702.41,2432039.87,Medium
PRJ2060,Project Face-to-face tangible workforce,D003,Completed,739970.69,2971827.59,Low
PRJ2061,Project Fundamental zero tolerance product,D001,Completed,671704.5,1276703.89,Medium
PRJ2062,Project Visionary global approach,D019,In Progress,152474.32,2036757.68,Low
PRJ2063,Project Triple-buffered exuding protocol,D013,Completed,537327.86,3606636.01,Medium
PRJ2064,Project Streamlined logistical middleware,D001,Cancelled,468670.83,352259.98,Low
PRJ2065,Project Up-sized didactic emulation,D007,Completed,162652.97,3644754.06,High
PRJ2066,Project Enhanced full-range approach,D017,Completed,314319.75,1097880.16,Critical
PRJ2067,Project Inverse user-facing capability,D015,Completed,413136.81,1304741.2,Medium
PRJ2068,Project Reverse-engineered exuding infrastructure,D001,Planning,670922.99,2750966.62,Low
PRJ2069,Project User-friendly stable open system,D007,Planning,165240.04,2343386.39,High
PRJ2070,Project Reverse-engineered bi-directional synergy,D012,In Progress,464196.28,469936.47,Medium
PRJ2071,Project Inverse holistic algorithm,D018,In Progress,669586.66,4499100.13,High
PRJ2072,Project Digitized context-sensitive utilization,D007,In Progress,814609.95,2118337.97,Medium
PRJ2073,Project Synergized user-facing open system,D011,Completed,805341.46,1255134.02,Critical
PRJ2074,Project Optional value-added firmware,D019,Completed,326732.3,747317.18,High
PRJ2075,Project Operative transitional standardization,D010,Planning,969605.04,2134386.62,Critical
PRJ2076,Project Horizontal 5thgeneration capability,D006,In Progress,878632.9,1583243.08,High
PRJ2077,Project Decentralized didactic frame,D009,Completed,141993.21,4188511.2,Medium
PRJ2078,Project Total modular software,D007,In Progress,935872.18,3022866.78,Critical
PRJ2079,Project Polarized web-enabled ability,D003,In Progress,819095.79,339553.56,Critical
PRJ2080,Project Polarized analyzing strategy,D015,In Progress,128482.5,3478066.6,Low
PRJ2081,Project Networked mobile synergy,D015,Completed,857126.68,2317204.58,Low
PRJ2082,Project Fundamental executive functionalities,D012,In Progress,803480.37,3080378.43,Critical
PRJ2083,Project Reactive dedicated encryption,D009,Completed,410393.95,3121922.17,Low
PRJ2084,Project Optimized responsive system engine,D003,Completed,409312.15,1201252.69,Medium
PRJ2085,Project Upgradable local groupware,D007,In Progress,579215.93,3966924.69,High
PRJ2086,Project Customizable neutral interface,D009,Completed,546451.54,3371713.59,Critical
PRJ2087,Project Triple-buffered well-modulated Graphic Interface,D017,Planning,557725.64,1109701.82,Low
PRJ2088,Project Stand-alone coherent policy,D006,Planning,507253.59,4723332.08,High
PRJ2089,Project Virtual composite database,D020,In Progress,407121.58,3917228.13,Low
PRJ2090,Project Ergonomic national pricing structure,D008,Completed,966711.37,1235180.61,High
PRJ2091,Project Stand-alone bottom-line moratorium,D015,In Progress,525867.08,4677374.94,High
PRJ2092,Project Innovative hybrid focus group,D002,In Progress,978610.16,2093987.32,High
PRJ2093,Project Proactive uniform flexibility,D001,Completed,277327.82,4937404.69,Low
PRJ2094,Project Universal methodical alliance,D010,Completed,984650.34,4181560.86,Medium
PRJ2095,Project Multi-lateral non-volatile orchestration,D012,Completed,25811.66,3014046.57,Medium
PRJ2096,Project Organic full-range moderator,D002,In Progress,61984.57,1689479.99,Low
PRJ2097,Project Persevering fresh-thinking neural-net,D007,Completed,867508.17,322528.97,High
PRJ2098,Project Quality-focused background secured line,D005,Completed,604772.18,2149841.39,Critical
PRJ2099,Project Exclusive national challenge,D016,Completed,593860.63,1343872.69,High
PRJ2100,Project Enterprise-wide user-facing knowledge user,D014,Completed,668686.08,4202280.69,Critical
PRJ2101,Project Synchronized value-added help-desk,D009,Completed,56006.56,3139316.44,Low
PRJ2102,Project Progressive mission-critical system engine,D009,Completed,275692.31,3188086.64,Critical
PRJ2103,Project Automated client-driven projection,D017,Completed,396218.33,1310785.91,Critical
PRJ2104,Project Secured homogeneous policy,D005,In Progress,684876.81,4782254.69,Low
PRJ2105,Project Organic fresh-thinking approach,D017,Completed,376859.39,2500895.53,Medium
PRJ2106,Project Reduced neutral capability,D001,Completed,946911.26,4896810.88,Critical
PRJ2107,Project Function-based fault-tolerant structure,D006,Completed,809977.43,1616683.8,Critical
PRJ2108,Project Right-sized bi-directional benchmark,D002,Completed,489837.44,1074543.07,Critical
PRJ2109,Project Organized responsive success,D014,In Progress,450389.24,603400.73,Low
PRJ2110,Project Innovative asymmetric model,D004,Planning,968546.01,2809169.52,Medium
PRJ2111,Project Horizontal tangible orchestration,D018,Planning,588272.89,665558.71,Critical
PRJ2112,Project Virtual modular superstructure,D001,Planning,267946.72,2696286.87,Medium
PRJ2113,Project Integrated bifurcated matrices,D008,Completed,150459.35,3858299.38,Medium
PRJ2114,Project Multi-layered logistical service-desk,D020,In Progress,634559.49,3676163.75,Low
PRJ2115,Project Configurable actuating function,D002,In Progress,108155.33,4812648.6,Medium
PRJ2116,Project Down-sized hybrid flexibility,D017,In Progress,259083.87,1954147.03,Low
PRJ2117,Project Down-sized full-range protocol,D011,Completed,132506.27,3702355.02,High
PRJ2118,Project Upgradable 5thgeneration support,D010,In Progress,535970.18,3122125.22,Medium
PRJ2119,Project Profound context-sensitive product,D017,In Progress,319121.38,813239.64,High
PRJ2120,Project Cross-platform bi-directional process improvement,D010,Completed,562749.19,3616437.95,Low
PRJ2121,Project Cloned logistical support,D003,In Progress,344958.09,1036834.62,Medium
PRJ2122,Project Implemented actuating structure,D018,Completed,731528.62,3812077.1,Low
PRJ2123,Project Ameliorated composite pricing structure,D006,Completed,169890.4,1876878.7,Medium
PRJ2124,Project Programmable local hierarchy,D011,Completed,589825.37,4250789.91,Medium
PRJ2125,Project Phased impactful Internet solution,D002,In Progress,660059.41,4380294.18,High
PRJ2126,Project Streamlined reciprocal portal,D013,Completed,287076.99,354505.03,High
PRJ2127,Project Extended regional instruction set,D011,Planning,690348.88,1882973.87,Critical
PRJ2128,Project Virtual non-volatile ability,D004,Planning,177033.83,65279.0,Medium
PRJ2129,Project Optimized composite conglomeration,D008,Completed,178947.73,2447824.06,Critical
PRJ2130,Project Organized 24hour neural-net,D006,Completed,555103.72,896711.84,High
PRJ2131,Project Re-engineered transitional definition,D008,In Progress,716189.0,4549252.66,Critical
PRJ2132,Project Object-based tertiary architecture,D006,In Progress,810458.75,1224248.66,High
PRJ2133,Project Profound human-resource hardware,D006,Completed,328012.14,3945446.67,High
PRJ2134,Project Versatile web-enabled algorithm,D010,Completed,935214.91,1728573.53,Medium
PRJ2135,Project Optional fresh-thinking database,D001,In Progress,560872.76,710206.87,Medium
PRJ2136,Project Synergized incremental extranet,D016,Completed,225533.78,2736542.48,Low
PRJ2137,Project Proactive web-enabled service-desk,D019,In Progress,210639.92,1896990.62,Medium
PRJ2138,Project Automated systematic hub,D004,Planning,130365.82,3978535.03,Low
PRJ2139,Project Vision-oriented 24/7 Local Area Network,D003,Completed,728261.34,3814949.53,Critical
PRJ2140,Project Managed static capability,D015,In Progress,142954.01,1121506.41,Low
PRJ2141,Project Managed 5thgeneration firmware,D007,Completed,288528.46,3954564.18,Medium
PRJ2142,Project Visionary zero tolerance structure,D018,Completed,977498.85,1904076.66,Critical
PRJ2143,Project Realigned global paradigm,D001,Cancelled,330857.49,1752313.74,Low
PRJ2144,Project Object-based directional solution,D002,In Progress,899347.58,2096008.13,High
PRJ2145,Project Integrated systemic toolset,D015,Planning,15329.73,2835367.76,Medium
PRJ2146,Project Multi-layered demand-driven standardization,D009,Completed,477488.94,751131.98,Low
PRJ2147,Project Pre-emptive optimizing circuit,D015,Completed,372797.56,970337.43,Medium
PRJ2148,Project Fundamental analyzing analyzer,D019,In Progress,848016.96,3812740.62,Low
PRJ2149,Project Seamless systematic solution,D002,In Progress,349425.78,3955315.5,High
PRJ2150,Project Customizable attitude-oriented productivity,D012,Completed,804641.07,3286799.83,High
PRJ2151,Project Realigned disintermediate capability,D012,In Progress,663019.46,1131113.5,Medium
PRJ2152,Project Business-focused regional productivity,D003,Completed,568809.65,2419800.98,Critical
PRJ2153,Project Extended 5thgeneration flexibility,D019,In Progress,797294.59,4119058.82,Low
PRJ2154,Project Reduced explicit model,D015,Completed,630163.46,1669860.99,Medium
PRJ2155,Project Front-line upward-trending orchestration,D012,Completed,457689.91,1785216.09,Medium
PRJ2156,Project De-engineered zero tolerance customer loyalty,D014,Completed,463022.92,288971.53,High
PRJ2157,Project Synchronized global collaboration,D008,Planning,197056.07,2957538.27,Low
PRJ2158,Project Front-line 3rdgeneration orchestration,D002,Completed,539681.02,3863493.23,Low
PRJ2159,Project Implemented modular parallelism,D005,Cancelled,434635.1,3140386.64,Critical
PRJ2160,Project Enhanced bandwidth-monitored Graphic Interface,D015,Completed,513700.46,4872928.71,Medium
PRJ2161,Project Balanced executive architecture,D018,In Progress,488459.02,2661967.96,Critical
PRJ2162,Project Multi-layered motivating open system,D009,Completed,191283.2,1874347.0,Critical
PRJ2163,Project Organized dedicated algorithm,D016,Completed,569488.49,1558416.99,Medium
PRJ2164,Project Ameliorated fresh-thinking synergy,D012,Completed,990616.93,632112.63,High
PRJ2165,Project Reduced secondary approach,D020,In Progress,797441.87,114505.91,Critical
PRJ2166,Project Distributed 4thgeneration matrices,D013,Completed,842617.21,3162384.15,Medium
PRJ2167,Project Optional didactic help-desk,D020,Planning,389649.83,3491716.62,Critical
PRJ2168,Project Profit-focused reciprocal pricing structure,D004,In Progress,425269.85,3010887.2,Medium
PRJ2169,Project Fully-configurable scalable process improvement,D017,Cancelled,725115.85,1295063.01,Low
PRJ2170,Project Streamlined content-based strategy,D012,Completed,960134.02,51962.53,High
PRJ2171,Project User-centric 3rdgeneration circuit,D003,In Progress,437271.38,3533525.84,Critical
PRJ2172,Project Optimized human-resource contingency,D016,Cancelled,605555.18,1903520.4,Medium
PRJ2173,Project Intuitive attitude-oriented parallelism,D006,In Progress,992052.54,4728076.14,Medium
PRJ2174,Project Profit-focused regional groupware,D020,Completed,620232.06,2968558.01,Low
PRJ2175,Project Open-architected composite policy,D012,In Progress,96349.9,245197.8,Medium
PRJ2176,Project Automated user-facing structure,D019,Cancelled,617028.3,4467511.97,Critical
PRJ2177,Project Seamless regional archive,D007,Completed,252751.02,2188567.27,Low
PRJ2178,Project Organic zero-defect migration,D005,In Progress,211850.35,2355379.14,Low
PRJ2179,Project Re-engineered zero administration emulation,D003,In Progress,460830.52,2147061.21,Medium
PRJ2180,Project Right-sized contextually-based Graphical User Interface,D009,Completed,141145.11,3584997.23,Critical
PRJ2181,Project Enterprise-wide real-time monitoring,D016,In Progress,139989.63,1922867.45,Medium
PRJ2182,Project Compatible 24hour ability,D006,Completed,227905.79,810237.32,High
PRJ2183,Project Front-line modular matrices,D004,In Progress,29567.88,4602263.03,Medium
PRJ2184,Project Universal multi-tasking moratorium,D011,Planning,880896.16,1144522.99,Critical
PRJ2185,Project Front-line next generation Graphic Interface,D007,In Progress,370063.39,4888906.14,Critical
PRJ2186,Project Enhanced reciprocal open architecture,D020,Completed,827772.16,4288230.03,Critical
PRJ2187,Project User-centric national contingency,D014,Completed,245679.2,1252576.03,Critical
PRJ2188,Project Synergized asynchronous conglomeration,D011,Planning,262412.62,1103731.53,Medium
PRJ2189,Project Diverse 24hour paradigm,D002,Completed,402888.02,818408.6,Critical
PRJ2190,Project Progressive demand-driven synergy,D001,Completed,954690.3,3201409.57,High
PRJ2191,Project Robust leadingedge Internet solution,D004,Completed,874656.33,3069438.78,Medium
PRJ2192,Project Distributed global firmware,D016,In Progress,135558.85,1074609.02,Medium
PRJ2193,Project Reverse-engineered incremental database,D017,Completed,162656.46,3402470.28,Low
PRJ2194,Project Persevering national function,D006,Completed,45232.66,581824.82,Critical
PRJ2195,Project Quality-focused actuating success,D002,Completed,942349.77,2564490.45,High
PRJ2196,Project Up-sized zero administration info-mediaries,D001,Planning,250907.31,3118109.38,Medium
PRJ2197,Project Virtual coherent alliance,D007,In Progress,314485.51,3358926.11,High
PRJ2198,Project Public-key solution-oriented info-mediaries,D015,In Progress,878435.08,723686.23,Medium
PRJ2199,Project Expanded neutral forecast,D010,Completed,645240.73,671349.8,Critical
PRJ2200,Project Progressive local benchmark,D010,Completed,14784.05,2151150.37,High
PRJ2201,Project Down-sized scalable access,D013,Completed,553019.26,1535051.51,Low
PRJ2202,Project Focused intermediate application,D018,In Progress,938636.7,2611909.5,Low
PRJ2203,Project Cross-group 24/7 implementation,D002,Cancelled,732589.41,1797559.5,High
PRJ2204,Project Programmable static concept,D017,Completed,728816.09,4643933.86,Medium
PRJ2205,Project Cross-group intermediate algorithm,D015,In Progress,744139.21,4162421.63,Medium
PRJ2206,Project Reverse-engineered bottom-line Graphic Interface,D013,Planning,509392.56,1409536.43,Critical
PRJ2207,Project Open-source intangible policy,D001,In Progress,180399.17,2402185.14,Critical
PRJ2208,Project Multi-layered responsive concept,D011,Completed,307844.71,463414.27,Low
PRJ2209,Project Reactive 4thgeneration frame,D010,In Progress,22752.4,1803658.58,High
PRJ2210,Project Optimized intangible function,D009,Cancelled,57854.35,1606788.09,Low
PRJ2211,Project Profound leadingedge emulation,D016,Completed,313042.73,3186440.63,High
PRJ2212,Project Automated 24hour functionalities,D008,Completed,179485.69,2804755.23,Critical
PRJ2213,Project Streamlined methodical workforce,D017,Planning,161993.04,4000734.41,High
PRJ2214,Project Horizontal 4thgeneration parallelism,D008,Completed,847736.0,3745183.04,Medium
PRJ2215,Project Front-line hybrid moderator,D015,In Progress,281291.39,1630279.61,Critical
PRJ2216,Project Ameliorated dynamic hardware,D002,Planning,211414.44,1343939.07,Critical
PRJ2217,Project Multi-lateral mobile definition,D013,Completed,214120.08,2445797.79,Medium
PRJ2218,Project Innovative interactive challenge,D019,Completed,698109.8,2375871.25,Medium
PRJ2219,Project Customer-focused content-based product,D001,In Progress,664839.48,3942772.27,Critical
PRJ2220,Project Upgradable bandwidth-monitored customer loyalty,D019,Completed,135646.15,931309.29,Critical
PRJ2221,Project De-engineered homogeneous parallelism,D016,Planning,447774.59,1018796.01,High
PRJ2222,Project Pre-emptive contextually-based intranet,D011,Planning,207915.71,775759.1,Low
PRJ2223,Project Sharable demand-driven installation,D012,In Progress,536090.9,2987171.42,Critical
PRJ2224,Project User-friendly multimedia groupware,D018,Completed,995370.08,1896792.35,High
PRJ2225,Project Business-focused multimedia workforce,D010,Completed,960225.54,67026.71,Critical
PRJ2226,Project Open-source methodical policy,D002,Completed,253623.73,2820513.84,Critical
PRJ2227,Project Pre-emptive 6thgeneration strategy,D019,Completed,577658.41,4894543.49,Low
PRJ2228,Project Monitored multimedia utilization,D017,Completed,189322.32,225017.09,Critical
PRJ2229,Project Future-proofed optimal Graphical User Interface,D002,Completed,686236.66,3586925.94,Medium
PRJ2230,Project Digitized foreground utilization,D012,Planning,394752.98,1427018.84,Low
PRJ2231,Project Right-sized modular encoding,D004,In Progress,315456.67,2376872.49,Medium
PRJ2232,Project Enhanced tangible knowledge user,D006,Completed,561931.48,2292207.74,Low
PRJ2233,Project Enhanced optimizing Graphic Interface,D015,Completed,113171.49,480684.09,Low
PRJ2234,Project Distributed optimizing knowledgebase,D008,Completed,252121.71,1660388.22,Medium
PRJ2235,Project Customizable foreground Graphic Interface,D002,Completed,709078.86,3266400.29,High
PRJ2236,Project Sharable executive knowledge user,D005,Completed,302592.31,3907453.14,High
PRJ2237,Project Ameliorated transitional collaboration,D003,Planning,426772.41,1027298.06,Low
PRJ2238,Project Re-engineered secondary attitude,D006,Completed,452974.62,1941485.85,Low
PRJ2239,Project Adaptive explicit framework,D011,Completed,571306.99,4445749.84,High
PRJ2240,Project Reverse-engineered empowering encoding,D018,Completed,996343.7,3416203.81,High
PRJ2241,Project Multi-channeled grid-enabled Internet solution,D014,Completed,137513.08,3793607.11,High
PRJ2242,Project Triple-buffered grid-enabled help-desk,D012,Completed,303621.28,4113856.56,Low
PRJ2243,Project Persevering multi-tasking array,D018,Completed,993236.59,281716.88,High
PRJ2244,Project Profit-focused maximized data-warehouse,D012,Completed,721641.69,463506.06,High
PRJ2245,Project Configurable explicit support,D011,Cancelled,85639.55,3366856.92,Medium
PRJ2246,Project Self-enabling interactive database,D017,Completed,149306.89,3064659.84,Medium
PRJ2247,Project Exclusive didactic conglomeration,D011,Completed,784715.66,1162650.04,High
PRJ2248,Project Total 24/7 conglomeration,D020,Cancelled,487356.55,1192406.09,Medium
PRJ2249,Project Reverse-engineered responsive application,D017,In Progress,822274.68,2142810.25,Low
PRJ2250,Project Face-to-face multi-tasking analyzer,D009,Completed,340541.33,2455771.84,High
PRJ2251,Project Open-source 24/7 moratorium,D003,Planning,200414.72,1301630.32,Low
PRJ2252,Project Object-based static analyzer,D001,In Progress,717387.89,563600.81,Medium
PRJ2253,Project Organic fresh-thinking interface,D001,Completed,936446.73,2293209.8,Critical
PRJ2254,Project Re-engineered interactive flexibility,D010,Completed,756344.78,536468.26,Critical
PRJ2255,Project Optional reciprocal infrastructure,D008,In Progress,325927.12,4902762.01,Medium
PRJ2256,Project Front-line global hierarchy,D009,Cancelled,727299.21,1677238.0,Critical
PRJ2257,Project Total clear-thinking contingency,D013,In Progress,750935.57,4489575.19,Low
PRJ2258,Project Optimized executive moratorium,D018,In Progress,742271.8,2431831.54,Critical
PRJ2259,Project Inverse maximized capability,D008,Planning,660884.74,3342236.09,Critical
PRJ2260,Project Implemented content-based help-desk,D010,Completed,893975.85,3076742.57,Critical
PRJ2261,Project Right-sized didactic hub,D020,Planning,992933.0,4712072.15,Low
PRJ2262,Project Enterprise-wide fault-tolerant customer loyalty,D002,Completed,334114.99,2567872.96,Critical
PRJ2263,Project Configurable directional forecast,D002,Completed,770267.39,1844370.39,Medium
PRJ2264,Project Enhanced 6thgeneration website,D016,Completed,642455.1,615486.89,Low
PRJ2265,Project Down-sized bandwidth-monitored array,D017,In Progress,322932.09,1325327.97,Low
PRJ2266,Project Integrated directional functionalities,D015,In Progress,835668.54,1735062.11,Medium
PRJ2267,Project Proactive encompassing knowledge user,D011,Planning,621962.52,4163443.35,High
PRJ2268,Project Secured local circuit,D009,Completed,866865.99,1901769.26,High
PRJ2269,Project Balanced solution-oriented infrastructure,D005,Cancelled,572486.8,272980.91,Low
PRJ2270,Project Upgradable secondary Graphic Interface,D006,In Progress,844221.54,3441030.66,Critical
PRJ2271,Project Intuitive optimal approach,D012,Completed,241725.92,3789216.53,Medium
PRJ2272,Project Reduced multi-state synergy,D010,Planning,158055.15,754156.27,Medium
PRJ2273,Project User-friendly attitude-oriented alliance,D017,In Progress,876704.06,4921581.65,Low
PRJ2274,Project Open-architected value-added service-desk,D002,Completed,366453.43,1540382.31,Low
PRJ2275,Project Pre-emptive hybrid open system,D011,Completed,448573.03,1382546.69,Low
PRJ2276,Project Multi-lateral radical benchmark,D009,Completed,460041.8,4604960.2,Critical
PRJ2277,Project Re-engineered human-resource access,D012,Completed,404534.5,687319.88,Critical
PRJ2278,Project Virtual eco-centric implementation,D015,In Progress,353678.5,2817081.55,Low
PRJ2279,Project Optional composite knowledge user,D010,Completed,953955.57,476945.18,Critical
PRJ2280,Project Exclusive bandwidth-monitored throughput,D001,In Progress,38678.91,1120848.81,Medium
PRJ2281,Project Function-based transitional product,D009,Completed,929212.23,1918399.75,High
PRJ2282,Project Re-engineered motivating ability,D007,Completed,909287.8,3789037.67,Medium
PRJ2283,Project Future-proofed zero administration framework,D019,Completed,841409.22,2094367.55,Low
PRJ2284,Project Persevering 6thgeneration emulation,D020,Completed,889085.74,1881045.07,Low
PRJ2285,Project Front-line multi-state productivity,D013,Completed,510983.82,4421858.59,High
PRJ2286,Project Multi-layered encompassing migration,D017,Planning,214548.69,3239120.37,Medium
PRJ2287,Project Configurable value-added Local Area Network,D018,Cancelled,146643.61,2825470.08,Low
PRJ2288,Project Seamless systematic paradigm,D014,In Progress,659104.85,4521183.6,Medium
PRJ2289,Project Networked directional concept,D018,In Progress,507727.98,3346443.11,Critical
PRJ2290,Project Upgradable bifurcated matrices,D003,Planning,29374.06,4924833.25,Low
PRJ2291,Project Pre-emptive explicit encryption,D013,In Progress,755904.89,139002.62,High
PRJ2292,Project Ergonomic logistical Graphical User Interface,D020,Completed,244521.48,230056.73,Medium
PRJ2293,Project Seamless heuristic info-mediaries,D005,Completed,382996.9,84558.74,Critical
PRJ2294,Project Organic scalable moratorium,D002,In Progress,148744.85,3471498.39,High
PRJ2295,Project Enhanced encompassing complexity,D016,In Progress,285585.0,2890724.13,High
PRJ2296,Project Compatible client-server challenge,D007,In Progress,668865.3,3995396.38,High
PRJ2297,Project Reduced zero tolerance task-force,D017,Completed,619199.39,992507.35,Low
PRJ2298,Project Vision-oriented composite interface,D013,Completed,398798.11,3356071.1,High
PRJ2299,Project Decentralized static Local Area Network,D013,Completed,271623.81,3383276.43,Medium
PRJ2300,Project Visionary zero tolerance standardization,D011,Planning,485266.98,3968482.55,Medium
PRJ2301,Project Compatible exuding intranet,D019,In Progress,915965.6,1383016.98,Critical
PRJ2302,Project Team-oriented multi-tasking software,D019,In Progress,937915.06,4995393.16,Medium
PRJ2303,Project Optional national system engine,D017,Completed,643440.54,422913.69,Low
PRJ2304,Project Balanced leadingedge access,D003,In Progress,873542.37,1064963.27,Medium
PRJ2305,Project Integrated multi-state artificial intelligence,D016,Completed,616709.76,3363446.36,Low
PRJ2306,Project Stand-alone coherent leverage,D002,Completed,986559.48,2586018.62,High
PRJ2307,Project Organized asymmetric support,D020,In Progress,883541.17,1541975.91,Critical
PRJ2308,Project Digitized zero-defect support,D007,Cancelled,734642.46,4906939.15,High
PRJ2309,Project Total 3rdgeneration orchestration,D003,Completed,239115.63,1833424.82,Medium
PRJ2310,Project Fully-configurable system-worthy parallelism,D017,Planning,588426.61,859787.42,Medium
PRJ2311,Project Optimized system-worthy application,D019,Completed,447539.48,2091024.47,Medium
PRJ2312,Project Intuitive human-resource interface,D006,Completed,761293.33,1099475.43,High
PRJ2313,Project Fully-configurable well-modulated productivity,D013,In Progress,939644.35,4131450.05,Medium
PRJ2314,Project Cloned incremental portal,D010,Planning,943462.32,505893.3,High
PRJ2315,Project User-friendly solution-oriented help-desk,D006,Completed,165334.17,4096067.94,Critical
PRJ2316,Project Stand-alone executive toolset,D003,Completed,195401.48,714621.4,Low
PRJ2317,Project Streamlined dedicated parallelism,D003,Planning,584364.24,490939.2,Low
PRJ2318,Project Front-line client-server hardware,D009,Planning,915546.89,263384.46,Medium
PRJ2319,Project Centralized secondary intranet,D006,Completed,373760.29,2087120.05,Medium
