employee_id,skill_id,proficiency_level,target_level
EMP08461,SK0087,3,2
EMP09880,SK0126,4,1
EMP05490,SK0042,2,4
EMP01524,SK0143,4,5
EMP05774,SK0156,3,1
EMP01911,SK0153,5,3
EMP00225,SK0009,3,4
EMP03150,SK0231,4,4
EMP09069,SK0068,5,4
EMP07529,SK0022,3,2
EMP06434,SK0083,4,3
EMP01931,SK0077,5,1
EMP02635,SK0167,5,5
EMP09494,SK0002,4,1
EMP04964,SK0162,2,3
EMP06393,SK0259,5,2
EMP04299,SK0144,1,1
EMP05482,SK0187,3,2
EMP03938,SK0196,4,4
EMP01856,SK0284,3,3
EMP00908,SK0259,2,3
EMP01778,SK0161,2,2
EMP03366,SK0039,5,3
EMP00195,SK0181,5,5
EMP02186,SK0059,2,2
EMP03170,SK0275,2,1
EMP09449,SK0080,1,4
EMP09194,SK0052,5,2
EMP07670,SK0147,4,2
EMP08444,SK0064,5,2
EMP01518,SK0100,3,4
EMP06199,SK0236,4,2
EMP08642,SK0052,3,4
EMP06497,SK0179,5,1
EMP00570,SK0018,4,2
EMP04170,SK0079,1,1
EMP03187,SK0269,5,2
EMP03868,SK0110,3,2
EMP04499,SK0199,2,5
EMP05423,SK0110,3,1
EMP04560,SK0145,2,3
EMP06858,SK0165,2,4
EMP00492,SK0162,2,3
EMP08458,SK0028,4,4
EMP01084,SK0142,5,4
EMP07448,SK0047,2,3
EMP06474,SK0047,4,4
EMP04939,SK0105,1,3
EMP06377,SK0003,1,4
EMP08169,SK0051,4,3
EMP04330,SK0107,4,3
EMP04079,SK0026,5,3
EMP04411,SK0100,3,1
EMP05988,SK0006,4,3
EMP00771,SK0243,3,2
EMP01237,SK0177,2,2
EMP03201,SK0085,1,3
EMP00065,SK0046,5,5
EMP04132,SK0019,3,1
EMP08461,SK0057,2,3
EMP00762,SK0265,3,5
EMP03495,SK0188,5,2
EMP06586,SK0145,4,1
EMP08032,SK0097,5,1
EMP01362,SK0189,5,3
EMP01692,SK0107,3,5
EMP09394,SK0228,2,3
EMP01362,SK0091,2,1
EMP04778,SK0169,1,5
EMP02847,SK0290,5,3
EMP06523,SK0236,2,2
EMP03276,SK0006,5,1
EMP05343,SK0167,1,1
EMP01217,SK0092,3,2
EMP05774,SK0266,2,4
EMP04479,SK0179,1,3
EMP04147,SK0162,3,4
EMP06703,SK0005,5,1
EMP03581,SK0201,5,3
EMP02357,SK0109,1,5
EMP05460,SK0226,1,3
EMP03128,SK0131,4,2
EMP09188,SK0199,5,3
EMP02268,SK0014,4,1
EMP04812,SK0132,5,4
EMP02587,SK0075,3,3
EMP03352,SK0012,5,2
EMP03474,SK0096,3,5
EMP03098,SK0293,2,2
EMP03835,SK0271,5,3
EMP06357,SK0274,2,4
EMP07879,SK0092,1,4
EMP03237,SK0036,1,3
EMP01378,SK0137,5,1
EMP03135,SK0084,4,3
EMP09741,SK0038,4,3
EMP07068,SK0062,2,4
EMP04646,SK0179,2,2
EMP02543,SK0042,2,2
EMP05146,SK0202,2,5
EMP09977,SK0188,5,3
EMP07362,SK0199,1,4
EMP03774,SK0028,1,2
EMP09765,SK0261,3,4
EMP04495,SK0238,5,5
EMP09353,SK0137,1,2
EMP07628,SK0140,3,5
EMP00199,SK0263,5,4
EMP03502,SK0286,2,1
EMP01063,SK0053,2,2
EMP09537,SK0114,4,1
EMP09734,SK0264,1,1
EMP02175,SK0203,1,3
EMP02657,SK0078,3,4
EMP00755,SK0083,3,1
EMP08237,SK0059,4,2
EMP05210,SK0013,5,1
EMP05540,SK0235,5,2
EMP08969,SK0071,3,4
EMP03292,SK0269,1,2
EMP03107,SK0127,1,4
EMP02106,SK0286,3,2
EMP09845,SK0262,5,2
EMP01610,SK0043,3,5
EMP08967,SK0277,5,3
EMP03663,SK0141,2,1
EMP04334,SK0019,5,4
EMP01240,SK0280,1,5
EMP04407,SK0236,2,2
EMP01837,SK0035,4,4
EMP07259,SK0278,3,5
EMP02343,SK0119,3,2
EMP09535,SK0132,1,5
EMP01566,SK0063,2,2
EMP05322,SK0297,3,2
EMP09507,SK0247,2,5
EMP00735,SK0191,5,3
EMP09824,SK0245,2,3
EMP04112,SK0273,2,4
EMP03041,SK0244,2,4
EMP02079,SK0209,2,2
EMP04164,SK0067,3,2
EMP07229,SK0210,4,4
EMP09348,SK0141,5,4
EMP00797,SK0143,1,3
EMP02052,SK0118,3,3
EMP03434,SK0275,4,2
EMP01386,SK0126,1,2
EMP08452,SK0079,5,5
EMP07779,SK0135,3,3
EMP09919,SK0095,4,5
EMP08664,SK0192,4,3
EMP09700,SK0235,1,4
EMP05922,SK0033,3,2
EMP07861,SK0046,4,4
EMP01430,SK0086,5,3
EMP03735,SK0166,5,2
EMP00368,SK0136,3,2
EMP00359,SK0250,1,4
EMP03428,SK0099,1,1
EMP05607,SK0055,1,4
EMP06070,SK0282,4,1
EMP09140,SK0127,1,1
EMP09170,SK0083,2,1
EMP07367,SK0189,5,2
EMP05334,SK0216,2,1
EMP05651,SK0215,4,2
EMP07531,SK0021,2,2
EMP05428,SK0053,5,2
EMP01959,SK0193,3,3
EMP04116,SK0112,2,2
EMP09361,SK0205,3,5
EMP09515,SK0111,1,3
EMP04943,SK0218,5,5
EMP09167,SK0278,3,3
EMP09123,SK0105,3,3
EMP07742,SK0145,5,5
EMP08610,SK0028,1,3
EMP02167,SK0245,1,5
EMP07791,SK0201,2,5
EMP00605,SK0104,5,5
EMP03297,SK0114,5,2
EMP01454,SK0251,2,5
EMP06294,SK0010,5,5
EMP03247,SK0099,4,2
EMP05235,SK0094,5,3
EMP06858,SK0237,5,4
EMP07557,SK0220,1,2
EMP08162,SK0102,5,4
EMP06751,SK0047,2,5
EMP08410,SK0201,3,3
EMP05529,SK0292,1,3
EMP00875,SK0150,4,1
EMP06513,SK0036,5,2
EMP06816,SK0064,4,5
EMP06693,SK0145,1,3
EMP06178,SK0071,3,4
EMP06350,SK0157,3,3
EMP09181,SK0143,2,2
EMP08029,SK0274,3,5
EMP06016,SK0162,5,5
EMP07169,SK0222,5,1
EMP06418,SK0018,1,2
EMP01641,SK0006,1,3
EMP09000,SK0177,3,4
EMP01741,SK0238,3,5
EMP00274,SK0293,5,5
EMP09961,SK0070,1,3
EMP00461,SK0002,4,1
EMP02474,SK0166,3,4
EMP00412,SK0074,1,3
EMP04718,SK0006,2,1
EMP07186,SK0081,1,5
EMP00916,SK0182,4,3
EMP04213,SK0045,5,3
EMP01391,SK0247,3,5
EMP06191,SK0116,5,5
EMP00259,SK0103,3,3
EMP00827,SK0110,3,3
EMP02581,SK0037,4,1
EMP03994,SK0096,3,1
EMP09221,SK0257,3,4
EMP00136,SK0256,2,1
EMP05160,SK0028,5,2
EMP05315,SK0242,4,4
EMP09598,SK0135,1,2
EMP06292,SK0169,2,3
EMP08185,SK0081,3,4
EMP03472,SK0209,3,4
EMP01415,SK0223,5,4
EMP00039,SK0081,5,5
EMP02176,SK0203,1,5
EMP09081,SK0200,4,5
EMP06925,SK0270,3,4
EMP06380,SK0157,1,2
EMP03787,SK0172,5,1
EMP09695,SK0283,3,2
EMP02901,SK0030,2,2
EMP08484,SK0026,5,4
EMP02179,SK0139,1,5
EMP05230,SK0119,5,1
EMP05905,SK0217,2,1
EMP06051,SK0089,1,3
EMP09771,SK0228,2,3
EMP08281,SK0267,5,1
EMP02704,SK0220,3,4
EMP05129,SK0205,5,5
EMP00964,SK0044,2,4
EMP06875,SK0148,3,3
EMP05172,SK0146,1,3
EMP02448,SK0291,4,4
EMP06424,SK0137,5,1
EMP05527,SK0277,5,5
EMP08807,SK0234,5,3
EMP06260,SK0083,2,3
EMP03278,SK0220,2,5
EMP00414,SK0096,3,3
EMP04335,SK0235,3,4
EMP09583,SK0170,3,2
EMP07503,SK0085,1,5
EMP02308,SK0072,1,3
EMP03348,SK0274,1,4
EMP02432,SK0134,1,5
EMP00879,SK0224,5,1
EMP06192,SK0144,3,1
EMP09793,SK0190,2,5
EMP03601,SK0163,3,5
EMP00273,SK0233,2,1
EMP01383,SK0216,3,5
EMP05047,SK0103,4,5
EMP08438,SK0279,4,5
EMP00559,SK0196,1,2
EMP05254,SK0137,2,5
EMP01250,SK0146,3,4
EMP04985,SK0194,3,4
EMP04700,SK0130,3,1
EMP00274,SK0170,2,5
EMP00720,SK0014,3,1
EMP01002,SK0281,4,5
EMP01680,SK0214,5,3
EMP01439,SK0176,1,4
EMP09350,SK0124,1,2
EMP09971,SK0171,2,3
EMP05782,SK0235,1,3
EMP08669,SK0278,4,5
EMP04298,SK0043,1,3
EMP07634,SK0054,5,3
EMP09624,SK0238,2,3
EMP02720,SK0171,2,2
EMP09427,SK0002,1,4
EMP06996,SK0208,3,5
EMP09785,SK0137,3,5
EMP08917,SK0067,5,3
EMP04225,SK0285,5,3
EMP08524,SK0132,4,4
EMP09190,SK0223,5,1
EMP05283,SK0004,2,3
EMP00286,SK0004,5,4
EMP06488,SK0173,4,2
EMP05632,SK0184,2,4
EMP04737,SK0123,5,5
EMP00871,SK0051,1,4
EMP07943,SK0047,4,1
EMP04861,SK0006,3,5
EMP04926,SK0268,5,2
EMP04492,SK0073,1,4
EMP04133,SK0266,5,1
EMP01061,SK0133,1,3
EMP06124,SK0291,2,2
EMP04851,SK0148,3,1
EMP00893,SK0267,4,4
EMP04694,SK0249,4,2
EMP09795,SK0027,5,1
EMP02817,SK0226,4,1
EMP03786,SK0116,5,4
EMP05840,SK0289,2,5
EMP08876,SK0074,4,1
EMP06212,SK0071,3,2
EMP08987,SK0028,1,2
EMP09136,SK0247,5,1
EMP03514,SK0212,4,4
EMP03097,SK0259,4,4
EMP09712,SK0155,3,3
EMP01908,SK0043,1,3
EMP08858,SK0156,4,3
EMP05405,SK0179,3,2
EMP04492,SK0006,1,4
EMP05675,SK0243,2,3
EMP06690,SK0010,3,4
EMP07054,SK0035,1,4
EMP08078,SK0201,5,3
EMP04116,SK0258,5,1
EMP05707,SK0251,3,1
EMP06435,SK0280,2,1
EMP03085,SK0165,1,3
EMP02818,SK0101,3,3
EMP02811,SK0149,2,3
EMP07880,SK0230,5,1
EMP07025,SK0072,5,3
EMP05088,SK0092,3,4
EMP04003,SK0203,2,1
EMP01632,SK0258,4,2
EMP08391,SK0287,3,4
EMP00900,SK0014,4,2
EMP08967,SK0092,3,5
EMP07744,SK0046,2,1
EMP07383,SK0102,5,3
EMP02091,SK0235,5,2
EMP00563,SK0171,4,4
EMP01390,SK0198,1,3
EMP08596,SK0253,5,2
EMP04683,SK0266,3,4
EMP07052,SK0299,4,5
EMP08587,SK0187,1,2
EMP00328,SK0039,1,1
EMP03314,SK0029,4,4
EMP09981,SK0218,5,3
EMP07670,SK0109,2,2
EMP01006,SK0049,1,2
EMP07054,SK0221,3,1
EMP07933,SK0025,3,4
EMP07457,SK0060,3,2
EMP03145,SK0284,4,1
EMP08935,SK0138,3,5
EMP03315,SK0190,3,4
EMP05361,SK0288,3,2
EMP02049,SK0184,1,4
EMP02171,SK0065,2,1
EMP03705,SK0272,5,2
EMP08583,SK0142,3,4
EMP02627,SK0052,1,2
EMP00520,SK0124,4,3
EMP06817,SK0130,1,4
EMP06399,SK0038,2,4
EMP07659,SK0091,3,1
EMP08586,SK0010,3,1
EMP02443,SK0105,3,2
EMP02796,SK0279,5,5
EMP02061,SK0159,4,3
EMP00945,SK0061,5,1
EMP06838,SK0120,2,2
EMP06197,SK0206,2,2
EMP07731,SK0267,5,4
EMP04090,SK0050,3,2
EMP08562,SK0086,3,4
EMP06965,SK0166,2,4
EMP02941,SK0120,3,5
EMP05750,SK0112,2,4
EMP07099,SK0213,4,3
EMP01173,SK0079,5,1
EMP01871,SK0199,4,2
EMP03276,SK0244,4,2
EMP08989,SK0126,5,2
EMP06006,SK0148,5,1
EMP02081,SK0033,1,4
EMP00885,SK0097,3,3
EMP04254,SK0286,1,3
EMP02429,SK0233,5,1
EMP02563,SK0286,1,1
EMP01954,SK0243,3,2
EMP00898,SK0152,5,4
EMP09139,SK0186,5,1
EMP05045,SK0164,5,2
EMP03126,SK0029,1,4
EMP07206,SK0161,3,1
EMP03597,SK0149,5,5
EMP07167,SK0082,1,5
EMP08069,SK0299,2,4
EMP00236,SK0291,5,1
EMP03339,SK0296,4,5
EMP07581,SK0190,5,2
EMP06313,SK0077,3,2
EMP01145,SK0215,5,1
EMP04775,SK0251,1,2
EMP02177,SK0105,2,2
EMP06460,SK0207,2,4
EMP07025,SK0200,3,3
EMP08496,SK0019,3,2
EMP06089,SK0074,2,5
EMP07228,SK0039,5,4
EMP07785,SK0133,5,3
EMP07228,SK0210,1,5
EMP05508,SK0078,3,3
EMP06702,SK0185,4,1
EMP01673,SK0011,1,5
EMP00368,SK0091,1,1
EMP03486,SK0221,1,2
EMP02445,SK0180,1,1
EMP04173,SK0251,5,5
EMP05036,SK0087,1,2
EMP06925,SK0199,1,1
EMP08443,SK0286,4,5
EMP05583,SK0151,5,2
EMP02531,SK0227,1,4
EMP00492,SK0212,4,2
EMP08937,SK0005,4,2
EMP01903,SK0027,4,4
EMP04900,SK0222,3,2
EMP02258,SK0022,1,1
EMP06195,SK0275,2,2
EMP08181,SK0236,2,4
EMP04841,SK0234,3,3
EMP09154,SK0028,3,1
EMP04662,SK0086,4,1
EMP02334,SK0153,2,5
EMP07488,SK0163,2,3
EMP09470,SK0152,2,2
EMP05094,SK0283,5,4
EMP04741,SK0103,5,1
EMP09453,SK0060,4,3
EMP03636,SK0101,4,4
EMP00971,SK0270,5,3
EMP04111,SK0050,5,4
EMP08910,SK0243,1,3
EMP07046,SK0157,3,5
EMP01457,SK0019,2,4
EMP05289,SK0250,1,5
EMP05568,SK0228,1,4
EMP07872,SK0216,5,5
EMP07816,SK0267,3,2
EMP05157,SK0056,1,1
EMP09391,SK0052,4,1
EMP04281,SK0116,5,1
EMP05909,SK0206,5,2
EMP07027,SK0235,1,2
EMP08548,SK0048,4,5
EMP04153,SK0257,5,1
EMP04613,SK0257,5,5
EMP07195,SK0008,3,2
EMP00049,SK0081,4,2
EMP04299,SK0061,5,1
EMP00258,SK0140,4,5
EMP00211,SK0178,1,3
EMP05069,SK0027,5,2
EMP04406,SK0258,1,1
EMP05972,SK0207,2,5
EMP01799,SK0252,1,3
EMP02079,SK0139,1,3
EMP04727,SK0211,2,1
EMP01864,SK0123,2,4
EMP05833,SK0198,4,4
EMP00982,SK0282,3,2
EMP02837,SK0089,3,4
EMP08022,SK0052,1,3
EMP03225,SK0003,4,3
EMP01831,SK0043,5,1
EMP05267,SK0081,3,5
EMP03825,SK0086,3,3
EMP05849,SK0290,1,2
EMP05328,SK0282,4,5
EMP02014,SK0279,5,4
EMP01823,SK0177,4,4
EMP09151,SK0159,5,5
EMP00673,SK0125,5,1
EMP03632,SK0115,4,3
EMP04234,SK0132,4,2
EMP08009,SK0023,3,2
EMP07115,SK0122,1,5
EMP05197,SK0187,5,5
EMP04984,SK0091,4,2
EMP08179,SK0080,2,2
EMP03812,SK0286,2,3
EMP05407,SK0041,5,2
EMP05762,SK0206,1,2
EMP07942,SK0241,3,1
EMP09241,SK0136,4,1
EMP05252,SK0051,2,2
EMP02772,SK0066,5,3
EMP06128,SK0253,3,5
EMP03293,SK0186,1,4
EMP03393,SK0039,3,5
EMP05594,SK0111,1,2
EMP02579,SK0165,3,1
EMP06808,SK0147,3,4
EMP04937,SK0299,2,3
EMP00494,SK0095,3,4
EMP04764,SK0094,2,1
EMP08201,SK0258,1,5
EMP02007,SK0061,3,2
EMP07990,SK0055,2,4
EMP08556,SK0064,1,1
EMP08772,SK0114,2,2
EMP09427,SK0245,1,4
EMP03647,SK0280,5,1
EMP07344,SK0207,3,5
EMP05950,SK0236,2,3
EMP00255,SK0286,3,5
EMP05652,SK0178,4,2
EMP04293,SK0109,3,1
EMP09858,SK0262,1,2
EMP05818,SK0005,2,1
EMP03637,SK0066,4,1
EMP01585,SK0051,5,3
EMP00422,SK0247,1,3
EMP09683,SK0152,1,3
EMP08873,SK0030,3,5
EMP03284,SK0193,3,3
EMP02677,SK0247,4,4
EMP00464,SK0051,3,2
EMP06001,SK0246,3,4
EMP02463,SK0032,1,4
EMP03467,SK0187,4,3
EMP04283,SK0036,1,5
EMP07746,SK0027,2,4
EMP09336,SK0287,3,2
EMP04633,SK0147,3,2
EMP06554,SK0135,5,3
EMP08946,SK0095,3,3
EMP07856,SK0092,4,3
EMP03759,SK0043,4,5
EMP05490,SK0259,1,4
EMP07288,SK0265,5,4
EMP04562,SK0230,4,4
EMP02187,SK0215,3,2
EMP09549,SK0097,2,3
EMP08542,SK0058,1,4
EMP03341,SK0027,4,3
EMP06571,SK0174,4,4
EMP05598,SK0079,2,3
EMP05861,SK0139,1,1
EMP04606,SK0270,1,2
EMP08108,SK0031,4,4
EMP05244,SK0147,1,3
EMP09067,SK0186,1,4
EMP06399,SK0062,1,2
EMP07065,SK0210,3,1
EMP09196,SK0025,3,2
EMP04249,SK0251,1,2
EMP00774,SK0065,5,1
EMP05744,SK0146,1,1
EMP09442,SK0077,2,1
EMP08128,SK0014,3,5
EMP04878,SK0173,2,1
EMP08699,SK0232,3,2
EMP02298,SK0217,4,4
EMP08009,SK0062,1,2
EMP04191,SK0143,3,3
EMP06751,SK0037,5,5
EMP03875,SK0179,1,1
EMP04838,SK0129,1,3
EMP00136,SK0141,5,1
EMP09539,SK0265,4,4
EMP02101,SK0060,5,5
EMP00766,SK0023,1,2
EMP06841,SK0218,5,5
EMP08690,SK0004,1,4
EMP00134,SK0288,1,2
EMP03661,SK0138,1,4
EMP09186,SK0252,4,4
EMP08815,SK0194,3,4
EMP05802,SK0018,1,5
EMP09047,SK0197,1,4
EMP00286,SK0151,2,4
EMP05026,SK0114,4,1
EMP07631,SK0186,3,5
EMP01755,SK0158,5,4
EMP01031,SK0065,2,5
EMP00152,SK0245,2,2
EMP00663,SK0054,2,2
EMP01313,SK0228,4,3
EMP07920,SK0274,1,3
EMP08471,SK0020,3,2
EMP08162,SK0134,1,5
EMP00268,SK0176,2,3
EMP02731,SK0192,5,5
EMP05883,SK0236,4,5
EMP04346,SK0232,3,3
EMP07457,SK0203,5,2
EMP00353,SK0110,3,2
EMP01696,SK0127,1,2
EMP03784,SK0276,2,5
EMP06924,SK0009,2,2
EMP00607,SK0216,1,2
EMP04594,SK0067,3,5
EMP00461,SK0268,1,1
EMP01324,SK0032,1,2
EMP06258,SK0143,1,4
EMP07374,SK0270,3,2
EMP06037,SK0132,3,3
EMP07251,SK0099,4,4
EMP05994,SK0159,1,1
EMP05597,SK0092,5,2
EMP04131,SK0206,1,4
EMP07387,SK0106,3,5
EMP07795,SK0119,1,2
EMP04674,SK0133,5,4
EMP01279,SK0100,5,4
EMP07052,SK0107,4,2
EMP05445,SK0001,1,5
EMP05930,SK0124,2,3
EMP07860,SK0194,5,5
EMP04528,SK0077,3,1
EMP02044,SK0238,4,2
EMP05928,SK0053,3,2
EMP08604,SK0139,1,3
EMP06820,SK0298,4,2
EMP03644,SK0195,3,5
EMP05256,SK0116,5,5
EMP09156,SK0185,5,5
EMP00954,SK0060,2,3
EMP05271,SK0216,3,1
EMP05899,SK0145,2,2
EMP03982,SK0235,1,4
EMP01840,SK0115,1,4
EMP09244,SK0151,2,1
EMP04609,SK0256,3,5
EMP04359,SK0120,5,2
EMP06797,SK0267,1,1
EMP09171,SK0175,5,5
EMP08829,SK0072,5,4
EMP08517,SK0284,5,2
EMP09440,SK0262,2,1
EMP03890,SK0175,5,2
EMP02529,SK0041,3,5
EMP06572,SK0165,3,4
EMP06996,SK0103,2,3
EMP04351,SK0237,4,2
EMP05459,SK0210,2,4
EMP00353,SK0173,4,4
EMP05493,SK0027,3,4
EMP06672,SK0278,4,2
EMP02121,SK0143,2,2
EMP06717,SK0204,2,5
EMP03381,SK0095,4,1
EMP04794,SK0289,3,5
EMP01784,SK0066,1,3
EMP00973,SK0243,1,2
EMP01049,SK0132,2,5
EMP07803,SK0060,4,5
EMP02311,SK0271,3,2
EMP03166,SK0068,1,2
EMP09105,SK0223,5,4
EMP02412,SK0106,2,3
EMP02662,SK0158,3,3
EMP05926,SK0179,3,3
EMP07019,SK0161,1,5
EMP00222,SK0213,2,4
EMP06307,SK0226,2,1
EMP04246,SK0044,1,2
EMP09628,SK0257,1,1
EMP09413,SK0213,4,3
EMP05750,SK0206,4,3
EMP03154,SK0094,4,4
EMP04891,SK0127,3,2
EMP06031,SK0261,3,3
EMP05750,SK0200,4,3
EMP04852,SK0208,4,2
EMP02293,SK0084,4,5
EMP07352,SK0074,1,5
EMP01998,SK0199,1,1
EMP07754,SK0006,3,5
EMP00426,SK0207,5,2
EMP02516,SK0148,4,3
EMP04034,SK0242,2,5
EMP06265,SK0032,4,1
EMP03038,SK0239,2,4
EMP06567,SK0189,3,3
EMP05721,SK0254,3,5
EMP08583,SK0131,1,2
EMP06479,SK0271,2,1
EMP04961,SK0008,2,5
EMP05936,SK0208,3,5
EMP06657,SK0196,3,1
EMP07339,SK0191,5,4
EMP07160,SK0116,4,1
EMP08659,SK0071,2,1
EMP05102,SK0151,4,5
EMP05731,SK0197,4,1
EMP07847,SK0226,5,3
EMP01815,SK0118,5,2
EMP03313,SK0181,5,4
EMP05488,SK0129,3,1
EMP02519,SK0121,2,2
EMP03025,SK0239,5,1
EMP08045,SK0022,4,1
EMP08544,SK0284,3,5
EMP05528,SK0291,2,2
EMP02476,SK0140,1,4
EMP03697,SK0235,5,1
EMP06344,SK0004,2,2
EMP03960,SK0238,3,4
EMP05350,SK0017,2,2
EMP03820,SK0258,5,5
EMP04629,SK0228,5,4
EMP08810,SK0236,1,2
EMP08492,SK0169,5,3
EMP00492,SK0236,1,3
EMP07506,SK0159,5,3
EMP07528,SK0226,1,3
EMP07572,SK0251,5,3
EMP09812,SK0099,2,5
EMP08448,SK0022,1,4
EMP03513,SK0294,4,5
EMP04277,SK0194,4,2
EMP09909,SK0076,2,4
EMP05432,SK0109,5,1
EMP02414,SK0269,4,1
EMP04744,SK0188,2,4
EMP05661,SK0046,1,4
EMP01204,SK0078,2,3
EMP08581,SK0145,2,5
EMP04295,SK0065,1,4
EMP01903,SK0229,1,1
EMP09604,SK0144,4,4
EMP06625,SK0117,2,5
EMP04396,SK0222,3,4
EMP05860,SK0113,1,3
EMP07289,SK0150,2,5
EMP06198,SK0086,5,1
EMP09311,SK0241,4,2
EMP09184,SK0094,5,1
EMP07374,SK0077,1,5
EMP06137,SK0223,3,1
EMP04388,SK0244,3,4
EMP05248,SK0201,2,1
EMP02002,SK0251,4,4
EMP07813,SK0133,1,5
EMP07542,SK0296,4,2
EMP02298,SK0221,1,4
EMP08006,SK0258,3,1
EMP02039,SK0219,1,4
EMP03628,SK0117,2,4
EMP03558,SK0043,2,2
EMP05330,SK0141,2,4
EMP07169,SK0116,3,4
EMP02252,SK0259,4,4
EMP00978,SK0226,5,4
EMP01605,SK0052,3,1
EMP00438,SK0007,4,3
EMP08372,SK0263,3,2
EMP05136,SK0201,1,1
EMP05406,SK0159,5,4
EMP00894,SK0293,2,4
EMP09732,SK0159,2,4
EMP04172,SK0031,5,4
EMP08747,SK0153,3,2
EMP05417,SK0003,2,4
EMP04777,SK0184,5,4
EMP02965,SK0259,4,5
EMP05117,SK0288,4,1
EMP09935,SK0075,2,1
EMP05067,SK0109,2,5
EMP07569,SK0207,1,1
EMP03090,SK0121,2,1
EMP02839,SK0170,4,3
EMP09288,SK0146,1,1
EMP08781,SK0010,1,1
EMP05804,SK0066,2,3
EMP01558,SK0270,3,2
EMP07436,SK0102,4,1
EMP01144,SK0004,1,1
EMP03742,SK0081,3,4
EMP09444,SK0259,2,3
EMP02425,SK0045,2,1
EMP03296,SK0058,1,2
EMP09134,SK0299,4,4
EMP08237,SK0181,4,5
EMP02523,SK0217,3,1
EMP09238,SK0026,1,2
EMP07712,SK0074,3,1
EMP06219,SK0107,4,5
EMP08540,SK0295,5,3
EMP02611,SK0208,1,3
EMP05396,SK0066,2,4
EMP05506,SK0049,5,4
EMP06327,SK0235,4,2
EMP05893,SK0121,1,5
EMP09503,SK0140,2,4
EMP09487,SK0025,2,5
EMP07662,SK0293,1,4
EMP04458,SK0263,1,1
EMP06695,SK0227,1,5
EMP08476,SK0163,1,4
EMP03271,SK0295,1,4
EMP02794,SK0104,1,2
EMP03816,SK0104,5,1
EMP03850,SK0005,3,5
EMP07843,SK0283,3,5
EMP02066,SK0124,4,5
EMP04615,SK0189,5,2
EMP08551,SK0097,4,5
EMP05598,SK0189,1,4
EMP04291,SK0282,1,3
EMP01627,SK0210,4,2
EMP04764,SK0136,4,1
EMP05586,SK0242,5,3
EMP06445,SK0145,5,5
EMP04009,SK0014,2,5
EMP05768,SK0144,1,2
EMP01644,SK0115,2,2
EMP01891,SK0268,2,5
EMP02106,SK0269,1,1
EMP07130,SK0125,4,1
EMP06968,SK0127,2,1
EMP09806,SK0252,2,2
EMP05213,SK0187,2,1
EMP03622,SK0059,1,4
EMP03691,SK0258,3,3
EMP06294,SK0207,4,1
EMP09386,SK0238,2,5
EMP06655,SK0173,2,1
EMP03566,SK0144,1,3
EMP04459,SK0241,4,3
EMP06159,SK0064,4,3
EMP04374,SK0094,2,1
EMP00913,SK0202,2,5
EMP00975,SK0204,3,4
EMP08897,SK0253,5,5
EMP04976,SK0161,5,4
EMP04710,SK0084,3,5
EMP03025,SK0216,5,5
EMP02217,SK0040,2,1
EMP07608,SK0299,5,3
EMP04183,SK0109,4,3
EMP08108,SK0188,1,3
EMP08862,SK0069,3,1
EMP08235,SK0247,1,1
EMP04564,SK0145,5,5
EMP09450,SK0092,4,4
EMP01466,SK0166,2,2
EMP03845,SK0224,5,1
EMP09812,SK0213,2,3
EMP02840,SK0206,2,2
EMP04959,SK0025,2,1
EMP02232,SK0299,3,1
EMP01201,SK0120,3,4
EMP04367,SK0155,1,5
EMP05955,SK0055,2,5
EMP03200,SK0154,5,1
EMP00815,SK0102,5,2
EMP05151,SK0210,3,5
EMP04428,SK0067,4,3
EMP04777,SK0077,3,4
EMP00326,SK0250,2,2
EMP06076,SK0087,4,4
EMP07134,SK0279,5,5
EMP05898,SK0246,3,3
EMP04374,SK0136,3,3
EMP05654,SK0300,1,4
EMP06088,SK0158,2,2
EMP08405,SK0016,1,4
EMP01096,SK0192,2,3
EMP09708,SK0234,2,1
EMP01321,SK0178,1,5
EMP07058,SK0169,2,4
EMP06483,SK0240,1,5
EMP00289,SK0257,1,4
EMP04200,SK0019,5,3
EMP04832,SK0034,2,1
EMP06887,SK0214,5,3
EMP04424,SK0041,1,4
EMP01809,SK0254,5,5
EMP05196,SK0263,4,4
EMP07373,SK0285,2,5
EMP09708,SK0265,4,4
EMP07820,SK0244,3,3
EMP02323,SK0140,1,5
EMP03329,SK0146,2,2
EMP06134,SK0017,2,1
EMP09286,SK0164,2,1
EMP09695,SK0155,1,2
EMP06427,SK0012,4,4
EMP09763,SK0183,4,1
EMP08667,SK0052,2,5
EMP06080,SK0187,1,5
EMP05605,SK0222,4,2
EMP00568,SK0148,3,2
EMP05713,SK0160,5,1
EMP08319,SK0209,2,2
EMP04029,SK0115,3,1
EMP00833,SK0094,1,4
EMP02126,SK0014,3,5
EMP05228,SK0051,1,2
EMP04400,SK0266,1,4
EMP06667,SK0281,5,2
EMP03850,SK0112,3,2
EMP09777,SK0063,4,4
EMP08033,SK0166,5,4
EMP06613,SK0095,3,1
EMP02210,SK0046,4,1
EMP09182,SK0191,3,1
EMP03626,SK0045,5,1
EMP07963,SK0024,1,4
EMP09217,SK0256,5,2
EMP06710,SK0056,3,2
EMP07116,SK0235,2,3
EMP03310,SK0197,4,2
EMP08706,SK0064,1,4
EMP01945,SK0054,2,5
EMP09076,SK0224,1,5
EMP02391,SK0235,4,4
