employee_id,project_id,role,hours_allocated
EMP03166,PRJ0925,Reviewer,446
EMP07722,PRJ2086,Lead,394
EMP08413,PRJ0760,Manager,276
EMP02197,PRJ4534,Reviewer,14
EMP09505,PRJ1330,Reviewer,59
EMP01536,PRJ3024,Manager,163
EMP00206,PRJ3486,Lead,174
EMP08829,PRJ1623,Contributor,458
EMP07640,PRJ0602,Contributor,55
EMP01908,PRJ2393,Lead,376
EMP09985,PRJ1980,Contributor,294
EMP06302,PRJ2138,Lead,174
EMP09513,PRJ3530,Contributor,432
EMP05074,PRJ1053,Manager,285
EMP06916,PRJ0940,Manager,268
EMP04198,PRJ2852,Contributor,79
EMP05502,PRJ0670,Manager,424
EMP09261,PRJ2496,Contributor,214
EMP01279,PRJ3308,Reviewer,430
EMP03777,PRJ1287,Manager,321
EMP08769,PRJ1487,Lead,479
EMP02690,PRJ3846,Contributor,383
EMP02326,PRJ0479,Contributor,301
EMP08743,PRJ0822,Reviewer,51
EMP05104,PRJ4606,Manager,140
EMP08741,PRJ2461,Contributor,231
EMP07207,PRJ1423,Manager,122
EMP04424,PRJ4483,Lead,58
EMP01553,PRJ1472,Reviewer,259
EMP08261,PRJ4982,Manager,17
EMP07536,PRJ4022,Reviewer,296
EMP04930,PRJ3581,Contributor,445
EMP05634,PRJ1783,Lead,41
EMP07058,PRJ3168,Manager,470
EMP05764,PRJ1410,Reviewer,76
EMP08766,PRJ0051,Contributor,180
EMP06223,PRJ4415,Manager,121
EMP08547,PRJ4200,Contributor,383
EMP00002,PRJ2495,Manager,322
EMP04340,PRJ4339,Manager,416
EMP04434,PRJ4826,Manager,14
EMP01483,PRJ4610,Lead,315
EMP09546,PRJ4639,Contributor,309
EMP02228,PRJ3386,Lead,178
EMP08008,PRJ4423,Contributor,206
EMP01530,PRJ4774,Manager,284
EMP06717,PRJ0228,Contributor,380
EMP04955,PRJ1955,Reviewer,89
EMP07517,PRJ3980,Manager,288
EMP09505,PRJ2689,Lead,45
EMP01329,PRJ2523,Contributor,79
EMP00760,PRJ4122,Reviewer,41
EMP07255,PRJ0447,Lead,58
EMP05961,PRJ3820,Contributor,439
EMP01128,PRJ2748,Reviewer,70
EMP01458,PRJ0534,Reviewer,156
EMP02168,PRJ0481,Lead,349
EMP08693,PRJ3513,Manager,380
EMP06150,PRJ1992,Reviewer,428
EMP03639,PRJ1538,Contributor,266
EMP03656,PRJ3238,Lead,214
EMP01342,PRJ0644,Lead,414
EMP00525,PRJ3213,Reviewer,312
EMP02883,PRJ4470,Lead,325
EMP07549,PRJ0403,Contributor,280
EMP09994,PRJ3074,Lead,449
EMP02033,PRJ0960,Reviewer,225
EMP05664,PRJ2917,Lead,28
EMP01725,PRJ3597,Reviewer,278
EMP09181,PRJ4443,Manager,386
EMP05656,PRJ3331,Manager,289
EMP06744,PRJ1163,Reviewer,337
EMP02446,PRJ1036,Manager,308
EMP09232,PRJ0353,Manager,208
EMP04388,PRJ4914,Manager,45
EMP04863,PRJ2238,Reviewer,209
EMP07113,PRJ4895,Lead,306
EMP07450,PRJ3554,Contributor,380
EMP05860,PRJ3215,Manager,474
EMP06395,PRJ2063,Lead,213
EMP08286,PRJ0287,Contributor,258
EMP08508,PRJ3873,Reviewer,222
EMP07092,PRJ0197,Contributor,215
EMP07794,PRJ3984,Contributor,164
EMP06368,PRJ3797,Contributor,159
EMP05336,PRJ3997,Contributor,431
EMP08201,PRJ4777,Lead,405
EMP06879,PRJ0673,Contributor,470
EMP06674,PRJ1434,Reviewer,33
EMP03507,PRJ0323,Reviewer,279
EMP07249,PRJ2485,Reviewer,227
EMP08886,PRJ4938,Lead,253
EMP05703,PRJ2689,Contributor,147
EMP05942,PRJ1095,Contributor,312
EMP00939,PRJ0840,Contributor,181
EMP07056,PRJ4166,Lead,17
EMP05960,PRJ3098,Manager,456
EMP08842,PRJ4907,Lead,242
EMP09799,PRJ4577,Contributor,259
EMP03813,PRJ0112,Contributor,430
EMP08293,PRJ4983,Reviewer,389
EMP01021,PRJ0075,Contributor,404
EMP04725,PRJ0020,Reviewer,384
EMP05536,PRJ3249,Contributor,339
EMP08902,PRJ0146,Contributor,332
EMP01505,PRJ4741,Contributor,285
EMP04552,PRJ2334,Reviewer,182
EMP04308,PRJ0649,Manager,369
EMP08595,PRJ2219,Contributor,461
EMP04668,PRJ3981,Reviewer,301
EMP04331,PRJ4208,Manager,363
EMP00731,PRJ0631,Reviewer,406
EMP05434,PRJ4399,Lead,81
EMP01670,PRJ3536,Manager,115
EMP02976,PRJ1293,Lead,148
EMP03336,PRJ2010,Lead,81
EMP09092,PRJ2956,Contributor,12
EMP02911,PRJ3488,Manager,160
EMP09485,PRJ2731,Contributor,246
EMP05878,PRJ1100,Contributor,350
EMP09302,PRJ2151,Reviewer,209
EMP08783,PRJ3579,Lead,182
EMP08670,PRJ3939,Manager,289
EMP08322,PRJ4543,Reviewer,345
EMP08198,PRJ0086,Contributor,87
EMP06544,PRJ0493,Lead,367
EMP09375,PRJ2147,Lead,132
EMP08219,PRJ4500,Reviewer,86
EMP09993,PRJ0181,Lead,259
EMP08241,PRJ1978,Manager,367
EMP08699,PRJ3622,Manager,53
EMP04103,PRJ2562,Reviewer,297
EMP01234,PRJ0626,Lead,381
EMP02351,PRJ3986,Contributor,459
EMP00481,PRJ1188,Manager,36
EMP06049,PRJ0503,Contributor,268
EMP01703,PRJ0498,Manager,208
EMP09302,PRJ0896,Contributor,213
EMP00383,PRJ2279,Contributor,62
EMP06740,PRJ0177,Reviewer,269
EMP02113,PRJ4866,Manager,422
EMP01380,PRJ3055,Reviewer,443
EMP00551,PRJ1959,Reviewer,252
EMP05408,PRJ2091,Lead,154
EMP00661,PRJ4996,Lead,457
EMP03845,PRJ3505,Lead,380
EMP02700,PRJ4341,Lead,493
EMP09551,PRJ2838,Contributor,467
EMP04944,PRJ0980,Contributor,489
EMP07486,PRJ2959,Manager,230
EMP03658,PRJ3437,Reviewer,164
EMP09899,PRJ2889,Manager,137
EMP04917,PRJ2089,Lead,346
EMP07413,PRJ0886,Contributor,344
EMP01603,PRJ0471,Reviewer,120
EMP08438,PRJ3394,Contributor,92
EMP02294,PRJ1953,Manager,333
EMP03770,PRJ0884,Reviewer,234
EMP08592,PRJ2264,Lead,99
EMP02529,PRJ2285,Lead,320
EMP01403,PRJ3227,Lead,171
EMP08520,PRJ1107,Manager,243
EMP07790,PRJ3988,Contributor,220
EMP02991,PRJ3608,Contributor,382
EMP03622,PRJ1439,Reviewer,229
EMP01248,PRJ2220,Reviewer,365
EMP08495,PRJ0495,Reviewer,276
EMP01044,PRJ2314,Contributor,31
EMP08337,PRJ4299,Contributor,211
EMP02539,PRJ0955,Reviewer,402
EMP05562,PRJ1612,Reviewer,146
EMP08073,PRJ2193,Lead,287
EMP00672,PRJ4451,Manager,305
EMP05635,PRJ1319,Contributor,196
EMP08558,PRJ3872,Contributor,199
EMP09270,PRJ2155,Reviewer,147
EMP05681,PRJ0810,Reviewer,472
EMP03915,PRJ3842,Contributor,211
EMP01811,PRJ0400,Contributor,112
EMP08615,PRJ4399,Lead,124
EMP00734,PRJ2336,Manager,422
EMP07731,PRJ2687,Reviewer,126
EMP07196,PRJ4305,Manager,370
EMP05995,PRJ3660,Lead,311
EMP00106,PRJ1367,Contributor,441
EMP06680,PRJ1984,Reviewer,111
EMP05710,PRJ3185,Reviewer,448
EMP09879,PRJ4471,Contributor,58
EMP06617,PRJ3099,Contributor,476
EMP03545,PRJ1959,Lead,334
EMP01352,PRJ1862,Reviewer,190
EMP06702,PRJ1047,Reviewer,76
EMP07909,PRJ2117,Manager,128
EMP05174,PRJ2083,Lead,218
EMP08089,PRJ4051,Manager,407
EMP07540,PRJ3556,Reviewer,108
EMP02984,PRJ3452,Contributor,27
EMP09115,PRJ3415,Reviewer,372
EMP07762,PRJ0548,Contributor,303
EMP00932,PRJ3540,Reviewer,426
EMP06187,PRJ1360,Contributor,13
EMP09948,PRJ0596,Manager,441
EMP05971,PRJ2421,Manager,182
EMP09387,PRJ0255,Manager,67
EMP03746,PRJ3847,Lead,365
EMP06431,PRJ3239,Contributor,207
EMP05404,PRJ0561,Reviewer,129
EMP06386,PRJ3420,Contributor,360
EMP02923,PRJ3995,Reviewer,419
EMP06721,PRJ0732,Lead,398
EMP00847,PRJ0127,Manager,369
EMP05090,PRJ4551,Manager,326
EMP06208,PRJ0849,Reviewer,140
EMP09465,PRJ0297,Manager,185
EMP01588,PRJ3817,Lead,162
EMP09702,PRJ3530,Reviewer,287
EMP04285,PRJ2350,Manager,175
EMP02446,PRJ4850,Contributor,381
EMP09674,PRJ2194,Manager,123
EMP00086,PRJ0349,Lead,146
EMP04800,PRJ3914,Lead,74
EMP08938,PRJ3733,Manager,303
EMP00620,PRJ1492,Reviewer,444
EMP01750,PRJ3597,Reviewer,182
EMP04520,PRJ3304,Manager,281
EMP02469,PRJ4196,Lead,254
EMP01428,PRJ4493,Lead,302
EMP09039,PRJ4095,Reviewer,161
EMP04534,PRJ4393,Reviewer,280
EMP09010,PRJ0260,Reviewer,470
EMP07691,PRJ2902,Lead,449
EMP04521,PRJ4366,Contributor,241
EMP03484,PRJ4214,Contributor,379
EMP08636,PRJ3272,Lead,42
EMP04028,PRJ1329,Manager,444
EMP04673,PRJ4375,Contributor,142
EMP08764,PRJ0307,Manager,172
EMP01482,PRJ3158,Manager,190
EMP07527,PRJ1610,Reviewer,446
EMP00486,PRJ4536,Lead,337
EMP02341,PRJ2419,Lead,415
EMP06107,PRJ0274,Lead,21
EMP02712,PRJ2272,Manager,301
EMP04798,PRJ0959,Contributor,312
EMP09151,PRJ4056,Contributor,436
EMP09670,PRJ3321,Reviewer,489
EMP02718,PRJ0010,Lead,325
EMP01367,PRJ0714,Lead,187
EMP02578,PRJ3958,Manager,224
EMP01923,PRJ4097,Contributor,260
EMP01007,PRJ0800,Contributor,323
EMP06034,PRJ4136,Contributor,139
EMP01827,PRJ4665,Reviewer,41
EMP02444,PRJ3833,Lead,234
EMP06639,PRJ3026,Reviewer,386
EMP05719,PRJ1387,Contributor,131
EMP06505,PRJ0983,Reviewer,42
EMP05068,PRJ1351,Contributor,152
EMP09878,PRJ4203,Manager,107
EMP05740,PRJ1787,Manager,295
EMP09308,PRJ1751,Reviewer,39
EMP01939,PRJ3951,Lead,364
EMP06644,PRJ2028,Manager,212
EMP05618,PRJ1588,Contributor,127
EMP00547,PRJ2298,Lead,305
EMP01798,PRJ3437,Manager,32
EMP03577,PRJ1127,Lead,256
EMP04147,PRJ0870,Reviewer,34
EMP05626,PRJ2425,Manager,217
EMP00387,PRJ1862,Contributor,273
EMP04135,PRJ3371,Manager,280
EMP06602,PRJ1519,Manager,410
EMP00901,PRJ4657,Reviewer,50
EMP03411,PRJ2654,Lead,425
EMP06001,PRJ3993,Lead,397
EMP05453,PRJ4019,Contributor,227
EMP00780,PRJ3913,Lead,475
EMP06002,PRJ0319,Lead,237
EMP09341,PRJ4569,Reviewer,348
EMP05461,PRJ3748,Lead,426
EMP05409,PRJ3752,Manager,319
EMP00868,PRJ3515,Contributor,138
EMP00433,PRJ0677,Contributor,254
EMP04306,PRJ2461,Lead,133
EMP09536,PRJ2533,Reviewer,133
EMP07873,PRJ2671,Lead,454
EMP05883,PRJ4196,Reviewer,182
EMP08044,PRJ2829,Reviewer,478
EMP09673,PRJ4379,Contributor,201
EMP09014,PRJ3565,Reviewer,192
EMP07944,PRJ2710,Contributor,437
EMP01025,PRJ1589,Manager,125
EMP02093,PRJ3957,Reviewer,496
EMP01193,PRJ4431,Reviewer,212
EMP00998,PRJ0009,Contributor,403
EMP02941,PRJ2873,Lead,494
EMP04568,PRJ3546,Reviewer,331
EMP05185,PRJ2285,Manager,225
EMP09555,PRJ2185,Manager,204
EMP02313,PRJ3369,Reviewer,317
EMP01187,PRJ0609,Lead,186
EMP09023,PRJ2467,Manager,368
EMP03646,PRJ1895,Reviewer,91
EMP06414,PRJ0408,Contributor,378
EMP08008,PRJ2966,Contributor,478
EMP00950,PRJ0963,Lead,490
EMP02528,PRJ2128,Manager,455
EMP00430,PRJ3845,Manager,197
EMP02878,PRJ2170,Contributor,247
EMP09382,PRJ4773,Contributor,242
EMP06204,PRJ4375,Manager,38
EMP07998,PRJ0199,Manager,412
EMP05439,PRJ0985,Manager,291
EMP07940,PRJ2556,Contributor,429
EMP03825,PRJ2654,Manager,492
EMP07949,PRJ4914,Reviewer,476
EMP05997,PRJ4447,Lead,259
EMP06028,PRJ0801,Contributor,438
EMP05214,PRJ1468,Manager,60
EMP09634,PRJ0908,Reviewer,62
EMP02838,PRJ4243,Manager,373
EMP06129,PRJ3075,Manager,206
EMP01839,PRJ5000,Lead,378
EMP00589,PRJ0853,Manager,466
EMP06736,PRJ0569,Manager,238
EMP08086,PRJ1173,Contributor,272
EMP03652,PRJ2448,Contributor,98
EMP07182,PRJ4705,Reviewer,37
EMP00551,PRJ3513,Lead,417
EMP04232,PRJ0814,Lead,46
EMP07697,PRJ3405,Reviewer,125
EMP01240,PRJ2347,Manager,409
EMP06650,PRJ2920,Contributor,88
EMP09693,PRJ1620,Reviewer,474
EMP07706,PRJ1654,Manager,255
EMP02614,PRJ1519,Contributor,390
EMP07542,PRJ0658,Reviewer,381
EMP01760,PRJ3805,Contributor,98
EMP07651,PRJ3309,Reviewer,89
EMP01505,PRJ3770,Manager,388
EMP05359,PRJ2412,Manager,354
EMP05252,PRJ4459,Contributor,347
EMP04356,PRJ0255,Lead,320
EMP05685,PRJ4889,Contributor,246
EMP07889,PRJ0444,Reviewer,364
EMP05590,PRJ4638,Manager,453
EMP05040,PRJ1825,Lead,261
EMP02001,PRJ0187,Manager,445
EMP05617,PRJ3229,Reviewer,24
EMP09402,PRJ4890,Contributor,185
EMP02121,PRJ4114,Lead,275
EMP04789,PRJ3430,Contributor,97
EMP02874,PRJ2333,Lead,170
EMP05052,PRJ2071,Contributor,219
EMP03529,PRJ1169,Reviewer,168
EMP01251,PRJ1603,Manager,409
EMP00353,PRJ3086,Contributor,486
EMP06686,PRJ4868,Contributor,496
EMP01839,PRJ4988,Manager,14
EMP09836,PRJ0816,Reviewer,196
EMP09939,PRJ0082,Manager,424
EMP02088,PRJ3281,Contributor,52
EMP01312,PRJ0041,Manager,420
EMP02136,PRJ2305,Lead,464
EMP03744,PRJ4428,Manager,427
EMP00220,PRJ0443,Contributor,251
EMP06744,PRJ0295,Contributor,30
EMP03247,PRJ1441,Reviewer,393
EMP08749,PRJ1893,Manager,374
EMP04794,PRJ3935,Contributor,499
EMP04148,PRJ2607,Reviewer,177
EMP03170,PRJ2084,Reviewer,287
EMP05454,PRJ0108,Lead,27
EMP09071,PRJ4636,Reviewer,322
EMP09586,PRJ2208,Lead,304
EMP04039,PRJ1758,Lead,75
EMP01032,PRJ4378,Contributor,279
EMP02920,PRJ2722,Contributor,354
EMP04206,PRJ4135,Manager,453
EMP02104,PRJ3251,Reviewer,359
EMP06855,PRJ4536,Manager,149
EMP00085,PRJ3766,Reviewer,195
EMP06447,PRJ3277,Contributor,428
EMP04907,PRJ1320,Manager,23
EMP04741,PRJ3424,Manager,18
EMP04560,PRJ4765,Manager,455
EMP07518,PRJ0268,Reviewer,328
EMP00113,PRJ0824,Manager,302
EMP00478,PRJ3515,Contributor,472
EMP03229,PRJ0169,Reviewer,188
EMP08175,PRJ4219,Contributor,318
EMP00911,PRJ1786,Contributor,423
EMP00751,PRJ4168,Lead,478
EMP00208,PRJ2263,Lead,143
EMP03445,PRJ4044,Contributor,284
EMP00329,PRJ0530,Reviewer,68
EMP01126,PRJ1981,Contributor,435
EMP05454,PRJ4561,Reviewer,423
EMP03674,PRJ3110,Reviewer,390
EMP07364,PRJ1295,Contributor,410
EMP01401,PRJ3344,Lead,358
EMP02621,PRJ1607,Reviewer,424
EMP08550,PRJ3272,Lead,151
EMP00001,PRJ0936,Contributor,256
EMP05201,PRJ3960,Contributor,477
EMP02459,PRJ3376,Manager,451
EMP00887,PRJ2797,Contributor,294
EMP08518,PRJ0639,Reviewer,455
EMP05143,PRJ2782,Contributor,408
EMP05474,PRJ1467,Lead,22
EMP05424,PRJ3199,Contributor,274
EMP04529,PRJ0796,Contributor,429
EMP03793,PRJ1558,Contributor,170
EMP05402,PRJ4513,Reviewer,135
EMP01497,PRJ1606,Lead,388
EMP09060,PRJ4690,Reviewer,443
EMP00417,PRJ2510,Manager,459
EMP09519,PRJ4679,Manager,418
EMP03838,PRJ4754,Manager,54
EMP00978,PRJ4052,Contributor,393
EMP01315,PRJ3367,Lead,39
EMP03427,PRJ1387,Lead,123
EMP06220,PRJ2973,Lead,453
EMP02105,PRJ3318,Reviewer,300
EMP01193,PRJ2664,Reviewer,216
EMP06677,PRJ1795,Manager,52
EMP05747,PRJ3660,Reviewer,57
EMP02370,PRJ3639,Reviewer,344
EMP08211,PRJ4960,Reviewer,365
EMP09617,PRJ4624,Manager,102
EMP08203,PRJ0560,Manager,322
EMP02911,PRJ1702,Manager,493
EMP02965,PRJ2556,Lead,443
EMP00878,PRJ3648,Reviewer,134
EMP04094,PRJ3036,Reviewer,213
EMP06742,PRJ2857,Reviewer,405
EMP07196,PRJ4028,Contributor,281
EMP03880,PRJ3513,Manager,455
EMP06400,PRJ2921,Contributor,164
EMP05958,PRJ0515,Reviewer,431
EMP08264,PRJ2364,Reviewer,264
EMP06405,PRJ3665,Lead,491
EMP01719,PRJ3240,Manager,188
EMP01808,PRJ3500,Reviewer,220
EMP08323,PRJ1831,Lead,326
EMP06400,PRJ1280,Lead,308
EMP02426,PRJ4315,Lead,374
EMP00649,PRJ3316,Lead,336
EMP08203,PRJ3763,Lead,381
EMP08892,PRJ2232,Manager,245
EMP04593,PRJ2230,Contributor,130
EMP09815,PRJ0079,Reviewer,152
EMP01053,PRJ1900,Manager,155
EMP05656,PRJ4206,Lead,369
EMP03058,PRJ1938,Manager,220
EMP02436,PRJ1869,Reviewer,158
EMP09621,PRJ3265,Contributor,400
EMP07286,PRJ3840,Manager,108
EMP08251,PRJ4770,Contributor,293
EMP08632,PRJ0771,Contributor,268
EMP04767,PRJ3737,Lead,468
EMP09308,PRJ0158,Manager,171
EMP00809,PRJ2182,Contributor,487
EMP09842,PRJ3640,Lead,168
EMP04554,PRJ2476,Lead,45
EMP03738,PRJ4189,Manager,317
EMP02172,PRJ5000,Contributor,98
EMP09974,PRJ2463,Reviewer,156
EMP06802,PRJ2350,Contributor,116
EMP09080,PRJ2546,Contributor,98
EMP06098,PRJ3143,Contributor,446
EMP05492,PRJ3268,Lead,447
EMP07921,PRJ0291,Manager,83
EMP02023,PRJ1562,Reviewer,399
EMP08559,PRJ2356,Manager,430
EMP01287,PRJ0002,Manager,226
EMP03186,PRJ1645,Manager,393
EMP01448,PRJ0340,Manager,497
EMP02525,PRJ0245,Reviewer,150
EMP03978,PRJ3463,Reviewer,56
EMP03218,PRJ2279,Manager,269
EMP08462,PRJ2448,Reviewer,400
EMP08298,PRJ3257,Lead,376
EMP02366,PRJ0289,Contributor,415
EMP00584,PRJ0745,Manager,172
EMP09793,PRJ3798,Manager,136
EMP07425,PRJ4584,Lead,419
EMP03495,PRJ1326,Manager,194
EMP04337,PRJ2440,Manager,96
EMP02914,PRJ1163,Contributor,22
EMP05240,PRJ4102,Contributor,477
EMP06777,PRJ3911,Reviewer,182
EMP06645,PRJ3138,Reviewer,493
EMP01428,PRJ3926,Lead,135
EMP05196,PRJ0996,Lead,166
EMP01093,PRJ3253,Reviewer,190
EMP05880,PRJ4346,Reviewer,145
EMP08037,PRJ3917,Manager,243
EMP09367,PRJ2927,Contributor,121
EMP04138,PRJ4639,Lead,498
EMP09667,PRJ3229,Lead,23
EMP02578,PRJ1857,Contributor,407
EMP05325,PRJ0862,Contributor,82
EMP03549,PRJ4956,Reviewer,162
EMP04697,PRJ3251,Lead,194
EMP04220,PRJ2582,Contributor,162
EMP01193,PRJ4693,Lead,246
EMP01198,PRJ3794,Reviewer,190
EMP08653,PRJ3355,Lead,18
EMP05176,PRJ1003,Lead,11
EMP05058,PRJ1774,Reviewer,176
EMP00685,PRJ1376,Reviewer,195
EMP05873,PRJ2720,Lead,389
EMP00049,PRJ4697,Manager,155
EMP05038,PRJ4501,Reviewer,113
EMP00306,PRJ2875,Lead,33
EMP00505,PRJ3548,Contributor,56
EMP01508,PRJ2835,Manager,214
EMP05173,PRJ4201,Contributor,446
EMP09523,PRJ2558,Contributor,52
EMP04926,PRJ0670,Lead,197
EMP05104,PRJ0676,Lead,222
EMP01283,PRJ4835,Contributor,199
EMP03002,PRJ3867,Manager,403
EMP05053,PRJ4641,Reviewer,406
EMP02038,PRJ1270,Lead,30
EMP04910,PRJ3771,Contributor,457
EMP07736,PRJ1832,Contributor,398
EMP08205,PRJ3166,Contributor,220
EMP06401,PRJ0218,Lead,176
EMP01441,PRJ3083,Reviewer,455
EMP04187,PRJ2129,Lead,213
EMP07821,PRJ4081,Lead,110
EMP09959,PRJ3766,Lead,108
EMP05589,PRJ3988,Manager,204
EMP09241,PRJ1750,Manager,172
EMP02647,PRJ3558,Reviewer,206
EMP05396,PRJ1139,Manager,163
EMP08395,PRJ1264,Manager,12
EMP02670,PRJ3466,Contributor,390
EMP09733,PRJ0686,Contributor,58
EMP02869,PRJ1100,Reviewer,102
EMP03020,PRJ0676,Reviewer,332
EMP03624,PRJ3758,Contributor,420
EMP08519,PRJ0947,Reviewer,71
EMP02197,PRJ4018,Manager,18
EMP06923,PRJ4673,Reviewer,432
EMP03759,PRJ1322,Reviewer,422
EMP03164,PRJ0598,Contributor,91
EMP09375,PRJ4043,Contributor,230
EMP04393,PRJ3976,Manager,180
EMP09195,PRJ4321,Manager,218
EMP05315,PRJ2484,Reviewer,101
EMP00331,PRJ3901,Lead,146
EMP04669,PRJ1843,Manager,252
EMP01022,PRJ2314,Lead,263
EMP01814,PRJ1031,Contributor,221
EMP04514,PRJ1484,Reviewer,269
EMP08660,PRJ3637,Manager,136
EMP03815,PRJ1765,Manager,116
EMP00891,PRJ2117,Lead,123
EMP04691,PRJ4313,Reviewer,314
EMP04259,PRJ1226,Lead,81
EMP07918,PRJ2686,Contributor,476
EMP05325,PRJ0511,Reviewer,151
EMP07038,PRJ1100,Manager,206
EMP09172,PRJ3958,Reviewer,365
EMP09058,PRJ0281,Contributor,405
EMP07643,PRJ3905,Reviewer,42
EMP05237,PRJ0252,Reviewer,69
EMP06627,PRJ0632,Manager,254
EMP05408,PRJ3328,Lead,457
EMP08285,PRJ0594,Reviewer,101
EMP06731,PRJ1323,Lead,37
EMP05834,PRJ1049,Contributor,453
EMP09478,PRJ1241,Manager,374
EMP02888,PRJ0589,Manager,359
EMP04353,PRJ0800,Manager,318
EMP01469,PRJ2104,Reviewer,225
EMP03855,PRJ3440,Contributor,40
EMP00827,PRJ3189,Reviewer,321
EMP07853,PRJ3068,Reviewer,26
EMP03725,PRJ4349,Contributor,304
EMP06632,PRJ1855,Reviewer,289
EMP05624,PRJ1624,Contributor,24
EMP00170,PRJ0372,Lead,239
EMP05823,PRJ3282,Lead,477
EMP06930,PRJ4738,Contributor,261
EMP05021,PRJ3526,Reviewer,132
EMP02181,PRJ4265,Manager,422
EMP05929,PRJ3602,Contributor,331
EMP01228,PRJ0829,Reviewer,385
EMP00855,PRJ4941,Contributor,81
EMP02371,PRJ3206,Contributor,390
EMP08388,PRJ0001,Lead,217
EMP03144,PRJ1155,Lead,498
EMP03755,PRJ0874,Contributor,392
EMP05852,PRJ3549,Lead,410
EMP09217,PRJ0764,Manager,53
EMP06151,PRJ2809,Lead,131
EMP03434,PRJ4330,Reviewer,368
EMP09809,PRJ0465,Lead,219
EMP03716,PRJ3470,Contributor,304
EMP08758,PRJ3269,Lead,151
EMP01730,PRJ1133,Reviewer,380
EMP01508,PRJ1540,Manager,264
EMP00104,PRJ1690,Contributor,324
EMP01377,PRJ0572,Lead,327
EMP04708,PRJ2098,Contributor,127
EMP04278,PRJ1660,Reviewer,240
EMP05264,PRJ4866,Reviewer,312
EMP08718,PRJ0326,Contributor,117
EMP05519,PRJ4617,Contributor,403
EMP03834,PRJ3570,Contributor,302
EMP02261,PRJ2725,Lead,201
EMP02529,PRJ3330,Manager,121
EMP09908,PRJ3801,Contributor,241
EMP07086,PRJ2008,Lead,43
EMP08331,PRJ1399,Contributor,427
EMP07310,PRJ2174,Lead,84
EMP06654,PRJ0436,Manager,371
EMP02108,PRJ0055,Lead,339
EMP09063,PRJ3371,Reviewer,53
EMP04563,PRJ2450,Manager,393
EMP04392,PRJ1395,Manager,221
EMP08234,PRJ3426,Manager,425
EMP05814,PRJ2944,Manager,431
EMP05959,PRJ3425,Reviewer,283
EMP03941,PRJ3460,Contributor,311
EMP05160,PRJ3011,Manager,11
EMP06415,PRJ3944,Reviewer,211
EMP09796,PRJ1572,Reviewer,347
EMP02304,PRJ2373,Contributor,28
EMP01818,PRJ1151,Manager,469
EMP08339,PRJ1622,Manager,282
EMP07976,PRJ0028,Reviewer,396
EMP00680,PRJ1822,Reviewer,372
EMP01228,PRJ4147,Lead,241
EMP01758,PRJ0261,Contributor,262
EMP01582,PRJ1567,Reviewer,45
EMP04709,PRJ0752,Contributor,144
EMP02489,PRJ4590,Lead,419
EMP04393,PRJ0988,Manager,485
EMP03540,PRJ4151,Lead,223
EMP06036,PRJ1856,Manager,467
EMP00433,PRJ1314,Lead,49
EMP05305,PRJ1028,Contributor,400
EMP04146,PRJ0723,Contributor,355
EMP02667,PRJ2379,Reviewer,78
EMP08520,PRJ2343,Lead,63
EMP04262,PRJ3436,Manager,292
EMP04932,PRJ4423,Lead,335
EMP05418,PRJ2829,Contributor,361
EMP05497,PRJ0536,Manager,121
EMP05008,PRJ1732,Manager,288
EMP00559,PRJ1619,Reviewer,29
EMP00140,PRJ1776,Contributor,67
EMP00241,PRJ0006,Manager,111
EMP04506,PRJ3742,Contributor,153
EMP03552,PRJ1462,Reviewer,82
EMP05788,PRJ3143,Manager,387
EMP01650,PRJ2775,Manager,103
EMP06392,PRJ0522,Manager,147
EMP08497,PRJ3305,Contributor,386
EMP03972,PRJ2884,Lead,16
EMP07710,PRJ2112,Reviewer,70
EMP04995,PRJ2835,Contributor,422
EMP01161,PRJ2195,Contributor,137
EMP03229,PRJ0916,Lead,63
EMP07189,PRJ4279,Manager,224
EMP05767,PRJ0808,Lead,101
EMP09100,PRJ4413,Lead,478
EMP07826,PRJ3627,Contributor,462
EMP03288,PRJ0984,Manager,88
EMP04237,PRJ0059,Lead,475
EMP03183,PRJ0072,Contributor,380
EMP04665,PRJ1875,Contributor,363
EMP03823,PRJ1218,Lead,217
EMP09263,PRJ3718,Reviewer,244
EMP00706,PRJ2969,Manager,130
EMP08437,PRJ2260,Reviewer,219
EMP04537,PRJ0886,Contributor,94
EMP02575,PRJ1031,Lead,131
EMP08717,PRJ0814,Manager,337
EMP09660,PRJ2592,Lead,316
EMP07146,PRJ1470,Reviewer,174
EMP05355,PRJ2470,Lead,204
EMP02251,PRJ0802,Reviewer,95
EMP09451,PRJ3473,Manager,498
EMP09415,PRJ4189,Manager,303
EMP06427,PRJ3836,Reviewer,468
EMP06001,PRJ1944,Manager,12
EMP06407,PRJ2363,Contributor,383
EMP09083,PRJ1717,Contributor,412
EMP06411,PRJ3930,Lead,381
EMP04914,PRJ3710,Manager,431
EMP00975,PRJ2877,Manager,414
EMP01603,PRJ4887,Manager,384
EMP09009,PRJ3709,Contributor,246
EMP09240,PRJ0052,Contributor,403
EMP00612,PRJ0415,Manager,16
EMP04411,PRJ1360,Manager,352
EMP03513,PRJ2952,Contributor,480
EMP03735,PRJ0801,Manager,48
EMP04390,PRJ3332,Lead,105
EMP06605,PRJ0027,Manager,56
EMP07644,PRJ4107,Contributor,41
