employee_id,exit_date,reason,type
EMP04530,2023-08-30,Career Change,Voluntary
EMP08821,2025-09-29,Better Offer,Voluntary
EMP00687,2026-06-05,Performance,Voluntary
EMP08176,2026-03-13,Personal,Involuntary
EMP01830,2023-09-14,Performance,Voluntary
EMP02212,2025-09-23,Career Change,Voluntary
EMP05431,2024-04-08,Relocation,Voluntary
EMP00662,2024-04-01,Personal,Involuntary
EMP07888,2023-10-15,Relocation,Voluntary
EMP03932,2025-11-08,Career Change,Voluntary
EMP04780,2024-01-01,Relocation,Voluntary
EMP03718,2025-11-08,Performance,Voluntary
EMP01156,2026-06-21,Personal,Involuntary
EMP07210,2025-06-06,Better Offer,Voluntary
EMP04193,2024-08-10,Personal,Voluntary
EMP06000,2026-02-07,Better Offer,Voluntary
EMP05605,2026-07-18,Relocation,Voluntary
EMP04917,2025-03-01,Personal,Voluntary
EMP08768,2024-07-06,Performance,Voluntary
EMP07486,2024-07-03,Performance,Voluntary
EMP00718,2025-05-26,Career Change,Voluntary
EMP07802,2024-02-06,Performance,Voluntary
EMP04329,2023-11-27,Personal,Voluntary
EMP03646,2025-06-01,Better Offer,Voluntary
EMP07640,2024-05-30,Personal,Voluntary
EMP07552,2024-05-24,Better Offer,Involuntary
EMP06951,2024-11-06,Relocation,Voluntary
EMP03347,2024-02-25,Personal,Involuntary
EMP06749,2026-02-20,Better Offer,Involuntary
EMP03604,2024-04-17,Performance,Voluntary
EMP06778,2024-09-10,Personal,Involuntary
EMP04439,2024-06-24,Performance,Involuntary
EMP05066,2024-04-26,Career Change,Voluntary
EMP02531,2024-07-31,Relocation,Voluntary
EMP08749,2023-09-09,Better Offer,Voluntary
EMP00883,2025-10-04,Personal,Voluntary
EMP00633,2023-11-21,Performance,Involuntary
EMP03228,2026-02-06,Career Change,Involuntary
EMP08237,2023-10-20,Personal,Voluntary
EMP09670,2026-05-07,Personal,Voluntary
EMP00679,2023-09-19,Personal,Voluntary
EMP07298,2025-05-23,Career Change,Involuntary
EMP02940,2025-12-15,Performance,Voluntary
EMP07228,2025-09-06,Personal,Voluntary
EMP02337,2025-11-20,Relocation,Involuntary
EMP00135,2025-01-03,Relocation,Involuntary
EMP00287,2025-03-28,Better Offer,Voluntary
EMP06298,2026-05-17,Relocation,Voluntary
EMP09361,2024-12-10,Performance,Voluntary
EMP04599,2023-09-03,Better Offer,Involuntary
EMP02210,2026-04-25,Performance,Voluntary
EMP08916,2026-06-27,Relocation,Involuntary
EMP04352,2026-06-11,Personal,Involuntary
EMP06013,2023-09-20,Relocation,Involuntary
EMP06451,2026-03-13,Personal,Voluntary
EMP03891,2024-05-23,Personal,Voluntary
EMP09507,2026-06-03,Better Offer,Voluntary
EMP00828,2026-04-17,Performance,Voluntary
EMP05757,2025-10-20,Career Change,Involuntary
EMP00003,2024-12-14,Career Change,Voluntary
EMP03808,2025-06-26,Career Change,Voluntary
EMP08469,2026-01-25,Relocation,Voluntary
EMP00018,2026-04-19,Performance,Voluntary
EMP07937,2024-12-03,Performance,Voluntary
EMP01179,2026-03-09,Better Offer,Involuntary
EMP03765,2026-05-29,Career Change,Voluntary
EMP02114,2024-10-17,Personal,Voluntary
EMP07485,2026-06-22,Personal,Involuntary
EMP05619,2025-05-31,Relocation,Voluntary
EMP06398,2025-07-25,Better Offer,Involuntary
EMP06545,2026-01-01,Personal,Voluntary
EMP00313,2026-05-25,Performance,Voluntary
EMP02327,2024-02-12,Career Change,Voluntary
EMP03681,2026-07-06,Personal,Voluntary
EMP07346,2024-03-21,Relocation,Voluntary
EMP01768,2025-10-22,Career Change,Voluntary
EMP00600,2025-12-20,Better Offer,Voluntary
EMP06262,2025-01-22,Career Change,Voluntary
EMP04842,2023-10-28,Relocation,Involuntary
EMP01722,2026-06-22,Personal,Voluntary
EMP00645,2025-11-14,Personal,Voluntary
EMP03003,2026-06-24,Better Offer,Involuntary
EMP09034,2024-10-26,Better Offer,Voluntary
EMP06756,2024-02-15,Better Offer,Involuntary
EMP07840,2024-03-31,Career Change,Involuntary
EMP05224,2025-02-20,Performance,Involuntary
EMP05479,2025-04-27,Personal,Voluntary
EMP09322,2024-07-01,Career Change,Voluntary
EMP06380,2025-11-07,Personal,Voluntary
EMP00510,2025-08-27,Personal,Voluntary
EMP00804,2024-11-05,Performance,Voluntary
EMP04851,2024-09-10,Career Change,Voluntary
EMP08720,2025-05-06,Performance,Voluntary
EMP08373,2024-09-13,Relocation,Voluntary
EMP09427,2026-01-03,Relocation,Voluntary
EMP09817,2024-06-02,Performance,Voluntary
EMP00045,2023-11-04,Relocation,Voluntary
EMP06726,2024-11-06,Better Offer,Voluntary
EMP00487,2025-11-09,Relocation,Voluntary
EMP09705,2026-04-17,Relocation,Involuntary
EMP03647,2023-09-01,Better Offer,Involuntary
EMP01990,2024-05-28,Career Change,Involuntary
EMP03320,2026-04-27,Better Offer,Involuntary
EMP06688,2026-03-29,Personal,Involuntary
EMP00036,2024-02-24,Performance,Voluntary
EMP09573,2024-12-10,Performance,Voluntary
EMP02350,2025-08-05,Career Change,Voluntary
EMP09671,2024-06-29,Performance,Involuntary
EMP04364,2024-09-27,Performance,Voluntary
EMP01636,2024-06-19,Performance,Voluntary
EMP09312,2024-12-05,Better Offer,Involuntary
EMP02185,2024-08-27,Career Change,Voluntary
EMP00851,2025-02-23,Better Offer,Involuntary
EMP05732,2024-07-31,Better Offer,Voluntary
EMP04022,2025-07-02,Relocation,Voluntary
EMP08597,2023-08-27,Career Change,Voluntary
EMP09394,2025-11-12,Relocation,Involuntary
EMP07320,2024-05-08,Personal,Voluntary
EMP06961,2025-10-11,Performance,Involuntary
EMP05282,2023-10-27,Personal,Involuntary
EMP05326,2023-08-09,Relocation,Voluntary
EMP03315,2025-09-29,Better Offer,Involuntary
EMP07978,2025-01-27,Performance,Voluntary
EMP02023,2024-06-29,Career Change,Voluntary
EMP09525,2024-10-27,Career Change,Voluntary
EMP02929,2023-12-29,Better Offer,Voluntary
EMP01761,2024-12-26,Better Offer,Voluntary
EMP04744,2025-06-02,Better Offer,Involuntary
EMP08459,2024-08-18,Career Change,Voluntary
EMP09126,2024-04-15,Better Offer,Voluntary
EMP01403,2024-10-23,Relocation,Voluntary
EMP04824,2025-01-12,Performance,Involuntary
EMP07982,2023-11-03,Better Offer,Voluntary
EMP00835,2024-05-05,Relocation,Involuntary
EMP03259,2025-07-25,Career Change,Involuntary
EMP00892,2025-03-27,Better Offer,Involuntary
EMP05742,2024-04-06,Relocation,Voluntary
EMP09632,2024-07-07,Personal,Voluntary
EMP09232,2025-05-24,Performance,Voluntary
EMP05242,2025-05-31,Performance,Voluntary
EMP08237,2026-01-02,Career Change,Voluntary
EMP04504,2023-12-17,Relocation,Voluntary
EMP05502,2025-03-15,Performance,Voluntary
EMP03354,2026-02-05,Better Offer,Involuntary
EMP09642,2025-12-19,Career Change,Voluntary
EMP09759,2026-05-27,Relocation,Voluntary
EMP08021,2024-11-29,Better Offer,Voluntary
EMP08595,2024-07-27,Performance,Voluntary
EMP03329,2026-02-22,Personal,Involuntary
EMP06433,2024-04-13,Better Offer,Voluntary
EMP01952,2025-01-26,Personal,Voluntary
EMP04056,2024-12-21,Relocation,Voluntary
EMP07809,2024-04-09,Personal,Involuntary
EMP02929,2026-05-06,Personal,Voluntary
EMP08316,2023-11-09,Career Change,Voluntary
EMP05648,2026-01-12,Relocation,Voluntary
EMP01604,2026-01-20,Better Offer,Involuntary
EMP09232,2023-09-30,Personal,Voluntary
EMP04816,2026-02-20,Personal,Involuntary
EMP05287,2026-06-21,Career Change,Involuntary
EMP02835,2026-06-07,Personal,Involuntary
EMP02772,2023-09-29,Performance,Voluntary
EMP01474,2025-03-12,Career Change,Voluntary
EMP07232,2026-02-15,Personal,Involuntary
EMP02572,2025-10-21,Better Offer,Voluntary
EMP05500,2024-01-10,Personal,Voluntary
EMP08848,2025-04-15,Personal,Voluntary
EMP02184,2024-07-23,Career Change,Voluntary
EMP05344,2024-12-31,Performance,Voluntary
EMP03700,2026-03-07,Career Change,Voluntary
EMP07720,2023-10-30,Career Change,Involuntary
EMP00455,2024-02-29,Personal,Involuntary
EMP09058,2026-02-28,Career Change,Voluntary
EMP02878,2024-11-15,Better Offer,Voluntary
EMP09204,2024-11-17,Career Change,Voluntary
EMP06036,2025-12-22,Career Change,Involuntary
EMP06376,2024-02-08,Relocation,Voluntary
EMP00445,2024-11-16,Better Offer,Voluntary
EMP06943,2024-02-20,Relocation,Involuntary
EMP05292,2026-02-19,Better Offer,Voluntary
EMP03162,2024-06-03,Better Offer,Voluntary
EMP08396,2023-08-13,Career Change,Voluntary
EMP05945,2026-04-02,Better Offer,Voluntary
EMP01169,2025-08-24,Better Offer,Voluntary
EMP00928,2025-10-17,Better Offer,Voluntary
EMP01117,2023-11-06,Personal,Voluntary
EMP07118,2025-08-11,Career Change,Voluntary
EMP03088,2024-05-10,Relocation,Voluntary
EMP03530,2024-08-30,Career Change,Voluntary
EMP03256,2025-03-22,Better Offer,Voluntary
EMP03787,2025-12-27,Career Change,Voluntary
EMP09346,2024-12-28,Better Offer,Voluntary
EMP06418,2026-03-05,Better Offer,Voluntary
EMP04159,2026-05-15,Relocation,Voluntary
EMP03189,2026-08-04,Personal,Voluntary
EMP07539,2024-11-02,Personal,Involuntary
EMP01807,2026-08-02,Personal,Voluntary
EMP08746,2025-12-28,Personal,Voluntary
EMP09269,2025-11-17,Personal,Voluntary
EMP03758,2026-06-10,Relocation,Involuntary
EMP06590,2025-06-09,Personal,Voluntary
EMP03342,2025-01-25,Performance,Voluntary
EMP08228,2024-01-24,Better Offer,Voluntary
EMP04855,2025-07-11,Career Change,Voluntary
EMP05453,2023-11-29,Better Offer,Voluntary
EMP00358,2023-12-15,Career Change,Voluntary
EMP01298,2026-01-03,Personal,Voluntary
EMP02860,2026-02-15,Career Change,Voluntary
EMP05188,2026-04-05,Personal,Voluntary
EMP05261,2026-05-07,Relocation,Involuntary
EMP09751,2025-08-08,Career Change,Involuntary
EMP03968,2024-11-15,Personal,Voluntary
EMP08423,2025-08-07,Personal,Voluntary
EMP02906,2026-02-26,Career Change,Involuntary
EMP08211,2024-02-17,Relocation,Voluntary
EMP07690,2026-04-05,Relocation,Involuntary
EMP07191,2026-07-04,Performance,Voluntary
EMP03340,2023-12-19,Relocation,Voluntary
EMP05904,2024-03-08,Performance,Involuntary
EMP01051,2025-12-15,Better Offer,Voluntary
EMP08540,2025-01-22,Career Change,Voluntary
EMP01307,2026-06-22,Performance,Voluntary
EMP07919,2024-07-19,Career Change,Voluntary
EMP04105,2024-06-23,Performance,Voluntary
EMP05750,2026-05-15,Better Offer,Voluntary
EMP06412,2026-06-27,Relocation,Voluntary
EMP02405,2025-12-24,Relocation,Involuntary
EMP05907,2025-10-15,Performance,Voluntary
EMP05130,2025-02-10,Relocation,Voluntary
EMP09836,2026-02-18,Career Change,Involuntary
EMP05653,2025-09-25,Career Change,Voluntary
EMP06800,2026-04-22,Career Change,Voluntary
EMP02902,2024-09-26,Better Offer,Voluntary
EMP07164,2024-09-20,Performance,Involuntary
EMP06081,2025-02-09,Relocation,Voluntary
EMP00627,2023-12-27,Better Offer,Voluntary
EMP04582,2025-02-02,Relocation,Involuntary
EMP05146,2024-07-06,Personal,Voluntary
EMP03368,2026-05-22,Career Change,Voluntary
EMP09211,2025-04-14,Personal,Voluntary
EMP00537,2026-08-02,Relocation,Voluntary
EMP09098,2026-06-23,Performance,Voluntary
EMP05114,2024-01-21,Performance,Voluntary
EMP01489,2024-12-21,Career Change,Voluntary
EMP07183,2025-02-16,Career Change,Voluntary
EMP06398,2025-03-28,Relocation,Voluntary
EMP01321,2025-06-21,Better Offer,Voluntary
EMP07312,2026-05-21,Performance,Voluntary
EMP05178,2025-10-04,Career Change,Voluntary
EMP08584,2025-10-26,Career Change,Voluntary
EMP06370,2026-05-07,Relocation,Voluntary
EMP02565,2023-08-27,Personal,Voluntary
EMP00799,2023-11-28,Better Offer,Voluntary
EMP08278,2024-10-30,Performance,Voluntary
EMP06050,2026-04-20,Better Offer,Involuntary
EMP06068,2025-10-02,Personal,Voluntary
EMP01241,2024-10-17,Performance,Voluntary
EMP05631,2023-11-28,Better Offer,Voluntary
EMP09272,2024-03-09,Career Change,Voluntary
EMP08333,2024-09-22,Performance,Involuntary
EMP07871,2025-01-29,Relocation,Voluntary
EMP03179,2024-01-09,Relocation,Voluntary
EMP01489,2023-09-14,Career Change,Involuntary
EMP08972,2024-09-03,Performance,Voluntary
EMP08857,2026-02-12,Performance,Voluntary
EMP07381,2026-03-10,Performance,Involuntary
EMP06945,2024-04-12,Relocation,Involuntary
EMP04614,2024-11-21,Personal,Voluntary
EMP06798,2025-12-28,Better Offer,Voluntary
EMP04311,2024-12-07,Better Offer,Involuntary
EMP02977,2026-07-13,Career Change,Involuntary
EMP08211,2024-04-25,Better Offer,Involuntary
EMP01503,2024-08-23,Better Offer,Voluntary
EMP03196,2025-05-29,Better Offer,Voluntary
EMP06783,2025-08-17,Relocation,Voluntary
EMP06042,2024-05-11,Career Change,Voluntary
EMP01062,2025-07-26,Better Offer,Voluntary
EMP09201,2025-02-16,Personal,Involuntary
EMP08663,2025-04-30,Personal,Involuntary
EMP03455,2024-10-20,Personal,Voluntary
EMP06779,2025-02-09,Career Change,Voluntary
EMP07704,2024-03-11,Career Change,Involuntary
EMP09037,2025-12-18,Performance,Voluntary
EMP08923,2026-02-10,Performance,Voluntary
EMP00154,2025-01-17,Better Offer,Voluntary
EMP01603,2026-01-27,Personal,Voluntary
EMP00203,2026-02-22,Relocation,Involuntary
EMP05445,2024-09-12,Relocation,Voluntary
EMP02881,2024-09-16,Performance,Voluntary
EMP05896,2024-10-07,Better Offer,Voluntary
EMP01323,2026-05-23,Better Offer,Voluntary
EMP01132,2025-09-27,Relocation,Voluntary
EMP08837,2025-06-18,Performance,Involuntary
EMP08417,2023-09-07,Personal,Voluntary
EMP08529,2026-05-24,Career Change,Voluntary
EMP04631,2025-10-30,Personal,Voluntary
EMP03569,2025-01-02,Personal,Involuntary
EMP03624,2024-08-25,Career Change,Involuntary
EMP03340,2026-01-26,Relocation,Voluntary
EMP02888,2026-01-25,Performance,Voluntary
EMP07664,2025-07-02,Performance,Voluntary
EMP08969,2025-04-07,Career Change,Involuntary
EMP08060,2024-05-17,Better Offer,Voluntary
EMP00400,2024-01-25,Personal,Voluntary
EMP06904,2026-03-11,Career Change,Voluntary
EMP06213,2025-07-25,Better Offer,Involuntary
EMP05527,2026-04-06,Performance,Voluntary
EMP00784,2025-01-24,Personal,Involuntary
EMP00181,2025-12-10,Career Change,Voluntary
EMP01355,2024-10-11,Performance,Voluntary
EMP08453,2026-05-14,Performance,Voluntary
EMP04732,2026-07-30,Performance,Voluntary
EMP06322,2024-07-02,Better Offer,Voluntary
EMP01042,2025-01-02,Personal,Involuntary
EMP01457,2025-03-05,Career Change,Voluntary
EMP07783,2024-06-20,Career Change,Voluntary
EMP01670,2024-05-30,Personal,Voluntary
EMP02492,2024-10-07,Relocation,Voluntary
EMP04167,2026-06-20,Relocation,Involuntary
EMP07909,2024-07-24,Career Change,Involuntary
EMP02579,2024-02-08,Better Offer,Involuntary
EMP00774,2026-05-29,Performance,Voluntary
EMP04491,2026-02-12,Career Change,Voluntary
EMP07265,2025-07-11,Performance,Voluntary
EMP03329,2026-06-03,Performance,Voluntary
EMP01007,2025-12-06,Better Offer,Involuntary
EMP04417,2024-05-05,Better Offer,Voluntary
EMP01410,2025-12-26,Performance,Voluntary
EMP05680,2025-05-23,Relocation,Involuntary
EMP08455,2024-07-15,Personal,Voluntary
EMP08138,2025-03-05,Career Change,Involuntary
EMP08224,2023-12-05,Personal,Voluntary
EMP03422,2025-02-05,Performance,Voluntary
EMP01755,2026-01-19,Career Change,Voluntary
EMP05141,2026-03-29,Personal,Voluntary
EMP02144,2023-10-17,Relocation,Voluntary
EMP07865,2025-07-03,Career Change,Voluntary
EMP01218,2024-04-17,Career Change,Involuntary
EMP02084,2025-04-15,Performance,Voluntary
EMP09211,2024-11-01,Personal,Voluntary
EMP02252,2026-06-14,Relocation,Voluntary
EMP02417,2025-02-06,Better Offer,Voluntary
EMP05118,2025-01-11,Relocation,Voluntary
EMP09661,2025-11-29,Career Change,Voluntary
EMP05986,2024-08-18,Personal,Involuntary
EMP06081,2024-02-02,Performance,Voluntary
EMP05536,2025-12-17,Relocation,Involuntary
EMP09431,2024-02-15,Relocation,Voluntary
EMP00787,2024-05-03,Performance,Voluntary
EMP01436,2024-07-27,Personal,Voluntary
EMP06038,2025-12-01,Career Change,Voluntary
EMP02624,2025-02-13,Performance,Voluntary
EMP04290,2024-03-11,Performance,Voluntary
EMP09817,2025-08-12,Career Change,Involuntary
EMP07003,2026-03-28,Better Offer,Voluntary
EMP07864,2025-03-14,Relocation,Voluntary
EMP09533,2025-05-12,Performance,Voluntary
EMP03878,2024-06-27,Performance,Voluntary
EMP02440,2025-11-16,Better Offer,Voluntary
EMP09780,2025-11-15,Relocation,Voluntary
EMP08681,2025-08-04,Career Change,Voluntary
EMP03182,2026-05-30,Performance,Voluntary
EMP01055,2024-11-30,Personal,Voluntary
EMP03722,2025-07-31,Relocation,Voluntary
EMP05987,2024-12-15,Relocation,Involuntary
EMP02432,2023-10-17,Relocation,Voluntary
EMP02863,2025-03-10,Personal,Involuntary
EMP04907,2024-09-16,Better Offer,Voluntary
EMP02660,2024-11-10,Relocation,Voluntary
EMP08524,2025-08-06,Better Offer,Voluntary
EMP01822,2024-03-22,Relocation,Involuntary
EMP05326,2024-05-28,Better Offer,Involuntary
EMP02111,2024-01-26,Performance,Involuntary
EMP02350,2024-02-15,Performance,Involuntary
EMP02311,2024-06-08,Performance,Voluntary
EMP08944,2025-11-26,Relocation,Voluntary
EMP05132,2024-03-20,Better Offer,Voluntary
EMP09733,2026-03-12,Better Offer,Voluntary
EMP02555,2025-04-02,Better Offer,Involuntary
EMP06373,2024-10-02,Personal,Voluntary
EMP07829,2025-01-26,Personal,Voluntary
EMP03888,2024-11-28,Relocation,Voluntary
EMP06390,2025-09-26,Relocation,Voluntary
EMP02031,2024-10-01,Career Change,Voluntary
EMP05809,2026-04-13,Career Change,Involuntary
EMP04617,2025-01-29,Career Change,Voluntary
EMP00742,2025-08-19,Better Offer,Voluntary
EMP09775,2025-04-03,Career Change,Involuntary
EMP00245,2025-01-06,Relocation,Involuntary
EMP03942,2025-04-19,Performance,Involuntary
EMP01285,2023-12-14,Performance,Voluntary
EMP07833,2024-05-13,Relocation,Voluntary
EMP05677,2025-09-03,Career Change,Voluntary
EMP05427,2026-07-07,Relocation,Voluntary
EMP00735,2025-09-13,Relocation,Involuntary
EMP03846,2023-08-27,Relocation,Involuntary
EMP07701,2026-08-03,Better Offer,Involuntary
EMP07441,2023-12-05,Relocation,Involuntary
EMP07999,2024-01-15,Relocation,Voluntary
EMP09077,2024-06-29,Relocation,Voluntary
EMP00216,2024-07-11,Performance,Voluntary
EMP01122,2024-01-26,Performance,Voluntary
EMP09624,2026-04-29,Career Change,Voluntary
EMP05330,2023-12-08,Better Offer,Voluntary
EMP04442,2025-11-27,Career Change,Voluntary
EMP07017,2024-07-03,Career Change,Involuntary
EMP00969,2025-03-05,Career Change,Involuntary
EMP04103,2023-11-26,Performance,Voluntary
EMP00318,2026-02-02,Personal,Voluntary
EMP07713,2026-05-07,Performance,Involuntary
EMP01873,2026-03-10,Better Offer,Involuntary
EMP07954,2026-05-22,Performance,Involuntary
EMP06806,2025-10-13,Personal,Voluntary
EMP07057,2024-10-09,Career Change,Voluntary
EMP08784,2023-11-14,Personal,Voluntary
EMP09782,2025-07-31,Career Change,Voluntary
EMP02152,2025-05-21,Performance,Involuntary
EMP08757,2025-06-19,Career Change,Voluntary
EMP02251,2025-09-04,Personal,Voluntary
EMP09283,2024-12-01,Career Change,Voluntary
EMP05046,2023-09-17,Relocation,Voluntary
EMP05233,2024-06-09,Career Change,Involuntary
EMP06940,2026-02-17,Performance,Involuntary
EMP06651,2025-01-10,Relocation,Voluntary
EMP05559,2026-05-27,Career Change,Voluntary
EMP09642,2025-11-26,Career Change,Voluntary
EMP03510,2025-07-30,Career Change,Voluntary
EMP07377,2025-04-21,Career Change,Voluntary
EMP00573,2025-10-13,Personal,Voluntary
EMP01022,2026-02-06,Career Change,Voluntary
EMP00254,2024-11-23,Performance,Involuntary
EMP07394,2024-05-19,Relocation,Voluntary
EMP04632,2025-04-21,Personal,Voluntary
EMP04990,2025-09-11,Relocation,Voluntary
EMP02408,2025-10-13,Better Offer,Voluntary
EMP05137,2023-12-05,Better Offer,Voluntary
EMP07049,2025-09-24,Career Change,Voluntary
EMP03709,2025-08-22,Relocation,Voluntary
EMP07757,2026-01-17,Career Change,Voluntary
EMP05152,2024-01-01,Performance,Voluntary
EMP04704,2026-03-30,Performance,Voluntary
EMP05618,2025-01-15,Performance,Voluntary
EMP09738,2026-02-03,Better Offer,Voluntary
EMP03540,2025-06-09,Personal,Voluntary
EMP00919,2024-05-15,Better Offer,Voluntary
EMP00525,2024-09-12,Better Offer,Voluntary
EMP09339,2023-08-10,Personal,Voluntary
EMP02520,2026-06-01,Better Offer,Involuntary
EMP04575,2026-02-03,Career Change,Voluntary
EMP06864,2023-12-31,Career Change,Involuntary
EMP00122,2026-03-29,Relocation,Involuntary
EMP00464,2024-10-16,Career Change,Voluntary
EMP06751,2023-10-09,Performance,Voluntary
EMP06320,2024-07-12,Performance,Voluntary
EMP08571,2024-12-18,Personal,Voluntary
EMP03189,2026-04-08,Personal,Voluntary
EMP03786,2025-09-04,Performance,Voluntary
EMP00375,2025-11-25,Career Change,Involuntary
EMP04065,2023-09-30,Relocation,Involuntary
EMP09519,2025-02-16,Relocation,Voluntary
EMP01530,2026-02-16,Better Offer,Voluntary
EMP01726,2026-06-06,Performance,Voluntary
EMP00946,2025-03-03,Career Change,Voluntary
EMP07496,2026-02-19,Better Offer,Involuntary
EMP05088,2026-06-05,Relocation,Voluntary
EMP07777,2025-02-13,Career Change,Voluntary
EMP05222,2025-08-10,Personal,Voluntary
EMP04418,2025-04-04,Relocation,Voluntary
EMP04842,2024-03-26,Career Change,Involuntary
EMP02661,2026-03-15,Better Offer,Voluntary
EMP01606,2024-01-09,Performance,Voluntary
EMP04610,2025-05-24,Better Offer,Voluntary
EMP05652,2025-09-03,Relocation,Voluntary
EMP01502,2023-08-05,Personal,Involuntary
EMP07614,2024-01-16,Better Offer,Voluntary
EMP00351,2024-10-12,Better Offer,Involuntary
EMP00373,2024-09-09,Performance,Involuntary
EMP03486,2026-01-25,Career Change,Voluntary
EMP08887,2023-09-23,Performance,Voluntary
EMP03711,2024-12-30,Personal,Voluntary
EMP07519,2024-09-02,Personal,Voluntary
EMP04910,2026-02-23,Personal,Voluntary
EMP03735,2025-03-01,Performance,Voluntary
EMP03730,2025-10-14,Relocation,Voluntary
EMP04125,2024-04-18,Relocation,Voluntary
EMP00611,2024-10-25,Performance,Voluntary
EMP00375,2026-06-11,Career Change,Voluntary
EMP07163,2025-03-06,Performance,Voluntary
EMP04796,2026-02-06,Career Change,Voluntary
EMP06300,2024-07-04,Relocation,Involuntary
EMP05629,2025-04-24,Relocation,Voluntary
EMP03624,2025-04-07,Performance,Voluntary
EMP08095,2023-08-09,Performance,Voluntary
EMP04009,2026-06-21,Performance,Voluntary
EMP08693,2026-06-15,Personal,Involuntary
EMP00723,2025-03-15,Performance,Voluntary
EMP07469,2026-07-22,Relocation,Voluntary
EMP00966,2024-09-05,Better Offer,Voluntary
EMP08060,2025-05-27,Personal,Involuntary
EMP00421,2025-06-24,Performance,Voluntary
EMP09776,2025-11-06,Relocation,Voluntary
EMP06424,2025-04-23,Personal,Voluntary
EMP03225,2025-04-24,Performance,Voluntary
EMP07620,2024-06-12,Career Change,Voluntary
EMP09874,2025-11-25,Relocation,Voluntary
EMP04997,2024-12-14,Career Change,Voluntary
EMP05685,2024-01-30,Performance,Voluntary
EMP07089,2024-09-03,Relocation,Voluntary
EMP09004,2026-03-18,Performance,Voluntary
EMP06221,2023-10-02,Personal,Voluntary
EMP07831,2026-04-16,Better Offer,Involuntary
EMP08631,2025-02-08,Performance,Voluntary
EMP03058,2026-06-09,Better Offer,Involuntary
EMP06736,2024-12-13,Performance,Involuntary
EMP00768,2026-05-03,Relocation,Voluntary
EMP06223,2026-01-09,Career Change,Voluntary
EMP09487,2024-08-31,Relocation,Voluntary
EMP08943,2024-10-20,Personal,Involuntary
EMP02110,2024-12-17,Better Offer,Voluntary
EMP01741,2025-09-27,Relocation,Voluntary
EMP09380,2024-02-18,Relocation,Voluntary
EMP03341,2023-11-17,Personal,Voluntary
EMP06060,2025-07-29,Relocation,Voluntary
EMP08791,2024-02-03,Relocation,Voluntary
EMP05454,2026-06-24,Performance,Voluntary
EMP03152,2024-02-11,Relocation,Involuntary
EMP05579,2026-01-20,Performance,Voluntary
EMP03941,2026-04-26,Performance,Voluntary
EMP03077,2023-08-17,Career Change,Voluntary
EMP03396,2024-09-29,Better Offer,Voluntary
EMP02476,2025-12-06,Better Offer,Voluntary
EMP00003,2024-07-31,Relocation,Voluntary
EMP00021,2026-02-16,Better Offer,Voluntary
EMP05250,2025-04-13,Relocation,Voluntary
EMP01755,2024-09-23,Relocation,Voluntary
EMP08844,2025-11-15,Career Change,Voluntary
EMP04035,2024-03-26,Performance,Voluntary
EMP03271,2025-05-23,Better Offer,Voluntary
EMP07780,2025-07-24,Performance,Voluntary
EMP09670,2025-04-08,Relocation,Voluntary
EMP02375,2025-04-21,Performance,Voluntary
EMP04465,2024-07-22,Better Offer,Voluntary
EMP06373,2025-07-16,Personal,Voluntary
EMP04428,2026-04-13,Better Offer,Voluntary
EMP06392,2024-10-16,Better Offer,Voluntary
EMP07657,2025-02-09,Personal,Voluntary
EMP03056,2025-08-18,Personal,Voluntary
EMP04472,2025-11-06,Performance,Voluntary
EMP01793,2026-07-04,Performance,Involuntary
EMP04405,2026-03-19,Relocation,Voluntary
EMP09727,2024-09-23,Performance,Voluntary
EMP05565,2024-09-01,Personal,Voluntary
EMP00836,2024-12-12,Performance,Voluntary
EMP02647,2023-10-08,Better Offer,Voluntary
EMP00048,2024-05-24,Personal,Voluntary
EMP03760,2026-01-20,Relocation,Voluntary
EMP02488,2026-08-03,Relocation,Voluntary
EMP08978,2026-07-12,Performance,Voluntary
EMP00789,2025-01-29,Relocation,Voluntary
EMP03474,2025-01-05,Performance,Voluntary
EMP06422,2026-04-08,Better Offer,Voluntary
EMP00860,2025-02-07,Relocation,Voluntary
EMP05745,2025-09-22,Performance,Voluntary
EMP08365,2023-11-13,Relocation,Voluntary
EMP07515,2024-02-27,Career Change,Voluntary
EMP08445,2026-01-13,Performance,Voluntary
EMP08786,2025-03-04,Performance,Involuntary
EMP09307,2024-11-30,Relocation,Voluntary
EMP09691,2024-06-28,Relocation,Voluntary
EMP06258,2025-03-26,Personal,Voluntary
EMP07498,2024-11-09,Relocation,Involuntary
EMP00446,2024-10-02,Performance,Voluntary
EMP00386,2024-07-20,Relocation,Voluntary
EMP01230,2025-08-04,Relocation,Involuntary
EMP01238,2023-09-13,Better Offer,Involuntary
EMP07042,2026-02-05,Career Change,Voluntary
EMP08754,2026-07-22,Career Change,Involuntary
EMP08786,2023-11-17,Personal,Voluntary
EMP03122,2025-10-26,Career Change,Voluntary
EMP09766,2026-04-17,Performance,Involuntary
EMP03935,2026-06-01,Relocation,Voluntary
EMP08875,2026-06-10,Performance,Voluntary
EMP04191,2025-10-05,Better Offer,Voluntary
EMP07374,2024-04-01,Career Change,Involuntary
EMP09385,2025-04-14,Career Change,Voluntary
EMP03955,2025-01-31,Performance,Voluntary
EMP08850,2025-10-23,Performance,Involuntary
EMP00222,2026-06-02,Performance,Voluntary
