interview_id,candidate_id,interviewer_id,score,result
INT16913,CAND02797,EMP06724,2.2,Pass
INT16914,CAND09800,EMP05940,3.0,Fail
INT16915,CAND03735,EMP04717,4.9,Fail
INT16916,CAND07852,EMP08186,4.0,Fail
INT16917,CAND04087,EMP01556,3.5,Fail
INT16918,CAND03827,EMP02452,4.7,Fail
INT16919,CAND08065,EMP03464,4.2,Pass
INT16920,CAND14513,EMP02294,2.8,Fail
INT16921,CAND11024,EMP07789,1.7,Pass
INT16922,CAND02330,EMP03512,2.5,Pass
INT16923,CAND08384,EMP06810,3.7,Fail
INT16924,CAND08733,EMP09836,2.8,Fail
INT16925,CAND11914,EMP03269,3.1,Fail
INT16926,CAND08479,EMP05885,1.3,Fail
INT16927,CAND05984,EMP00810,1.5,Pass
INT16928,CAND09461,EMP06576,2.8,Pass
INT16929,CAND09359,EMP03393,3.9,Fail
INT16930,CAND03853,EMP07123,4.1,Fail
INT16931,CAND08852,EMP08904,2.4,Pass
INT16932,CAND07633,EMP00096,1.5,Pass
INT16933,CAND00112,EMP00375,3.8,Pass
INT16934,CAND14297,EMP06081,3.0,Fail
INT16935,CAND02850,EMP08046,3.9,Pass
INT16936,CAND01415,EMP00669,4.5,Fail
INT16937,CAND08764,EMP03509,4.4,Pass
INT16938,CAND02211,EMP00167,1.3,Fail
INT16939,CAND09501,EMP06375,2.9,Pass
INT16940,CAND12583,EMP09354,4.9,Pass
INT16941,CAND02686,EMP09645,3.0,Pass
INT16942,CAND14647,EMP05402,3.4,Pass
INT16943,CAND06353,EMP06166,2.2,Fail
INT16944,CAND08981,EMP08547,1.6,Pass
INT16945,CAND01015,EMP06904,1.2,Fail
INT16946,CAND08537,EMP00404,3.2,Pass
INT16947,CAND00593,EMP04946,1.1,Fail
INT16948,CAND02687,EMP06844,4.5,Fail
INT16949,CAND12832,EMP00502,1.1,Pass
INT16950,CAND05258,EMP00385,3.5,Pass
INT16951,CAND00452,EMP00307,2.4,Pass
INT16952,CAND08334,EMP09387,2.7,Fail
INT16953,CAND04762,EMP00016,1.4,Fail
INT16954,CAND09983,EMP06641,2.6,Pass
INT16955,CAND05274,EMP04903,5.0,Fail
INT16956,CAND02126,EMP01529,4.2,Fail
INT16957,CAND07911,EMP05803,2.0,Pass
INT16958,CAND13583,EMP08288,5.0,Fail
INT16959,CAND13383,EMP09191,4.1,Fail
INT16960,CAND02543,EMP06355,1.9,Fail
INT16961,CAND10613,EMP06491,4.3,Pass
INT16962,CAND03142,EMP02284,4.3,Fail
INT16963,CAND07984,EMP05585,1.8,Pass
INT16964,CAND11578,EMP07545,4.8,Fail
INT16965,CAND04585,EMP07147,1.4,Pass
INT16966,CAND03516,EMP05414,2.8,Pass
INT16967,CAND00944,EMP00019,4.1,Fail
INT16968,CAND05803,EMP01003,1.8,Fail
INT16969,CAND03765,EMP00511,3.2,Pass
INT16970,CAND14735,EMP00536,2.6,Pass
INT16971,CAND13429,EMP04175,3.8,Pass
INT16972,CAND11488,EMP07809,2.2,Fail
INT16973,CAND04602,EMP02520,3.9,Pass
INT16974,CAND13095,EMP02199,3.1,Fail
INT16975,CAND06902,EMP09457,4.3,Fail
INT16976,CAND09814,EMP04931,1.3,Pass
INT16977,CAND12455,EMP07772,2.4,Fail
INT16978,CAND08012,EMP00953,2.6,Pass
INT16979,CAND10985,EMP07839,2.7,Fail
INT16980,CAND12727,EMP02295,2.3,Fail
INT16981,CAND12528,EMP08446,1.1,Pass
INT16982,CAND01492,EMP01692,1.4,Fail
INT16983,CAND14305,EMP05482,3.4,Pass
INT16984,CAND07517,EMP09074,1.9,Pass
INT16985,CAND06475,EMP04057,2.6,Fail
INT16986,CAND05972,EMP01167,3.5,Pass
INT16987,CAND13067,EMP01966,3.3,Fail
INT16988,CAND04676,EMP00883,2.8,Fail
INT16989,CAND14723,EMP04444,3.3,Pass
INT16990,CAND03963,EMP07443,2.5,Pass
INT16991,CAND00331,EMP09350,1.9,Fail
INT16992,CAND12609,EMP07412,1.5,Fail
INT16993,CAND03979,EMP04912,4.4,Pass
INT16994,CAND00770,EMP04841,2.9,Fail
INT16995,CAND07401,EMP07911,4.1,Fail
INT16996,CAND14027,EMP05221,4.2,Fail
INT16997,CAND14514,EMP06529,1.7,Fail
INT16998,CAND12482,EMP09618,2.0,Fail
INT16999,CAND02698,EMP04188,1.3,Fail
INT17000,CAND01779,EMP03084,1.1,Pass
INT17001,CAND06896,EMP00443,3.9,Pass
INT17002,CAND08311,EMP08137,3.9,Fail
INT17003,CAND01165,EMP05931,3.2,Pass
INT17004,CAND00762,EMP07485,2.2,Pass
INT17005,CAND13640,EMP03252,4.4,Pass
INT17006,CAND11382,EMP04112,2.8,Fail
INT17007,CAND03387,EMP05288,3.7,Pass
INT17008,CAND14121,EMP01746,4.2,Pass
INT17009,CAND04413,EMP07862,1.1,Fail
INT17010,CAND14513,EMP02055,4.8,Pass
INT17011,CAND12406,EMP08501,2.2,Pass
INT17012,CAND08906,EMP03280,4.1,Pass
INT17013,CAND00352,EMP05479,3.2,Fail
INT17014,CAND08246,EMP02160,4.2,Pass
INT17015,CAND06650,EMP01893,4.4,Pass
INT17016,CAND12399,EMP07444,3.8,Fail
INT17017,CAND03813,EMP02623,4.6,Pass
INT17018,CAND06634,EMP07891,1.1,Pass
INT17019,CAND03083,EMP08646,3.8,Pass
INT17020,CAND11455,EMP02370,2.0,Fail
INT17021,CAND05520,EMP00252,5.0,Fail
INT17022,CAND12947,EMP07089,4.8,Fail
INT17023,CAND14996,EMP01834,4.2,Pass
INT17024,CAND08075,EMP03213,3.3,Pass
INT17025,CAND12506,EMP05234,2.5,Fail
INT17026,CAND10319,EMP08377,4.2,Pass
INT17027,CAND00838,EMP08972,2.6,Pass
INT17028,CAND06404,EMP09834,3.4,Pass
INT17029,CAND06727,EMP06522,3.5,Fail
INT17030,CAND04791,EMP07254,4.0,Fail
INT17031,CAND01164,EMP06144,2.7,Pass
INT17032,CAND11702,EMP01612,2.1,Fail
INT17033,CAND09073,EMP06765,3.0,Fail
INT17034,CAND05029,EMP04568,4.9,Pass
INT17035,CAND04464,EMP09622,4.8,Fail
INT17036,CAND06281,EMP03278,3.7,Pass
INT17037,CAND08893,EMP01971,3.0,Fail
INT17038,CAND07160,EMP03000,4.1,Fail
INT17039,CAND07215,EMP07233,3.7,Fail
INT17040,CAND14909,EMP04040,1.8,Pass
INT17041,CAND03544,EMP00815,4.6,Pass
INT17042,CAND01774,EMP01853,4.6,Pass
INT17043,CAND12864,EMP09998,4.3,Fail
INT17044,CAND01867,EMP06840,3.3,Fail
INT17045,CAND12553,EMP05306,2.7,Fail
INT17046,CAND02488,EMP00075,5.0,Pass
INT17047,CAND07451,EMP07137,1.3,Fail
INT17048,CAND06246,EMP00919,4.7,Fail
INT17049,CAND04243,EMP01993,1.0,Fail
INT17050,CAND08044,EMP04242,3.4,Pass
INT17051,CAND13564,EMP00594,3.8,Fail
INT17052,CAND14254,EMP08890,1.3,Pass
INT17053,CAND08264,EMP06154,1.9,Fail
INT17054,CAND00647,EMP06238,3.5,Pass
INT17055,CAND14892,EMP05419,1.4,Fail
INT17056,CAND12676,EMP06743,1.8,Pass
INT17057,CAND13745,EMP02949,4.8,Pass
INT17058,CAND09088,EMP06623,1.9,Pass
INT17059,CAND13280,EMP02554,4.4,Pass
INT17060,CAND02121,EMP03493,1.2,Pass
INT17061,CAND07511,EMP02567,2.1,Pass
INT17062,CAND03914,EMP09626,1.5,Pass
INT17063,CAND07037,EMP09858,2.6,Pass
INT17064,CAND07494,EMP04510,3.2,Pass
INT17065,CAND01074,EMP07860,2.8,Fail
INT17066,CAND01622,EMP02517,3.4,Pass
INT17067,CAND08726,EMP09744,1.2,Fail
INT17068,CAND12893,EMP05434,1.5,Fail
INT17069,CAND01762,EMP00467,1.9,Pass
INT17070,CAND07814,EMP04596,4.0,Pass
INT17071,CAND06819,EMP00636,2.1,Pass
INT17072,CAND04242,EMP01245,4.4,Pass
INT17073,CAND14721,EMP04812,3.3,Pass
INT17074,CAND14272,EMP04421,5.0,Fail
INT17075,CAND07197,EMP02868,1.4,Fail
INT17076,CAND11002,EMP00213,2.8,Fail
INT17077,CAND07762,EMP01729,2.1,Fail
INT17078,CAND01477,EMP02079,3.0,Fail
INT17079,CAND14860,EMP00146,1.7,Fail
INT17080,CAND02174,EMP00864,3.5,Pass
INT17081,CAND02703,EMP06511,1.7,Fail
INT17082,CAND00551,EMP09528,1.6,Fail
INT17083,CAND02121,EMP09128,3.0,Fail
INT17084,CAND08790,EMP04439,2.9,Fail
INT17085,CAND03303,EMP02275,3.0,Pass
INT17086,CAND01721,EMP00765,2.8,Fail
INT17087,CAND13917,EMP01783,2.4,Fail
INT17088,CAND06935,EMP01895,3.6,Pass
INT17089,CAND01546,EMP08456,4.0,Fail
INT17090,CAND01743,EMP07523,3.9,Fail
INT17091,CAND00859,EMP07194,4.1,Fail
INT17092,CAND07387,EMP08008,3.1,Fail
INT17093,CAND09660,EMP00406,2.5,Pass
INT17094,CAND02098,EMP06060,3.0,Pass
INT17095,CAND06947,EMP08494,2.5,Fail
INT17096,CAND10650,EMP06303,2.5,Pass
INT17097,CAND07577,EMP06431,4.6,Pass
INT17098,CAND14362,EMP06973,3.9,Pass
INT17099,CAND11925,EMP05695,5.0,Fail
INT17100,CAND05338,EMP08668,3.9,Pass
INT17101,CAND02865,EMP00818,3.2,Pass
INT17102,CAND02195,EMP04729,3.9,Fail
INT17103,CAND13359,EMP05745,2.6,Fail
INT17104,CAND13650,EMP03866,3.5,Fail
INT17105,CAND01868,EMP01646,1.9,Fail
INT17106,CAND04324,EMP07947,3.7,Pass
INT17107,CAND03149,EMP09748,4.4,Pass
INT17108,CAND10956,EMP03299,3.1,Fail
INT17109,CAND06641,EMP02338,3.8,Fail
INT17110,CAND07477,EMP09246,2.2,Pass
INT17111,CAND05792,EMP03571,1.9,Pass
INT17112,CAND05510,EMP04462,2.1,Fail
INT17113,CAND07505,EMP03242,2.8,Fail
INT17114,CAND05076,EMP09378,2.0,Fail
INT17115,CAND00914,EMP02768,1.4,Fail
INT17116,CAND10089,EMP05974,2.1,Fail
INT17117,CAND14730,EMP04973,1.3,Fail
INT17118,CAND14520,EMP07678,1.8,Pass
INT17119,CAND02500,EMP01206,2.0,Fail
INT17120,CAND10001,EMP03077,4.8,Fail
INT17121,CAND08342,EMP02725,3.7,Fail
INT17122,CAND04625,EMP01667,3.1,Fail
INT17123,CAND00583,EMP03468,3.7,Fail
INT17124,CAND01669,EMP02976,3.9,Fail
INT17125,CAND14848,EMP07643,3.2,Pass
INT17126,CAND05585,EMP00950,3.5,Pass
INT17127,CAND13177,EMP06865,1.7,Pass
INT17128,CAND09022,EMP01514,1.4,Fail
INT17129,CAND08854,EMP07203,4.8,Fail
INT17130,CAND01040,EMP04433,1.6,Fail
INT17131,CAND11078,EMP09264,1.4,Fail
INT17132,CAND01374,EMP02871,1.5,Fail
INT17133,CAND03473,EMP08834,1.2,Fail
INT17134,CAND14300,EMP05544,2.4,Pass
INT17135,CAND12872,EMP04048,4.5,Pass
INT17136,CAND10665,EMP04006,1.7,Pass
INT17137,CAND02433,EMP03290,4.5,Pass
INT17138,CAND08607,EMP05055,1.6,Fail
INT17139,CAND12749,EMP02730,4.3,Fail
INT17140,CAND11733,EMP07172,2.2,Fail
INT17141,CAND10860,EMP01854,2.8,Fail
INT17142,CAND06838,EMP09743,4.2,Pass
INT17143,CAND10854,EMP05558,1.7,Pass
INT17144,CAND10436,EMP07214,3.2,Pass
INT17145,CAND11127,EMP09893,2.7,Fail
INT17146,CAND04214,EMP07929,2.2,Fail
INT17147,CAND01846,EMP04547,2.1,Pass
INT17148,CAND01050,EMP06920,1.8,Pass
INT17149,CAND02345,EMP03201,3.2,Pass
INT17150,CAND10273,EMP02349,3.3,Fail
INT17151,CAND10840,EMP09335,2.7,Fail
INT17152,CAND02168,EMP04471,4.9,Fail
INT17153,CAND02595,EMP00736,4.3,Fail
INT17154,CAND09069,EMP09991,5.0,Pass
INT17155,CAND08060,EMP05180,3.8,Fail
INT17156,CAND01776,EMP02916,1.2,Pass
INT17157,CAND02067,EMP07710,4.9,Fail
INT17158,CAND01594,EMP06242,2.2,Pass
INT17159,CAND12806,EMP07787,4.7,Fail
INT17160,CAND09920,EMP00622,4.0,Fail
INT17161,CAND14298,EMP03210,1.6,Fail
INT17162,CAND08064,EMP00154,2.9,Fail
INT17163,CAND03418,EMP03995,3.3,Fail
INT17164,CAND14745,EMP08479,1.7,Pass
INT17165,CAND10653,EMP05784,3.5,Fail
INT17166,CAND01088,EMP09301,3.0,Pass
INT17167,CAND02810,EMP04823,4.3,Pass
INT17168,CAND06198,EMP02562,3.2,Fail
INT17169,CAND14601,EMP06146,1.1,Pass
INT17170,CAND07095,EMP00666,1.3,Pass
INT17171,CAND11986,EMP06333,4.7,Pass
INT17172,CAND04515,EMP02098,3.9,Fail
INT17173,CAND01313,EMP02223,2.9,Pass
INT17174,CAND08090,EMP02078,4.8,Fail
INT17175,CAND11199,EMP03435,1.2,Fail
INT17176,CAND10963,EMP01221,1.6,Fail
INT17177,CAND08391,EMP06805,1.9,Pass
INT17178,CAND13253,EMP02813,4.5,Fail
INT17179,CAND01784,EMP00166,1.4,Pass
INT17180,CAND13473,EMP07218,2.7,Fail
INT17181,CAND11022,EMP04374,4.3,Fail
INT17182,CAND10708,EMP05684,2.5,Fail
INT17183,CAND11543,EMP06799,4.7,Pass
INT17184,CAND10834,EMP02886,2.0,Pass
INT17185,CAND10542,EMP09019,2.3,Pass
INT17186,CAND03869,EMP08920,2.3,Pass
INT17187,CAND03390,EMP00164,1.8,Pass
INT17188,CAND01770,EMP00452,2.8,Pass
INT17189,CAND14544,EMP01616,1.4,Pass
INT17190,CAND07404,EMP06729,1.7,Pass
INT17191,CAND13923,EMP07979,4.3,Pass
INT17192,CAND00746,EMP09659,3.3,Fail
INT17193,CAND05594,EMP08338,1.2,Fail
INT17194,CAND02454,EMP00695,2.3,Pass
INT17195,CAND12904,EMP09705,2.5,Pass
INT17196,CAND14232,EMP09615,2.4,Pass
INT17197,CAND06751,EMP07866,2.7,Fail
INT17198,CAND11939,EMP09830,1.1,Pass
INT17199,CAND06420,EMP08627,2.0,Pass
INT17200,CAND00569,EMP07074,3.4,Fail
INT17201,CAND01711,EMP08703,3.9,Fail
INT17202,CAND09567,EMP07612,2.3,Pass
INT17203,CAND11842,EMP08030,1.9,Fail
INT17204,CAND11317,EMP00970,2.7,Fail
INT17205,CAND06248,EMP08272,2.5,Pass
INT17206,CAND04177,EMP08970,3.7,Pass
INT17207,CAND12679,EMP06082,2.6,Fail
INT17208,CAND05916,EMP04108,2.8,Fail
INT17209,CAND00385,EMP00340,1.5,Fail
INT17210,CAND07997,EMP05971,4.7,Fail
INT17211,CAND09844,EMP06701,3.4,Fail
INT17212,CAND07709,EMP07438,1.2,Fail
INT17213,CAND14370,EMP09623,3.0,Fail
INT17214,CAND14701,EMP04501,3.2,Fail
INT17215,CAND06292,EMP08993,4.9,Pass
INT17216,CAND13046,EMP04242,1.8,Pass
INT17217,CAND09238,EMP05990,1.3,Pass
INT17218,CAND01829,EMP05141,3.9,Pass
INT17219,CAND09138,EMP04005,3.1,Pass
INT17220,CAND04095,EMP01497,3.1,Fail
INT17221,CAND10940,EMP01702,1.1,Fail
INT17222,CAND05143,EMP05342,3.6,Pass
INT17223,CAND02638,EMP04834,4.1,Pass
INT17224,CAND05130,EMP01291,4.1,Fail
INT17225,CAND11640,EMP09854,4.7,Pass
INT17226,CAND13566,EMP07564,2.2,Pass
INT17227,CAND06843,EMP00709,3.5,Pass
INT17228,CAND11289,EMP02137,1.2,Pass
INT17229,CAND12449,EMP08880,1.7,Fail
INT17230,CAND09943,EMP02231,4.0,Fail
INT17231,CAND10177,EMP00212,4.0,Fail
INT17232,CAND02697,EMP03193,3.5,Pass
INT17233,CAND07009,EMP01953,4.6,Fail
INT17234,CAND04222,EMP02451,2.6,Pass
INT17235,CAND03559,EMP07674,2.1,Pass
INT17236,CAND01677,EMP00505,4.5,Fail
INT17237,CAND11684,EMP05655,3.4,Pass
INT17238,CAND07303,EMP05123,2.3,Pass
INT17239,CAND14664,EMP02915,2.2,Fail
INT17240,CAND03743,EMP08441,3.3,Pass
INT17241,CAND09587,EMP00400,1.3,Pass
INT17242,CAND14970,EMP04873,3.2,Fail
INT17243,CAND05310,EMP07622,1.3,Fail
INT17244,CAND02195,EMP06669,1.4,Fail
INT17245,CAND05352,EMP09642,1.4,Fail
INT17246,CAND05309,EMP07136,1.2,Pass
INT17247,CAND12448,EMP08742,4.2,Fail
INT17248,CAND08044,EMP02373,3.3,Pass
INT17249,CAND07840,EMP00699,2.9,Pass
INT17250,CAND10780,EMP01492,1.5,Pass
INT17251,CAND12723,EMP04143,3.9,Fail
INT17252,CAND05704,EMP05795,3.0,Pass
INT17253,CAND04082,EMP09638,4.2,Pass
INT17254,CAND12567,EMP00033,3.6,Pass
INT17255,CAND03169,EMP08050,2.0,Fail
INT17256,CAND07001,EMP08162,4.3,Pass
INT17257,CAND02309,EMP06798,3.2,Pass
INT17258,CAND05730,EMP07951,2.9,Fail
INT17259,CAND06338,EMP04765,1.5,Pass
INT17260,CAND08489,EMP05349,1.8,Pass
INT17261,CAND09046,EMP05087,2.2,Fail
INT17262,CAND10408,EMP05405,3.3,Fail
INT17263,CAND14379,EMP04722,3.5,Fail
INT17264,CAND06628,EMP09967,4.6,Pass
INT17265,CAND00117,EMP02727,2.2,Fail
INT17266,CAND12769,EMP04897,4.0,Fail
INT17267,CAND12035,EMP05665,1.4,Fail
INT17268,CAND06726,EMP04588,1.4,Pass
INT17269,CAND02715,EMP07278,3.5,Fail
INT17270,CAND05952,EMP02667,3.1,Pass
INT17271,CAND01561,EMP03373,2.9,Pass
INT17272,CAND12347,EMP05098,2.3,Pass
INT17273,CAND11397,EMP03861,3.6,Pass
INT17274,CAND13870,EMP07997,3.9,Fail
INT17275,CAND09586,EMP09828,2.3,Fail
INT17276,CAND01218,EMP09173,4.0,Pass
INT17277,CAND14986,EMP06243,1.0,Fail
INT17278,CAND02404,EMP05681,2.5,Fail
INT17279,CAND06036,EMP09516,3.6,Pass
INT17280,CAND10925,EMP05167,4.9,Pass
INT17281,CAND03670,EMP09528,3.2,Fail
INT17282,CAND02182,EMP05522,3.5,Fail
INT17283,CAND04503,EMP05209,4.4,Fail
INT17284,CAND11924,EMP00007,1.6,Pass
INT17285,CAND04665,EMP00312,1.7,Fail
INT17286,CAND08975,EMP08891,3.8,Pass
INT17287,CAND03023,EMP09423,3.6,Fail
INT17288,CAND00551,EMP00838,4.8,Fail
INT17289,CAND01886,EMP08677,1.5,Pass
INT17290,CAND10486,EMP05640,1.5,Pass
INT17291,CAND11752,EMP07053,4.2,Fail
INT17292,CAND01336,EMP05281,3.2,Fail
INT17293,CAND14751,EMP03948,4.8,Pass
INT17294,CAND07974,EMP09869,1.8,Pass
INT17295,CAND09881,EMP09405,2.1,Pass
INT17296,CAND06957,EMP01461,4.7,Fail
INT17297,CAND03200,EMP06167,4.7,Fail
INT17298,CAND01061,EMP09600,2.3,Fail
INT17299,CAND09653,EMP06207,4.3,Pass
INT17300,CAND07847,EMP06659,4.8,Pass
INT17301,CAND00998,EMP04521,2.3,Pass
INT17302,CAND05966,EMP03064,2.6,Pass
INT17303,CAND05046,EMP05558,1.8,Pass
INT17304,CAND02945,EMP09316,3.4,Pass
INT17305,CAND14258,EMP01125,4.3,Fail
INT17306,CAND07535,EMP01046,2.8,Pass
INT17307,CAND13797,EMP08608,2.4,Pass
INT17308,CAND00296,EMP03787,1.2,Fail
INT17309,CAND13817,EMP04744,3.9,Fail
INT17310,CAND13040,EMP01367,2.4,Fail
INT17311,CAND08244,EMP01427,4.0,Fail
INT17312,CAND05327,EMP08249,3.2,Pass
INT17313,CAND02490,EMP00255,4.5,Pass
INT17314,CAND08467,EMP02925,3.0,Fail
INT17315,CAND02872,EMP04353,3.6,Pass
INT17316,CAND07922,EMP09552,1.1,Fail
INT17317,CAND03034,EMP00945,2.0,Pass
INT17318,CAND13253,EMP05147,3.6,Pass
INT17319,CAND11546,EMP00900,3.3,Fail
INT17320,CAND06180,EMP01135,3.1,Fail
INT17321,CAND10752,EMP02359,2.2,Fail
INT17322,CAND04134,EMP04521,3.9,Fail
INT17323,CAND09801,EMP07594,2.3,Pass
INT17324,CAND04745,EMP03968,4.3,Pass
INT17325,CAND04448,EMP04277,2.6,Pass
INT17326,CAND11839,EMP01560,3.7,Fail
INT17327,CAND06487,EMP02313,1.4,Fail
INT17328,CAND10620,EMP08884,2.2,Pass
INT17329,CAND10068,EMP01187,4.9,Pass
INT17330,CAND14419,EMP04001,5.0,Pass
INT17331,CAND06623,EMP05418,4.2,Pass
INT17332,CAND01887,EMP05535,3.6,Pass
INT17333,CAND13764,EMP08726,4.1,Fail
INT17334,CAND09047,EMP09281,1.1,Pass
INT17335,CAND13173,EMP07660,1.1,Fail
INT17336,CAND02783,EMP07843,3.2,Pass
INT17337,CAND04323,EMP00335,4.5,Fail
INT17338,CAND13717,EMP08005,1.4,Pass
INT17339,CAND01561,EMP09869,1.1,Fail
INT17340,CAND06057,EMP04166,4.2,Fail
INT17341,CAND03389,EMP07878,1.5,Pass
INT17342,CAND11220,EMP09564,2.6,Pass
INT17343,CAND09494,EMP06958,1.1,Fail
INT17344,CAND03540,EMP08075,4.1,Fail
INT17345,CAND08193,EMP04633,2.2,Fail
INT17346,CAND05396,EMP04777,4.2,Fail
INT17347,CAND14119,EMP04493,3.2,Fail
INT17348,CAND09335,EMP08005,3.0,Pass
INT17349,CAND02777,EMP02964,1.5,Fail
INT17350,CAND09445,EMP01109,1.3,Pass
INT17351,CAND10086,EMP04180,4.1,Pass
INT17352,CAND10228,EMP07535,1.6,Pass
INT17353,CAND00213,EMP08956,4.2,Pass
INT17354,CAND02687,EMP04350,2.5,Fail
INT17355,CAND01778,EMP09337,2.2,Fail
INT17356,CAND03720,EMP05948,1.9,Pass
INT17357,CAND11811,EMP08160,1.0,Pass
INT17358,CAND08252,EMP05336,4.3,Pass
INT17359,CAND03271,EMP05850,1.9,Fail
INT17360,CAND00977,EMP02420,2.1,Fail
INT17361,CAND10673,EMP01468,2.8,Pass
INT17362,CAND14141,EMP05405,3.4,Pass
INT17363,CAND12647,EMP03071,3.4,Fail
INT17364,CAND06859,EMP01854,2.8,Fail
INT17365,CAND13987,EMP01688,3.1,Pass
INT17366,CAND03882,EMP00202,1.3,Pass
INT17367,CAND14984,EMP03125,2.3,Fail
INT17368,CAND06021,EMP05746,4.0,Fail
INT17369,CAND08918,EMP03722,4.3,Fail
INT17370,CAND12828,EMP05656,2.0,Fail
INT17371,CAND03912,EMP07745,1.2,Pass
INT17372,CAND02385,EMP01788,1.8,Pass
INT17373,CAND13728,EMP04386,3.8,Pass
INT17374,CAND09709,EMP09488,3.1,Fail
INT17375,CAND07895,EMP02608,3.0,Fail
INT17376,CAND03039,EMP02241,2.7,Fail
INT17377,CAND04362,EMP06861,1.8,Pass
INT17378,CAND03406,EMP00501,4.3,Fail
INT17379,CAND14769,EMP05812,4.5,Pass
INT17380,CAND12588,EMP05496,1.1,Fail
INT17381,CAND12384,EMP03559,1.8,Pass
INT17382,CAND08601,EMP00202,1.7,Fail
INT17383,CAND08400,EMP09486,1.0,Fail
INT17384,CAND10026,EMP01528,2.5,Fail
INT17385,CAND05126,EMP01755,2.1,Pass
INT17386,CAND14085,EMP06633,3.3,Pass
INT17387,CAND06219,EMP08416,2.8,Fail
INT17388,CAND04865,EMP07448,4.8,Fail
INT17389,CAND13965,EMP02674,2.0,Fail
INT17390,CAND02131,EMP01331,4.5,Pass
INT17391,CAND12079,EMP03405,3.0,Fail
INT17392,CAND12238,EMP07282,1.1,Fail
INT17393,CAND12781,EMP04407,3.3,Fail
INT17394,CAND08563,EMP05412,3.2,Fail
INT17395,CAND05180,EMP02241,2.6,Pass
INT17396,CAND02873,EMP04760,1.0,Pass
INT17397,CAND11277,EMP06909,3.6,Fail
INT17398,CAND08625,EMP04930,1.8,Pass
INT17399,CAND12851,EMP04857,3.0,Pass
INT17400,CAND10996,EMP01734,2.4,Pass
INT17401,CAND06496,EMP08223,2.8,Pass
INT17402,CAND12586,EMP06888,2.2,Fail
INT17403,CAND03887,EMP02459,3.6,Pass
INT17404,CAND08312,EMP04041,2.2,Fail
INT17405,CAND08451,EMP07808,1.8,Pass
INT17406,CAND08012,EMP06648,3.9,Pass
INT17407,CAND08046,EMP03767,1.8,Pass
INT17408,CAND06107,EMP03413,2.3,Fail
INT17409,CAND13631,EMP05396,3.9,Pass
INT17410,CAND00848,EMP04386,2.3,Fail
INT17411,CAND11082,EMP02861,2.8,Fail
INT17412,CAND00608,EMP00296,4.1,Fail
INT17413,CAND09548,EMP01837,2.5,Fail
INT17414,CAND11081,EMP04874,1.4,Fail
INT17415,CAND05486,EMP04241,3.7,Pass
INT17416,CAND00016,EMP09793,2.9,Fail
INT17417,CAND08204,EMP09586,4.6,Fail
INT17418,CAND09653,EMP03875,4.1,Pass
INT17419,CAND05373,EMP05682,1.3,Fail
INT17420,CAND09001,EMP01798,4.2,Pass
INT17421,CAND12608,EMP02953,2.2,Pass
INT17422,CAND13219,EMP05333,1.7,Fail
INT17423,CAND09512,EMP06414,4.3,Fail
INT17424,CAND01174,EMP06281,3.4,Pass
INT17425,CAND01612,EMP03987,1.8,Pass
INT17426,CAND06648,EMP02046,3.2,Fail
INT17427,CAND13364,EMP02824,4.5,Pass
INT17428,CAND00979,EMP00525,3.9,Fail
INT17429,CAND06471,EMP02012,1.4,Pass
INT17430,CAND06756,EMP01636,3.7,Pass
INT17431,CAND01805,EMP02301,3.7,Pass
INT17432,CAND05728,EMP04112,3.8,Fail
INT17433,CAND05918,EMP08805,3.0,Pass
INT17434,CAND00154,EMP09465,3.4,Pass
INT17435,CAND02462,EMP00466,1.7,Fail
INT17436,CAND02921,EMP08710,2.7,Pass
INT17437,CAND02551,EMP09492,3.3,Pass
INT17438,CAND04860,EMP01629,1.7,Pass
INT17439,CAND14754,EMP00296,4.3,Pass
INT17440,CAND08359,EMP00036,3.8,Pass
INT17441,CAND02447,EMP07081,2.6,Pass
INT17442,CAND07706,EMP07179,3.1,Fail
INT17443,CAND00086,EMP01033,3.2,Fail
INT17444,CAND07197,EMP09417,4.0,Pass
INT17445,CAND05503,EMP08434,4.8,Pass
INT17446,CAND04278,EMP00466,4.3,Fail
INT17447,CAND13010,EMP01212,1.2,Fail
INT17448,CAND08436,EMP02423,3.3,Fail
INT17449,CAND02394,EMP04399,4.1,Pass
INT17450,CAND04976,EMP04212,2.3,Fail
INT17451,CAND01693,EMP05656,4.8,Fail
INT17452,CAND00647,EMP07620,4.8,Fail
INT17453,CAND02076,EMP04336,4.1,Fail
INT17454,CAND02494,EMP05339,4.5,Fail
INT17455,CAND11510,EMP02201,1.9,Pass
INT17456,CAND11784,EMP06441,4.5,Fail
INT17457,CAND00213,EMP01362,1.9,Pass
INT17458,CAND08930,EMP01304,4.8,Pass
INT17459,CAND00582,EMP00632,3.6,Fail
INT17460,CAND10753,EMP03067,2.0,Pass
INT17461,CAND10687,EMP02176,4.0,Fail
INT17462,CAND08701,EMP01837,2.1,Fail
INT17463,CAND09814,EMP01098,4.3,Fail
INT17464,CAND12655,EMP09838,3.7,Fail
INT17465,CAND11893,EMP07634,2.3,Pass
INT17466,CAND11275,EMP07624,2.7,Pass
INT17467,CAND04766,EMP01929,3.6,Pass
INT17468,CAND02856,EMP04535,3.2,Fail
INT17469,CAND06429,EMP08174,2.4,Pass
INT17470,CAND09783,EMP03098,4.6,Pass
INT17471,CAND01593,EMP08989,3.5,Fail
